has_mom_hisp_pooled_p75_se
0.018616667
0.020778472
""
0.095988542
0.07743942
""
0.11821639
0.026088363
0.085063569
0.12816603
0.083289675
""
""
""
""
0.0078330263
0.057240836
""
""
0.11269476
""
0.05261407
0.026167337
0.082554892
0.043961294
0.016003216
0.064144686
0.091814592
""
0.064016163
0.063684367
""
""
0.34664804
0.050378468
0.043582316
0.01595222
""
0.041485049
0.086634383
0.025216112
0.029875711
""
0.15924364
0.013014978
""
0.16114636
0.022807941
0.025172599
""
0.01959406
0.01822396
""
""
0.17094448
""
0.069819354
0.057151321
0.025335185
""
0.043197464
0.082703233
0.029772485
0.063238718
""
""
0.070721284
""
""
0.0094771739
""
""
""
""
0.013592236
""
""
0.040684987
0.051123887
0.02561138
0.055311557
""
""
0.073402882
""
""
""
""
""
0.021827757
""
0.070922866
0.082062647
""
""
""
0.044223063
0.0090464838
0.010547979
0.013021091
0.013894285
0.010586249
0.049674824
0.0021972207
0.016608611
0.014179952
0.0031967778
0.0077537247
0.012601345
0.010235404
0.0070231073
0.098683387
0.10033209
0.045454707
0.024500564
0.063042827
0.079752482
""
0.05772347
0.12311602
0.04955031
""
0.040964581
""
0.0540636
0.15641914
0.025229584
0.083055913
0.035194293
0.38151729
""
0.069993295
0.1379658
0.039132718
0.046462879
""
0.021024378
0.46764016
0.15704787
0.1262546
0.050514828
0.063399643
0.11373334
""
0.32891306
0.089746796
0.072959885
""
""
""
0.26348907
0.077802747
0.088056318
0.018945679
0.04909341
""
0.077100128
0.058278948
""
""
0.40552139
""
0.067337938
""
0.090484262
""
0.10722584
0.15870155
0.031474397
""
0.0098701259
0.23503751
0.10206304
0.025311431
0.23559061
""
0.017558051
0.068151727
0.11151135
""
0.044927243
0.085785732
0.014084672
0.029395668
""
0.03772866
0.0028905428
""
0.016422149
0.0094589163
0.021616897
0.018378692
0.0029140334
0.029412871
0.0081868749
0.0025072722
0.019590411
0.016716786
0.0053374954
0.014194397
0.0027656299
0.0060790419
0.021256957
0.024919221
0.0010597445
0.0046659424
0.011217928
0.02606144
0.007853156
0.0050043347
0.043429274
0.12976369
0.0030680185
0.0059960596
0.011030737
0.0020056898
0.0045070061
0.0099844709
0.0021353569
0.0031624252
0.0078577008
0.0018495752
0.0019889532
0.0053641582
0.0034669426
0.0057213288
0.0038395359
0.0038307686
0.0023487345
0.0055063237
0.010756468
0.10981177
0.016533148
0.0041197068
0.0048205815
0.0033292174
0.0097945193
0.011769465
0.029905293
0.0040324512
0.012839916
0.0030215611
0.0071987235
0.0098860599
0.0042414316
0.012917125
0.0040629255
0.12557361
0.1478657
0.042907484
0.0092705078
0.016302343
0.04816509
""
0.055532578
0.05168955
0.20570864
0.11428695
""
0.016377622
0.0047240863
""
0.008372684
0.031138904
0.0086674849
0.0043522017
0.022227475
0.02288224
0.15600497
""
0.051519323
""
0.036923707
""
0.0040720054
""
0.060929738
0.014265833
0.01615095
0.0074120541
0.017646359
0.061281927
0.034521278
0.0087728491
""
0.040515903
0.030849824
0.014399353
0.029419672
0.019055018
0.11152979
0.030252762
0.081060834
0.076411903
0.020349221
0.0054338081
0.038225546
0.021812877
0.035785493
0.036878817
""
""
0.068446361
0.039841235
0.017695365
0.077773772
0.0068042059
