jail_hisp_pooled_n
97.0
233.0
""
""
154.0
""
23.0
277.0
28.0
20.0
73.0
""
""
""
""
188.0
63.0
""
""
24.0
""
96.0
255.0
30.0
143.0
85.0
33.0
122.0
""
83.0
37.0
""
""
""
143.0
57.0
679.0
""
93.0
33.0
152.0
115.0
""
22.0
616.0
""
22.0
237.0
522.0
""
386.0
265.0
""
""
24.0
""
121.0
68.0
221.0
""
79.0
38.0
149.0
42.0
""
""
""
""
""
1618.0
""
""
""
""
469.0
""
""
118.0
92.0
44.0
57.0
""
""
128.0
""
""
""
""
""
24.0
""
""
21.0
""
""
""
139.0
2923.0
1107.0
533.0
666.0
221.0
221.0
48052.0
1717.0
627.0
19417.0
3432.0
2815.0
1255.0
6198.0
21.0
59.0
44.0
1263.0
43.0
42.0
""
142.0
23.0
63.0
""
31.0
""
22.0
42.0
144.0
214.0
83.0
22.0
""
33.0
29.0
161.0
43.0
""
227.0
""
73.0
106.0
55.0
60.0
66.0
""
24.0
112.0
168.0
""
""
""
""
34.0
34.0
102.0
27.0
""
69.0
97.0
""
""
""
""
38.0
""
27.0
""
37.0
66.0
164.0
""
897.0
""
40.0
171.0
31.0
""
597.0
179.0
29.0
""
88.0
30.0
945.0
113.0
""
136.0
20332.0
""
238.0
2036.0
252.0
486.0
13622.0
261.0
1215.0
27964.0
539.0
623.0
10385.0
159.0
21915.0
4536.0
393.0
259.0
285956.0
5033.0
1534.0
126.0
971.0
8199.0
81.0
39.0
14765.0
2397.0
502.0
54816.0
2639.0
88.0
49533.0
16491.0
2708.0
59796.0
54543.0
8273.0
15449.0
3211.0
12567.0
9978.0
30347.0
6505.0
1079.0
20.0
301.0
6857.0
5524.0
13518.0
1908.0
797.0
30.0
15661.0
371.0
21367.0
3753.0
1190.0
9382.0
549.0
5911.0
67.0
26.0
157.0
2402.0
543.0
102.0
""
33.0
200.0
66.0
80.0
""
345.0
13879.0
""
1163.0
132.0
120.0
5900.0
366.0
428.0
""
""
42.0
""
190.0
""
6379.0
""
74.0
148.0
371.0
2021.0
529.0
30.0
250.0
1173.0
""
152.0
220.0
424.0
779.0
743.0
""
90.0
52.0
35.0
358.0
4747.0
55.0
476.0
23.0
90.0
""
""
30.0
""
105.0
51.0
4240.0
87.0
7150.0
6940.0
459.0
503.0
5527.0
1218.0
379.0
583.0
506.0
2196.0
422.0
3224.0
855.0
27.0
572.0
48.0
2800.0
23627.0
31.0
661.0
421.0
958.0
2811.0
157.0
243.0
21.0
3504.0
940.0
375.0
""
148.0
37.0
56.0
20.0
26.0
376.0
817.0
978.0
863.0
14609.0
30.0
672.0
83.0
27.0
22.0
1447.0
3943.0
650.0
129.0
""
25.0
1944.0
1583.0
665.0
85415.0
1014.0
151.0
938.0
600.0
16104.0
5903.0
11457.0
2464.0
3926.0
4567.0
235.0
509.0
2011.0
458.0
1423.0
5081.0
117.0
101.0
36.0
24.0
3140.0
51.0
104.0
33.0
32.0
33.0
21.0
""
40.0
28.0
152.0
217.0
41.0
33.0
187.0
""
""
24.0
80.0
53.0
37.0
33.0
""
174.0
32.0
196.0
76.0
""
645.0
351.0
32.0
507.0
292.0
""
1186.0
""
2425.0
108.0
141.0
388.0
34.0
245.0
""
21.0
""
23.0
41.0
2444.0
22.0
""
175.0
323.0
""
25.0
74.0
28.0
20.0
24.0
""
414.0
218.0
366.0
30.0
2197.0
50.0
""
177.0
186.0
58.0
24.0
3639.0
141.0
1419.0
""
39.0
68.0
25.0
25.0
412.0
530.0
20.0
120.0
""
24.0
""
""
""
22.0
""
""
57.0
36.0
530.0
""
40.0
250.0
60.0
27.0
""
24.0
33.0
""
""
""
41.0
21.0
""
""
178.0
1004.0
103.0
82.0
23.0
199.0
92.0
44.0
""
""
173.0
""
25.0
""
""
""
769.0
244.0
""
""
""
68.0
36.0
""
60.0
""
""
48.0
""
""
""
80.0
148.0
101.0
""
""
84.0
""
""
""
25.0
79.0
128.0
55.0
""
22.0
53.0
""
""
23.0
1311.0
""
20.0
""
28.0
893.0
6257.0
294.0
829.0
1365.0
""
478.0
42.0
23.0
559.0
24.0
23.0
91.0
682.0
32.0
""
""
2167.0
29.0
482.0
21.0
""
""
276.0
83.0
89.0
116.0
198.0
36.0
195.0
275.0
375.0
79.0
40.0
""
60.0
111.0
589.0
148.0
25.0
148.0
262.0
180.0
44.0
""
683.0
""
138.0
64.0
""
""
556.0
""
166.0
""
54.0
97.0
331.0
28.0
21.0
""
50.0
110.0
69014.0
32.0
""
458.0
43.0
60.0
7202.0
""
""
35.0
""
38.0
35.0
36.0
""
""
243.0
""
""
""
""
194.0
135.0
81.0
""
46.0
""
30.0
""
7873.0
506.0
696.0
193.0
6994.0
725.0
""
157.0
110.0
46.0
34.0
1703.0
347.0
157.0
52.0
488.0
49.0
33.0
""
24.0
""
42.0
25.0
32.0
42.0
""
350.0
498.0
23.0
25.0
""
""
""
21.0
36.0
""
1332.0
791.0
38.0
313.0
""
""
22.0
""
97.0
207.0
40.0
286.0
""
78.0
""
""
""
571.0
5058.0
100.0
1683.0
59.0
125.0
1237.0
142.0
30.0
""
94.0
""
49.0
206.0
155.0
24.0
179.0
""
63.0
54.0
25.0
97.0
146.0
100.0
948.0
""
124.0
37.0
""
63.0
33.0
218.0
22.0
360.0
89.0
28.0
183.0
47.0
202.0
85.0
64.0
106.0
44.0
39.0
37.0
204.0
63.0
303.0
88.0
5810.0
384.0
71.0
206.0
2211.0
254.0
""
89.0
135.0
49.0
84.0
50.0
271.0
""
""
21.0
""
""
""
1061.0
23.0
21.0
46.0
48.0
25.0
""
1089.0
34.0
77.0
22.0
89.0
53.0
""
""
390.0
35.0
""
210.0
""
133.0
58.0
""
74.0
20.0
114.0
70.0
81.0
53.0
""
""
""
""
""
29.0
249.0
25.0
27.0
31.0
250.0
""
""
""
20.0
26.0
160.0
26.0
""
42.0
25.0
24.0
88.0
91.0
183.0
""
""
""
92.0
""
105.0
55.0
39.0
23.0
32.0
23.0
20.0
""
""
25.0
37.0
44.0
20.0
33.0
""
""
""
""
23.0
49.0
34.0
220.0
22.0
""
28.0
102.0
364.0
132.0
""
""
""
28.0
38.0
348.0
41.0
""
""
""
20.0
540.0
27.0
""
31.0
""
35.0
27.0
1210.0
406.0
20.0
""
""
826.0
""
62.0
103.0
73.0
36.0
28.0
""
131.0
92.0
75.0
""
95.0
32.0
""
830.0
""
28.0
41.0
""
34.0
22.0
228.0
32.0
40.0
205.0
""
""
39.0
""
""
""
22.0
""
""
210.0
90.0
""
90.0
""
322.0
31.0
""
73.0
22.0
1466.0
914.0
77.0
413.0
""
""
251.0
26.0
""
""
""
""
306.0
39.0
""
35.0
45.0
""
1804.0
51.0
22.0
""
72.0
""
413.0
""
""
""
571.0
90.0
33.0
""
""
70.0
""
170.0
21.0
30.0
""
42.0
""
20.0
49.0
""
""
28.0
""
66.0
37.0
""
369.0
""
70.0
340.0
""
""
""
302.0
37.0
3052.0
827.0
1145.0
""
75.0
""
23.0
""
98.0
158.0
29.0
""
30.0
""
""
20.0
23.0
""
1918.0
""
22.0
""
""
37.0
""
""
180.0
24.0
38.0
34.0
""
""
""
69.0
""
""
44.0
87.0
""
""
""
""
244.0
36.0
""
""
""
""
97.0
""
""
""
459.0
""
""
62.0
""
""
""
28.0
77.0
""
""
28.0
""
559.0
""
""
""
60.0
""
""
43.0
""
1092.0
70.0
""
214.0
""
""
""
41.0
""
""
""
""
""
""
""
38.0
""
96.0
""
""
72.0
""
""
35.0
""
""
118.0
""
26.0
""
""
24.0
""
22.0
36.0
""
""
80.0
""
""
""
""
""
""
54.0
""
""
""
""
41.0
63.0
25.0
""
22.0
""
""
""
""
166.0
""
""
22.0
""
""
40.0
70.0
20.0
190.0
24.0
50.0
97.0
""
445.0
484.0
327.0
21.0
""
""
""
""
32.0
713.0
""
""
23.0
""
""
113.0
37.0
""
3441.0
46.0
434.0
154.0
""
49.0
174.0
26.0
25.0
74.0
1570.0
225.0
72.0
""
250.0
""
29.0
52.0
364.0
196.0
""
""
217.0
72.0
58.0
122.0
