hs_pooled_male_n
4376.0
1795.0
464.0
5532.0
3652.0
582.0
7592.0
622.0
416.0
2759.0
3117.0
10782.0
449.0
1155.0
2835.0
267.0
292.0
2666.0
355.0
637.0
4471.0
5186.0
2613.0
1584.0
9547.0
460.0
1736.0
4166.0
10044.0
861.0
1074.0
1770.0
8200.0
5080.0
1042.0
3886.0
934.0
1257.0
323.0
349.0
4551.0
871.0
425.0
205.0
581.0
772.0
11368.0
2373.0
6528.0
1826.0
3354.0
4584.0
2264.0
178.0
310.0
4761.0
681.0
250.0
203.0
1495.0
899.0
5549.0
366.0
860.0
1027.0
854.0
316.0
594.0
702.0
891.0
690.0
1106.0
1361.0
1785.0
884.0
421.0
1681.0
1236.0
454.0
9621.0
1177.0
1474.0
838.0
1628.0
10059.0
1280.0
1470.0
2307.0
4421.0
2650.0
1841.0
734.0
810.0
3964.0
748.0
236.0
1524.0
3121.0
16441.0
4571.0
5047.0
24296.0
10099.0
4436.0
4705.0
12902.0
4043.0
9227.0
986.0
2516.0
2048.0
1927.0
5914.0
553.0
4860.0
6866.0
4449.0
364.0
247.0
328.0
1942.0
846.0
637.0
1088.0
721.0
3167.0
3217.0
770.0
605.0
677.0
25155.0
1189.0
1509.0
680.0
2110.0
1239.0
4057.0
2718.0
475.0
1011.0
2907.0
1610.0
283.0
460.0
1420.0
465.0
2712.0
1302.0
893.0
828.0
1203.0
8258.0
1964.0
513.0
5349.0
4701.0
548.0
3346.0
705.0
1258.0
226.0
572.0
2446.0
18281.0
311.0
34071.0
1592.0
1663.0
739.0
4002.0
45186.0
5011.0
2129.0
7311.0
2087.0
864.0
5521.0
14035.0
1944.0
1272.0
1293.0
1541.0
12120.0
1297.0
1212.0
17471.0
530.0
1624.0
4182.0
342.0
783.0
2131.0
10277.0
485.0
757.0
1786.0
3173.0
3527.0
8749.0
1384.0
7082.0
4363.0
1608.0
2085.0
4102.0
6127.0
12453.0
1575.0
2540.0
3515.0
2342.0
3943.0
681.0
563.0
6729.0
7145.0
4721.0
22567.0
1945.0
2086.0
1238.0
1931.0
2112.0
1257.0
14072.0
3626.0
3432.0
5114.0
22566.0
7831.0
7955.0
3138.0
534.0
2247.0
352.0
1141.0
481.0
2717.0
248.0
1180.0
2751.0
1435.0
1473.0
3749.0
1360.0
1067.0
1935.0
10480.0
1757.0
3088.0
19890.0
4094.0
2873.0
509.0
2826.0
1561.0
1176.0
8391.0
2312.0
7940.0
3094.0
5560.0
11180.0
10805.0
6663.0
70116.0
8685.0
39708.0
42125.0
5117.0
3651.0
1291.0
312.0
2831.0
369.0
827.0
5897.0
2915.0
1063.0
2389.0
10695.0
56.0
46.0
30755.0
9705.0
1123.0
5104.0
23774.0
1362.0
833.0
634.0
393.0
862.0
1682.0
1111.0
1375.0
679.0
2530.0
1805.0
4107.0
28406.0
937.0
2364.0
3474.0
1208.0
1089.0
1081.0
1540.0
2942.0
462.0
2228.0
2781.0
1876.0
2839.0
7377.0
3897.0
1166.0
6280.0
4649.0
3209.0
2260.0
6666.0
2313.0
1094.0
1370.0
2299.0
4032.0
1845.0
1683.0
4449.0
977.0
6499.0
6301.0
16388.0
1629.0
60585.0
6665.0
1178.0
1474.0
22018.0
448.0
1073.0
2984.0
4139.0
1766.0
536.0
1043.0
747.0
506.0
687.0
1552.0
1101.0
1319.0
257.0
2008.0
2697.0
423.0
1952.0
750.0
1145.0
1865.0
369.0
3964.0
40.0
171.0
782.0
672.0
343.0
215.0
158.0
470.0
369.0
1518.0
36.0
103.0
44.0
263.0
123.0
154.0
1055.0
179.0
27.0
""
47.0
127.0
""
88.0
60.0
82.0
153.0
393.0
255.0
351.0
546.0
208.0
2412.0
630.0
342.0
273.0
57.0
121.0
641.0
1798.0
471.0
609.0
1631.0
2442.0
266.0
553.0
52.0
2247.0
1602.0
211.0
156.0
86.0
170.0
696.0
416.0
292.0
250.0
143.0
76.0
281.0
26.0
1660.0
1009.0
1008.0
1215.0
956.0
965.0
905.0
1519.0
6067.0
564.0
559.0
790.0
1943.0
55.0
38.0
""
47.0
945.0
1237.0
213.0
158.0
911.0
1021.0
590.0
398.0
1133.0
2503.0
377.0
3378.0
631.0
788.0
9234.0
557.0
242.0
26.0
107.0
