kir_native_black_female_p10
0.35240105
0.24603492
""
0.35822874
0.37113768
0.40059468
0.35394934
0.35411021
""
0.36624721
0.34068769
0.37016469
""
0.28002951
0.34186608
""
""
0.33430287
""
0.33778462
0.35749787
0.3527827
0.36247411
0.35644478
0.36351651
0.39092356
0.34807098
0.34723976
0.37883821
0.3375586
0.39086968
0.37199426
0.38439336
0.38202563
0.37989858
0.35502484
0.33385468
0.34497333
0.36530289
0.37399861
0.36805472
0.34284958
0.34159598
0.39075518
0.39828452
0.35151732
0.37465027
0.35205817
0.38346887
0.38511568
0.3655692
0.36739329
0.37059709
0.35039362
0.31838065
0.35939276
0.38178736
0.28110817
0.33121786
0.39514947
0.3707495
0.35169476
0.34916821
0.29502106
""
0.41361591
""
""
""
""
0.32077509
0.3446672
0.36719346
0.35638797
0.36331937
0.27859446
0.37395546
0.36574754
0.34816563
0.35635632
0.37278217
0.35041937
0.40035549
0.35752538
0.39371815
0.394795
0.27413237
0.39316761
0.35266483
0.36420086
0.31179997
""
""
0.34381804
""
""
0.34381211
0.34722853
0.3595511
0.34464085
0.36833951
0.37099537
0.34999481
0.32074147
0.34166762
0.35985759
0.33459476
0.36832377
0.3582828
0.36172757
0.34427333
0.3730416
0.35419115
0.37140363
0.39529297
0.37055764
0.35350317
0.32901692
0.32976827
0.33234528
0.32600105
0.31857988
0.35427672
0.39293471
0.35063416
0.38068861
0.35665849
0.37599337
0.3422606
0.34730056
0.35773352
0.36358929
0.38167116
0.36365193
0.32726294
0.35739627
0.355198
0.35465598
0.35926062
0.35766938
0.34363291
0.34130052
0.30196604
0.40373304
0.33924636
0.33111799
0.33539897
0.35800946
0.34449774
0.34065202
0.29937926
0.37575874
0.36408803
0.35220614
0.36431333
0.35181385
0.39849055
0.34231743
0.36284333
0.36500028
""
""
0.38059923
0.39818004
0.43010819
0.4275873
""
""
""
0.37663257
0.38547873
0.37980622
0.4201934
0.34916165
0.36746708
""
0.38198072
0.35057512
""
""
""
""
0.35684031
0.31974712
0.39192033
0.35825393
0.42780963
""
0.34453008
""
0.40832356
0.41751429
0.37344387
""
0.35471135
0.35037196
0.38234192
0.35580176
0.36133355
0.37562057
0.34252697
0.36573261
""
0.47658244
0.359525
0.35107175
0.38844487
""
0.31358948
0.36326987
0.31990755
0.32292223
""
""
0.37607738
0.32610288
0.32230467
0.36576551
0.25975358
0.28297305
0.37975138
0.44547951
0.3429673
0.19926904
0.36968765
0.36776036
0.30735761
0.36486229
0.36058241
0.33274096
0.33228257
0.36126113
""
0.48319969
""
0.39825484
""
0.43166393
""
0.30684969
0.34896258
0.29216242
0.36213246
0.340606
0.37500209
0.47393247
0.35535473
0.36434785
0.20899798
0.35915723
0.37344834
0.38918015
0.19434941
""
0.32655898
""
""
0.38092166
""
0.40625793
0.34899756
0.38626274
0.38554338
0.36123979
0.3700214
0.4013218
0.41007996
0.39164597
0.39296675
0.39408335
0.37821588
0.37590298
0.40328935
""
""
""
0.37742937
0.44358361
""
""
0.37226284
""
""
0.4031719
0.40942949
""
0.39470029
0.3942548
0.39547712
""
""
""
""
""
""
""
""
""
""
0.31970438
0.39841402
""
""
""
""
""
""
""
0.37875238
""
0.3886289
0.38049468
""
""
0.25277427
0.37449795
""
0.52281165
0.328363
0.30924234
""
0.3883923
""
""
""
0.3370381
0.37771785
0.32255891
0.37196109
0.380144
""
0.34547561
0.34816372
0.38194078
0.37944779
0.38235724
0.36574653
0.35952505
""
0.38854134
0.31503782
0.31932968
0.34925455
0.35232633
0.38104907
""
""
""
""
""
0.36437634
0.28803784
0.33061534
""
0.38483775
0.36092174
""
0.34667683
0.2490171
0.33015874
0.2900781
""
0.28385851
""
""
0.35527706
0.38169146
""
""
""
""
""
""
""
""
""
""
""
""
0.27558169
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.36615717
""
""
""
0.71614653
""
""
""
""
""
0.4019115
""
""
""
""
""
""
""
0.37927189
""
0.34967062
""
""
0.38600391
""
""
""
""
""
""
0.35536379
""
""
0.40189579
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.39964473
""
""
""
""
0.3609803
""
""
""
""
""
""
0.37915364
""
""
0.3739973
0.37565821
0.33067939
""
""
""
""
0.33768517
0.29748699
0.40745971
0.34545064
0.42284122
""
""
0.35047105
""
0.29727086
""
0.35599619
""
0.30329064
0.39813256
0.31874228
0.40306678
0.41115329
0.37477249
0.43042877
""
0.28417003
0.35513264
0.24136141
""
""
""
0.52622086
""
0.41307816
0.36690497
0.39164943
0.28969184
0.33043268
0.28609505
""
""
""
0.3645598
""
""
""
""
""
""
""
0.37147617
0.36128867
""
0.37775669
""
0.37686211
""
""
""
0.30786517
""
""
""
""
""
""
""
0.33763951
0.37146258
0.39117068
0.38676086
0.3766596
0.32627058
0.35171348
0.33522218
""
""
""
""
""
0.41668093
""
""
0.36601186
""
""
0.37538865
""
""
""
0.36484542
""
0.36593038
0.36747271
0.33763191
0.37874979
0.38044396
0.42615971
