lpov_nbh_white_pooled_mean
0.46241102
0.48753461
0.23453839
0.53816837
0.29508021
0.19410788
0.27435452
0.27502558
0.15897246
0.14005329
0.18705469
0.17035469
0.23207602
0.15055606
0.1214283
0.37104073
0.30670556
0.20042327
0.21419287
0.23249698
0.26441818
0.19890808
0.31411704
0.33623728
0.16191514
0.42803532
0.21648578
0.40889105
0.26797628
0.17823628
0.16000301
0.28777871
0.41350004
0.20224567
0.29915622
0.21457723
0.58875078
0.17544484
0.36612111
0.26334178
0.42372537
0.3750352
0.30785441
0.27205187
0.51352
0.4113943
0.25591314
0.22640824
0.41936293
0.30095315
0.54589891
0.41401273
0.25268766
0.21702616
0.19981851
0.14245267
0.3721928
0.35671264
0.60865372
0.24002154
0.29806849
0.27654618
0.57829583
0.25153732
0.18483728
0.23302035
0.21878746
0.40356159
0.55821139
0.65173358
0.57621479
0.56622708
0.59166497
0.43455216
0.62438458
0.54832846
0.50842607
0.62042189
0.58424735
0.47799313
0.55439186
0.43527728
""
0.57009804
0.62990767
0.41969731
0.3992976
0.63922036
0.44016302
0.55460584
0.61186206
0.72463459
0.51980102
0.61969501
""
0.43940759
0.52946907
0.47402608
0.4751803
0.48024476
0.38553604
0.34934366
0.38098738
0.58990175
0.42434943
0.44600862
0.52776754
0.49475679
0.45773137
0.44596285
0.39123428
0.23407033
0.24777102
0.27401859
0.4162257
0.17992723
0.17469037
0.14129196
0.18740697
0.21094969
0.22885701
0.16177657
0.21392308
0.16027693
0.22241925
0.15460497
0.33443522
0.17156169
0.43418676
0.37817916
0.22851449
0.23793145
0.18625669
0.35102957
0.18431093
0.1599361
0.27516842
0.56967032
0.26753554
0.18411133
0.34932882
0.15140438
0.15983696
0.15845884
0.16373785
0.40971893
0.28334913
0.20142999
0.15093383
0.24754725
0.15385605
0.24716723
0.23426397
0.37487948
0.17389154
0.278005
0.31405675
0.24395974
0.19090088
0.16804844
0.2704784
0.1038504
0.20844541
0.17445055
0.22659156
0.16691184
0.1520354
0.17470796
0.24764013
0.14464465
0.44863206
0.1530879
0.24753639
0.38720506
0.15828066
0.13768864
0.35554266
0.31321293
0.1817693
0.15891495
0.24333049
0.19888481
0.26586655
0.23744068
0.1717138
0.19104631
0.64933181
0.69174427
0.59552896
0.42308238
0.56417203
0.5395602
0.67711371
0.30288786
0.63322985
0.4559654
0.30424005
0.30132475
0.38947567
0.59496659
0.46393067
0.44487324
0.39966765
0.37631959
0.62187308
0.40835351
0.6764828
0.40388569
0.3550106
0.34102976
0.28827101
0.56273782
0.53701329
0.55323195
0.58683974
0.67776078
0.67529088
0.40447706
0.54756206
0.55984145
0.60386068
0.54327029
0.60655016
0.620287
0.51570702
0.59450042
0.71222627
0.6107564
0.6542365
0.52933687
0.38097411
0.42635155
0.37203878
0.57200426
0.58063501
0.45387521
0.55695307
0.29507259
0.37368321
0.35538572
0.48290497
0.6778239
0.50031561
0.42533767
0.55911112
0.36963198
0.63247079
0.55695349
0.40968409
0.32334575
0.60108364
0.66674352
0.40620568
0.30471796
0.62157094
0.28081727
0.28955945
0.36599118
0.40657562
0.42644593
0.49856359
0.37252226
0.69222486
0.62050056
0.66189152
0.56365865
0.40483314
0.54234731
0.42520052
0.60880023
0.51242644
""
0.36495867
0.32677779
0.64320803
0.33647659
0.60838616
0.37609348
0.52192599
0.55363458
0.37354526
0.35116613
0.4307383
0.49505016
""
0.34035516
0.44735786
0.48436239
0.4500601
0.34761283
0.55594009
0.64635909
0.66216505
0.57020265
0.40386829
0.47057351
0.69260049
0.38049605
0.58062625
0.35315064
0.48432186
0.47586671
0.43162432
0.58400369
0.55917788
0.35148853
0.56723988
0.50868076
0.75029993
0.75474679
0.72548223
0.75154638
0.74621117
0.72228044
0.74339324
0.60665929
0.4867394
0.66741139
0.55710161
0.55166906
0.44010305
0.32178184
0.39832243
0.28163871
0.56843925
0.57612288
0.17384064
0.51518369
0.35228434
0.53770006
0.58513784
0.22487082
0.29338282
0.16414355
0.52786523
0.40593261
0.44650283
0.152582
0.30593026
0.18760826
0.30694959
0.23546056
0.19862913
0.26950929
0.25359777
0.43465564
0.39832109
0.51281679
0.16496643
0.47381803
0.37986025
0.41676113
0.24389191
0.47107306
0.50833291
0.5104242
0.2051726
0.10979715
0.20175813
0.524737
0.36348161
0.58645362
0.5146541
0.54493219
0.52814347
0.47993559
0.29855809
0.52767169
0.48784599
0.58490527
0.4622235
0.52746248
0.4711746
0.24273682
0.56870073
0.46846884
0.47013423
0.56466323
0.5746581
0.34772861
0.18973309
0.17265558
0.16960818
0.47601083
0.29172528
0.35467368
0.21176501
0.24970524
0.15555064
0.10800435
0.30368829
0.29855692
0.16788585
0.44427627
0.32916158
0.17408918
0.16663434
0.50225151
0.1875392
0.17655273
0.29730764
0.49936453
0.30796608
0.26198059
0.477806
0.20320827
0.33011156
0.35720801
0.29782003
0.38308835
0.26905856
0.54240334
0.49542314
0.15780169
0.61533481
0.36122197
0.21760024
0.52701497
0.11212485
0.6303286
0.25817442
0.15390977
0.57891953
0.1482586
0.51945418
0.46505344
0.21912153
0.34936154
0.36410215
0.22444445
0.55395198
0.16749042
0.16897202
0.4098579
0.49990872
0.19989166
0.099485889
0.52056581
0.16655764
0.14486901
0.19342209
0.30993545
0.66527039
0.38510671
0.59337789
0.17208226
0.63402432
0.20434918
0.21060541
0.58470482
0.14534655
0.17937353
0.29510564
0.60137367
0.26421988
0.40548059
0.36393866
0.23214412
0.57007593
0.17688301
0.17448889
0.60468721
0.5302909
0.13039665
0.25741944
0.32159522
0.14424372
0.32106972
0.15754567
0.19399478
0.32194018
0.27262691
0.28428087
0.33357084
0.42531875
0.37385553
0.28171912
0.1678009
0.36994568
0.22905169
0.226161
0.2201637
0.25850588
0.19213516
0.22857742
0.28780782
0.15425988
0.17050277
0.45332867
0.13941187
0.26037827
0.23984678
0.51677781
0.53936994
0.52232307
0.19353978
0.59114844
0.40078139
0.42677253
0.19815101
0.45601717
0.27092841
0.26314291
0.49075362
0.11143179
0.2236692
0.26631612
0.41822788
0.58978868
0.3710629
0.18383348
0.16444468
0.37651992
0.1950503
0.26879486
0.30617535
0.40223634
0.057470579
0.14932345
0.17548214
0.13562739
0.24746852
0.23419811
0.25935987
0.16910715
0.43658319
0.10690665
0.37091926
0.14894985
0.21501803
0.22483429
0.39812103
0.3394202
0.49307647
0.17678213
0.21160093
0.21158341
0.18682545
0.16669723
0.1083214
0.22170429
0.24624017
0.13620742
