staycz_black_pooled_mean_se
0.013958779
0.024534395
0.06286978
0.0069226827
0.0052964347
0.012103455
0.0032123588
0.032107756
0.050169043
0.005189287
0.0062032561
0.0023272906
0.073266365
0.02134347
0.0080665629
0.094538778
0.086488642
0.011255115
0.098705262
0.0092680929
0.0035422242
0.0035522452
0.0061548348
0.0053589065
0.0026968678
0.0099362256
0.0064135911
0.0043070391
0.0024589086
0.0093180258
0.0072375261
0.0078793289
0.0024677915
0.0036293457
0.0063724429
0.0049383799
0.0077753747
0.00703356
0.011119425
0.0098505523
0.0027337549
0.0073124822
0.012271869
0.026545424
0.0089864591
0.0072687808
0.0021615573
0.0063329036
0.0025128482
0.0063317432
0.0053517725
0.0035952174
0.0049979938
0.017852917
0.016928015
0.0031529998
0.010627061
0.027243117
0.021925772
0.005958389
0.0091851922
0.0036196148
0.014866601
0.018758627
0.048650518
0.028906481
""
0.044600431
0.038087249
0.052151464
0.007451307
0.0063790791
0.0051405393
0.0065301135
0.0095209097
0.030876532
0.0068205888
0.014636156
0.015203802
0.0017689597
0.0063094054
0.013988391
0.030937871
0.011482014
0.0028177805
0.017271942
0.017212471
0.0068998523
0.0047331257
0.010883664
0.011287561
0.03650298
0.045459699
0.0055354857
0.060311973
""
0.019072661
0.0083155297
0.0026733386
0.0051597706
0.0066287061
0.0016141693
0.0030879206
0.0068675871
0.0064369584
0.0028290674
0.0064132027
0.0026603101
0.010201706
0.0082897712
0.0068522966
0.0051101735
0.0028517826
0.0088466462
0.0033371532
0.0034529965
0.0033420229
0.013183163
0.016332988
0.012418198
0.0057356996
0.010278973
0.010082617
0.0075340187
0.0090421448
0.0040016044
0.0039749932
0.010387758
0.0088746306
0.0091575785
0.0012570915
0.0074775536
0.0072885063
0.012874345
0.01173687
0.0078478511
0.0046364889
0.0042132614
0.010104615
0.0073174234
0.0046435324
0.010768631
0.014001505
0.010811447
0.005247965
0.010386677
0.0067065279
0.0065316497
0.0073875245
0.0076079285
0.018254461
0.0024501779
0.0047954991
0.0087705171
0.0049028788
0.0033962997
0.010559292
0.0035971436
0.0117566
0.023087163
0.045493055
0.058450714
0.0073365131
0.0015339629
0.015222433
0.0013098724
0.061990365
0.074627928
0.078543678
0.014654713
0.0014422818
