hs_white_pooled_p100
0.97248375
0.96897447
0.93919915
0.9611671
0.95128578
0.98565769
0.95498979
0.97454667
1.0049928
0.96548891
0.9563536
0.96286964
0.97044778
0.96557826
0.97138172
0.9432289
0.94436693
0.95266169
0.95039409
1.0044156
0.97178757
0.9567641
0.96022022
0.93649614
0.94956934
0.9679808
0.93821084
0.96492267
0.95975661
0.94770974
0.9827587
0.99128759
0.95934999
0.96201783
0.96454114
0.95633811
0.96722406
0.95964402
0.96379393
0.89760023
0.95822281
0.96596336
0.93188202
0.91303039
0.98112708
0.99102616
0.95409548
0.95404553
0.95869184
0.94819701
0.95440269
0.9597261
0.96211427
1.0460737
0.98610169
0.9627164
0.97227389
0.87061673
0.94073355
0.98418301
0.95172715
0.95851701
0.99925566
0.93987548
0.96633804
1.0068345
0.9384768
0.9381665
0.99025422
0.96773827
0.96512622
0.94210476
0.92723566
0.96972859
0.96427041
0.96352881
0.94594741
0.93316317
0.94224674
0.94549024
0.9686268
0.97162932
0.98305207
0.95938271
0.9520815
0.95149285
0.95084763
0.95936322
0.96064526
0.97377712
0.96044338
0.9555859
0.97201484
0.95180154
0.95947319
0.92083889
0.96480978
0.92832291
0.944718
0.94219631
0.93783861
0.94058454
0.9317624
0.93779761
0.91771817
0.94178718
0.93356383
0.93574333
0.95502228
0.94999909
0.96756142
0.96915704
0.97577137
0.92360514
0.94526923
0.96707183
0.94916189
0.92316884
0.97933334
0.98773515
0.95036739
0.94874597
0.92957735
0.97368282
0.95636004
0.94932574
0.94528979
0.97716051
0.87294549
0.90959883
0.94570959
0.93730372
0.94313037
0.9844628
0.93308175
0.9870016
0.95390469
0.95932275
0.94386226
0.97255802
0.9563449
0.95330548
0.89597565
0.94958037
0.98633868
0.94118148
0.97504443
0.95624948
0.95651221
0.97472471
0.97473288
0.95591784
0.96730465
0.91573423
0.96216834
0.95674336
0.96852285
0.96546191
0.95023972
0.9830451
0.98015785
0.98163944
0.96453959
0.97510624
0.9880026
0.96386391
0.94501877
0.91663116
0.94224864
0.93834585
0.9482311
0.94463456
0.94328249
0.94660819
0.93132335
0.93552107
0.94969618
0.95530444
0.93761337
0.94798428
0.93946707
0.91124684
0.95329392
0.96424538
0.95866686
0.96775961
0.95219535
0.96311623
0.96049178
0.97933829
0.98227292
0.95050091
0.95832616
0.98021585
0.96320778
0.98428023
0.95658755
0.93914759
0.95215517
0.93486392
0.94525546
0.93795812
0.92643946
0.94928789
0.94041461
0.95827681
0.96814144
0.9622705
0.96022254
0.95553571
0.9657113
0.95533717
0.99103987
0.97124761
0.95000231
0.95039082
0.95863134
0.95565754
0.98413998
0.98948693
0.96852982
0.96677512
0.96513456
0.9601565
0.96026617
0.96230286
0.96465296
0.97355992
0.96229362
0.95847571
0.94903713
0.97796279
1.019309
0.96867782
0.97637349
0.96120369
0.99721277
0.97165209
0.98541975
0.96450639
0.96480465
0.94409961
0.96185988
0.96129495
0.98658937
0.95106065
0.97231966
0.96759236
0.94225407
0.96656364
0.9697203
0.95512414
0.96195382
0.9797973
0.94152927
0.96977407
0.94109935
0.96800095
0.94628644
0.95585114
0.9383328
0.96704489
0.94083631
0.95138228
0.9688307
0.97218287
0.95791721
0.96672809
0.95586056
0.96398592
0.96620023
0.98913288
0.93983519
0.91786224
0.94130075
0.96066123
0.9409641
0.95820296
0.91128486
0.93980074
0.96226519
0.85952109
0.99680132
0.95426935
0.9344722
0.93172979
0.94061273
0.96220016
0.95559448
0.95720756
0.92342794
0.92399627
0.96901917
0.94597435
0.90532309
0.93945503
0.95233196
0.92658812
0.92758721
0.90371472
0.94290555
0.91772401
0.92625761
0.91846174
0.94414407
0.9672628
0.95087522
0.9419626
0.95726413
0.92681706
0.93662232
0.94131988
0.9434275
0.93951583
0.94616294
0.94495207
0.9667936
0.94892633
0.9376359
0.94250941
0.93105811
0.94839215
0.94620264
0.98021883
0.99816245
0.96434736
0.9696039
0.95940721
0.97410095
0.95374
0.95693064
0.96828198
0.93899655
0.95003724
0.95841742
0.96569031
0.95288628
0.94476503
0.95244795
0.95273381
0.96702504
0.98847967
0.97741532
0.97254318
0.97639215
0.98404306
0.94018322
0.95578635
0.96457088
0.94629478
0.96012658
0.94858694
0.96116668
0.93403327
0.96793061
0.97285807
1.0322896
0.95659381
0.96115905
0.95904231
0.97415984
0.89227301
0.94946533
0.8775152
0.96094799
0.88890052
0.96036357
0.95820308
0.93975961
0.97273123
0.96118039
0.95040345
0.95075649
0.9065395
0.83649093
1.0392516
0.9196583
0.92150867
0.88362336
0.94253963
0.9164235
0.81568605
0.86008537
0.72688568
0.9469378
""
0.90500903
0.90160871
0.94377834
