proginc_black_male_mean_se
0.0027254692
""
""
0.02243752
0.0060082353
0.0089587662
0.0042588497
""
""
0.0072064013
0.0069295233
0.003802726
""
""
0.014638417
""
""
0.0035583656
""
-0.00093975174
0.0026013548
0.0051984224
0.0092325164
0.0099778259
0.004215966
0.015326509
0.0022998641
0.005433877
0.0043926355
0.00010922111
0.015090968
0.01509124
0.0044719419
0.0039291582
0.01120927
0.0060687838
0.020592876
-0.00085195084
0.00025678665
0.0075095939
0.0046998616
0.019090042
0.00091864914
""
0.011969154
0.0074591995
0.0035461041
0.013545562
0.0048885015
-0.00059042498
0.0079121524
0.00052462227
0.0063054138
-0.0036114305
-0.0027947272
0.0051577277
0.012298822
""
""
0.015646026
0.019916184
0.0082199788
0.018091008
""
""
""
""
""
""
""
-0.00015445094
0.0071743168
0.004693869
0.011662532
0.017417287
""
-0.00086451985
0.0058716252
-0.0039516268
0.0040691984
0.010761049
0.0038040946
""
0.00074482406
0.0064539905
0.0092863357
0.035872035
0.010088499
0.009695014
0.017790012
-0.0040331203
""
""
0.0087185884
""
""
""
0.013517675
0.0072895647
0.0058936807
0.022431782
0.0029537519
0.0063548381
0.01109832
0.019260462
0.0050222808
0.011450911
0.006527679
0.019071428
0.018149568
0.0081905853
0.0035482319
0.0046594394
0.012712688
0.0041500838
0.0054537677
0.0060810698
0.015564291
-0.0046408754
0.030425424
0.0043639303
0.027155658
0.026439244
0.01507202
0.00014114546
0.0034042159
0.0034292485
0.018667489
-0.0022184362
-0.0022211755
0.0027399862
-0.0015587389
0.0015030681
0.0038387901
0.0027980215
-0.00011674004
0.0051719369
0.0042996453
0.018593762
0.0088074682
0.0095358398
0.025237974
-0.0071027093
0.0016155278
0.0060753822
0.0010530911
0.0076377178
0.0072861314
0.015162746
0.010918073
-0.0073840898
0.0035070709
0.0068192892
0.0014312851
0.0081188679
0.0065642246
-0.0012097009
0.0060319733
0.015193872
""
""
""
0.01434972
0.0040186075
0.004595303
0.0016633818
""
""
""
0.038057771
0.0037293788
-0.0015774652
""
0.012789127
""
""
0.016427465
0.015801672
""
""
""
""
0.0054811039
""
""
0.0064308527
""
""
0.0098020453
""
""
0.022182656
0.0068409564
""
""
0.00013671514
""
0.033046465
0.0087329932
""
0.0058761318
-0.0028578802
""
""
0.023669288
0.012053229
0.0056430846
""
""
0.0030345945
""
0.019053761
""
""
0.0071428716
0.022651186
0.015122247
0.0056303241
""
""
""
""
""
""
0.0055710007
0.024801049
""
""
0.0077321054
0.020517889
0.030400129
0.017357735
""
""
""
-0.0063594226
""
-0.00016465641
""
""
""
""
0.04544818
0.012540193
""
""
0.007683421
0.013132814
""
0.005762557
0.0084031001
0.0046895253
""
""
0.0093776528
""
""
0.018133467
""
0.017962517
""
0.036595173
0.019385451
0.0097855171
0.021113152
0.0021264988
0.0076673166
0.0035502862
0.0041480544
0.0084470827
0.0058845445
0.028716581
0.0026956287
""
""
""
""
""
""
""
0.0077081206
""
""
0.0053734179
-0.013784645
""
0.025405737
0.009380077
""
""
""
""
""
""
""
""
""
""
""
""
0.012207136
""
""
""
""
""
""
""
0.033093758
""
""
""
""
""
""
""
""
""
""
""
""
0.041263621
""
""
""
0.017762953
0.011995085
""
""
0.026434304
""
0.018041281
0.011009327
0.005315552
0.0017595812
0.0029695912
0.022902034
""
""
0.0038498188
""
""
0.021654362
0.018935973
""
""
""
""
""
""
-0.0052108364
0.0071291304
0.044979349
""
""
-0.001589619
""
0.0043019122
""
0.01685128
-0.0076860068
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
