lpov_nbh_other_female_mean
0.32717019
0.30612323
0.10303996
0.40508497
0.40819463
0.42181331
0.35831177
0.17607024
0.31871262
0.31419742
0.27251992
0.42404014
0.16345011
0.25192294
0.29329225
""
0.057282299
0.35298228
0.29081178
0.16291328
0.33505282
0.32748708
0.3205125
0.39337799
0.44984367
0.34717998
0.38299045
0.40703341
0.58259797
0.45999253
0.30525535
0.40008473
0.56297177
0.54702049
0.26432109
0.41203818
0.50169003
0.25141013
""
""
0.3857047
0.12292386
""
""
0.17830528
0.39734039
0.38653192
0.27075988
0.51062077
0.26085538
0.36624831
0.317092
0.32659349
""
""
0.38694268
0.41244325
0.13455652
""
0.28586823
0.16059701
0.33921063
""
0.24300055
0.22870621
0.33395481
""
""
0.20568189
0.24145707
0.39684701
0.30657935
0.1845549
0.37454176
0.29804882
""
0.29335013
0.19902441
0.26486433
0.43638486
0.39532268
0.27436635
0.195199
0.28127387
0.47295189
0.29868218
0.28289711
0.38708338
0.37806013
0.23335433
0.23174866
0.16241303
0.20080456
0.30876413
0.29587489
0.34933063
0.22974354
0.24059108
0.45174068
0.44133291
0.43758667
0.42288131
0.45319182
0.49202713
0.54466921
0.46639112
0.4048745
0.51664162
0.38071036
0.32696655
0.37215135
0.37168083
0.44116488
0.21867049
0.46920097
0.36403114
0.43703678
0.23173031
""
""
0.38486123
0.15522578
0.58524305
0.40728319
0.21319833
0.4654443
0.47288185
0.22147055
0.24653365
0.17114758
0.47469288
0.41276303
0.41708758
0.23780464
0.29618925
0.20874754
0.30377561
0.36910728
0.30328566
0.40196159
0.36472437
0.41825294
""
0.11731076
0.18978983
""
0.27287164
0.42599487
0.20453371
0.05617442
0.15139554
0.45527595
0.44737074
0.17150533
0.43106776
0.41174883
0.26921505
0.46492296
0.12277986
0.23997496
""
""
0.69297612
0.59650844
0.51086164
0.67191911
0.3099221
0.48320737
0.36091956
0.36857429
0.47040552
0.32464722
0.3606475
0.34916186
0.19622384
0.32389343
0.34500045
0.4137983
0.46273613
0.43750593
0.27552992
0.28216022
0.4229351
0.25113204
0.2984634
0.44818765
0.056590285
0.47060466
0.31864539
""
0.057321772
0.35975924
0.43009511
0.14745927
0.19702786
0.26364508
0.41061985
0.31603995
0.38553405
0.37520963
0.37968057
0.36135092
0.44019514
0.35426858
0.28821465
0.41142419
0.47603378
0.48352671
0.33634815
0.42530322
0.41088599
0.4886674
""
0.25658426
0.40719217
0.39458823
0.40858194
0.4586941
0.37404892
0.24221537
0.30715066
0.4006829
0.30422607
0.25798285
0.41202617
0.40688753
0.45027003
0.45792332
0.45015904
0.3310605
0.35101351
0.42993313
""
0.41936901
0.1061639
0.23264667
0.39322007
0.33853799
""
0.053596176
0.26364365
0.3900485
0.2970213
0.58568454
0.31547078
0.53253788
0.52096462
0.4194482
0.36301118
0.4045122
0.47022447
0.29067466
0.42430237
""
0.4185335
0.45903268
0.28659698
0.53164917
0.33835095
0.41066545
0.42398763
0.53777748
0.55787766
0.54814428
0.49356151
0.4916476
0.67706269
0.63558114
0.54541457
0.57680893
0.49103799
0.56216186
0.36096087
0.42573792
0.38642168
0.26952136
0.42846519
0.56029105
0.46013576
0.47409701
0.44503644
""
""
0.52197826
0.61262274
0.61397719
0.47810531
0.57849371
0.45371571
0.45820227
0.31532085
""
0.3739661
0.55302948
0.4105238
0.54084134
""
0.52832019
0.5805704
0.56157893
0.55908692
0.41364002
0.31013277
0.63550913
0.45149994
0.44332901
0.50620019
0.53646231
0.38772696
""
0.47021368
0.49083531
0.40696526
0.44070435
0.50277519
0.40211833
0.45466647
0.5537926
0.47960588
0.52840608
0.45196491
0.51746637
0.55294585
0.26470202
0.26256695
0.57326335
0.3755753
0.413921
0.35072681
0.39689702
0.45768511
0.45102054
0.45453823
0.46436605
0.38836986
0.55312318
0.49756569
0.35139811
0.41114241
0.53012556
0.42945051
0.4796949
0.49053821
0.44547939
0.30924976
0.33696789
0.25829431
0.235047
0.18637422
0.25968593
0.24429259
0.17842865
0.25858274
0.29729891
0.32093632
0.32707378
""
0.3085759
0.25582954
0.23856954
0.25659254
""
0.35426092
""
""
0.32954493
0.2560353
""
""
""
""
""
0.54852557
""
""
""
""
""
0.27346537
0.45413393
""
""
""
""
""
""
0.23304115
""
""
""
0.6541875
0.61926085
0.7906881
0.62200856
""
0.5332337
0.61098748
""
0.53090173
""
""
0.43123657
0.33830121
""
0.59527069
0.4353478
0.41256446
""
0.40214518
""
0.55747569
0.56854719
""
""
""
""
0.57573646
""
""
""
""
""
0.32103011
""
0.47507975
0.41169253
0.69749844
0.56322038
0.59752023
""
0.60085535
0.5662331
0.53946406
""
""
0.46137851
0.47082418
0.11883457
""
""
""
0.40683404
0.50276977
""
""
0.33687478
0.38020402
""
""
0.4327108
