two_par_natam_male_mean
""
0.72047913
""
""
""
""
""
0.89568657
""
""
""
""
""
""
""
0.79029137
""
""
""
""
""
""
""
""
0.90030187
""
0.74365127
""
""
""
""
""
""
""
""
0.91201663
0.66086429
""
""
0.81033361
""
0.76943797
""
""
0.80770904
""
""
0.64925283
0.63804364
""
0.72114599
0.75650835
""
""
""
""
""
""
0.6885801
""
""
""
0.75075126
""
0.51606786
""
""
0.87998658
0.68756527
0.70292401
0.83648473
""
""
0.90164745
0.67215598
""
""
0.67457664
0.75480682
0.80846578
0.80582815
0.7935794
0.74660033
0.72621262
0.69295448
0.69721317
0.72805429
""
0.71696496
0.80073243
""
0.88994431
0.69931221
""
""
0.59659857
0.58537376
0.7865535
0.63293815
0.57080483
0.6805445
""
0.49333379
0.53772491
0.53449064
0.60797638
0.52434921
0.49659064
""
0.70061928
0.58952713
""
""
""
0.71572429
""
""
""
""
""
""
""
""
""
""
""
""
0.73975861
""
""
""
""
""
""
""
""
0.48147714
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.89511204
""
""
0.75660938
""
""
""
""
""
0.68712932
""
""
""
""
""
0.66186184
""
""
""
0.50158113
""
0.57916337
0.61433977
""
""
0.72179115
0.66850311
0.79039305
0.54924107
""
0.60583657
0.57097948
0.48468909
0.6940338
0.52689135
0.67288184
0.70181596
0.63598967
0.74799925
0.56358135
""
0.51829994
0.7706539
""
""
0.63187957
0.77662665
0.70493436
0.69243556
0.75607437
""
0.65340525
0.62686318
""
0.64526695
0.63749129
0.41740456
0.67374033
0.63441247
0.68770874
0.64452964
0.61892593
0.64416289
0.60446924
""
0.7639519
0.67896408
0.57693183
0.65764171
0.69459254
0.77009553
""
0.56653178
""
0.68921673
0.52872771
0.82303059
0.61965609
""
0.63933825
""
""
""
0.57556403
0.763565
""
""
""
""
""
""
""
""
0.4996157
""
0.91265321
""
""
0.82082874
""
""
""
""
""
""
""
""
0.56882769
""
""
""
0.62896585
0.63559771
""
""
""
0.78064066
""
""
0.56698275
""
""
""
""
""
""
""
""
0.49272746
""
""
""
""
""
""
""
""
""
""
0.69833136
""
0.71303529
0.64625949
""
""
0.58052194
0.60215503
""
0.50317985
0.57983238
0.6442222
""
0.3286033
0.53688055
""
0.7755444
""
0.78177363
0.57711542
""
""
0.82466227
0.68542624
0.67850214
""
""
""
0.6569925
0.7673893
""
""
""
""
""
""
""
""
""
0.86654216
0.65201265
0.61741084
""
""
""
""
""
0.75333631
