wgflx_rk_pooled_pooled_p25
0.37539446
0.41256404
0.32170448
0.2909919
0.43428585
0.38385764
0.31370971
0.36046931
0.35878009
0.40204737
0.37883642
0.4199577
0.370664
0.39878622
0.35976487
0.3793568
0.38634893
0.3834278
0.39237174
0.36964917
0.40525565
0.40002388
0.40212816
0.36329281
0.34768039
0.38042328
0.36847842
0.36978796
0.42324781
0.41637379
0.3564308
0.33677027
0.35555026
0.39078659
0.33190799
0.36680466
0.38170645
0.40566811
0.39387122
0.41500279
0.36578608
0.38698614
0.34053853
0.32971033
0.37258229
0.31084558
0.43265718
0.37757227
0.37507257
0.39127034
0.37261727
0.37849915
0.43563366
0.34927589
0.36919695
0.31757364
0.36276999
0.3654322
0.4024789
0.37540549
0.3728219
0.38709906
0.38556805
0.34639058
0.39862543
0.2581836
0.41227561
""
""
0.47838894
0.41787589
""
""
0.45774385
0.45550266
""
""
0.44384167
0.46683627
0.44305456
0.48262355
0.401575
""
0.49835676
0.42771438
0.39752257
0.37971702
""
0.41562492
0.54615581
""
""
0.47891217
""
""
0.50476718
0.39900926
0.44507763
0.38625962
0.38390291
0.43161446
0.37483132
0.40161079
0.43780521
0.39850977
0.38817823
0.39427182
0.38693163
0.39530545
0.46247929
0.40702686
0.34678087
0.4000904
0.30279636
0.35246411
0.30422407
0.32824752
""
0.34806755
0.33860424
0.37218216
0.32229194
0.32434976
0.42848805
0.37014005
0.39744917
0.34500456
0.35033569
0.35508141
0.31796178
0.34396869
0.35839236
0.42248294
0.38176838
0.43447736
0.32594737
0.39711028
0.39428344
0.31666321
0.35278136
0.36272204
0.38982493
0.36364916
0.33740219
0.40159571
0.3951602
0.35955456
0.36965066
0.29437011
0.35550186
0.34673756
0.38653284
0.39127168
0.38472772
0.38337198
0.29037687
0.37078884
0.36809045
0.30367357
0.32947695
0.31168994
0.30015621
0.39956513
0.36326131
0.33856526
0.29364982
0.32944834
0.36399508
0.39497343
0.3472456
0.39654857
0.39275092
0.35777542
0.3692095
0.40918764
0.31394637
0.36599377
0.35372728
0.29337943
0.38789749
0.33127797
0.38198483
0.38281107
0.39822191
0.36172557
0.33591151
0.52332181
""
0.49182722
0.44324845
0.44046783
0.41860655
0.50535786
0.38115251
0.47822782
0.42471641
0.35920486
0.4393453
