grad_other_female_p75
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.21150175
""
""
""
""
""
""
""
0.22523874
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.12646377
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.18977904
""
""
0.15112403
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.11646479
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.23331888
""
""
""
""
""
0.23534065
""
0.16965474
0.17967838
""
""
""
""
0.17535622
""
""
""
0.21292983
""
0.20973119
""
""
-0.0044701118
""
""
0.12387109
""
""
0.16190544
0.17887183
""
0.14060551
0.15640335
""
0.15423723
0.17674342
0.18605648
0.098589629
""
0.1133955
0.14047255
0.22446136
0.16888979
0.33752131
""
""
0.18815669
0.14287131
0.12580742
""
""
""
0.24847324
""
0.19290943
0.43537256
""
0.14246276
""
0.20646879
""
""
""
0.013118514
""
""
""
""
""
""
""
""
""
0.12322649
""
""
""
""
0.18290463
""
""
""
""
""
""
""
""
0.061205119
""
""
""
""
0.15200973
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.22600669
0.29220587
""
""
0.32941547
0.28415853
""
""
""
0.17247048
""
0.28358689
""
""
""
""
0.052124254
0.15149841
""
""
""
""
""
""
""
""
0.12994064
0.10874937
""
""
""
""
""
""
""
""
""
""
""
0.19584835
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.29026225
""
""
0.64572263
""
0.21635112
""
0.19700645
""
0.077847317
""
""
""
""
""
""
0.21212973
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.22494479
""
""
""
""
""
""
""
""
""
""
0.40622041
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.12274009
""
""
""
""
""
""
0.15859058
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.44314253
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.31893888
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.23076734
0.18095465
0.16583045
0.10475163
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.23168513
""
""
""
""
""
0.30901742
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.31828475
""
""
""
0.17426175
""
""
""
""
""
""
""
""
""
""
