staycz_other_pooled_p25_se
0.030360136
0.04662405
0.093676679
0.021796832
0.03377068
0.074798293
0.020271808
0.10223363
0.12325576
0.034766354
0.035809718
0.016398961
0.11492607
0.055577766
0.036863253
0.14767475
0.088342957
0.035262614
0.10046845
0.069580831
0.030449502
0.017881637
0.038933761
0.050955951
0.017377518
0.08585792
0.04487361
0.023514638
0.013659392
0.069598563
0.063675866
0.048185602
0.01667157
0.018892104
0.0640513
0.026146078
0.097516917
0.063873827
0.11059683
0.10991761
0.036464177
0.076960586
0.13192639
""
0.10205954
0.081705324
0.016602306
0.033520076
0.02562107
0.046699811
0.030381538
0.027131211
0.048828345
""
0.14779308
0.025369927
0.10235105
0.089473732
0.14881705
0.063627087
0.070384644
0.023794699
0.11507426
0.076535895
0.069769301
0.07036408
0.16401887
0.095822573
0.078584962
0.080081053
0.079405174
0.078428581
0.062830187
0.054634761
0.089956768
0.12699142
0.062497083
0.076057486
0.13667256
0.018955916
0.064446457
0.051010396
0.074014068
0.059057694
0.016575823
0.056892946
0.05570383
0.026731247
0.024391232
0.037978012
0.050918899
0.094706886
0.085475609
0.030936111
0.07047081
0.11573384
0.052813713
0.035858694
0.01119144
0.025569223
0.024751691
0.0090018427
0.015449882
0.024438595
0.022094315
0.012029204
0.024446538
0.014087808
0.05978258
0.031945001
0.037307981
0.040874295
0.022594098
0.10390873
0.02268862
0.023678962
0.023070728
0.10209551
0.12481588
0.13908979
0.046447664
0.065889336
0.073269285
0.038397759
0.077434354
0.029604996
0.033375464
0.07871104
0.1066841
0.10717867
0.0096234651
0.067095682
0.049953606
0.09114749
0.046377275
0.065807685
0.030165447
0.027500644
0.10020438
0.069502719
0.032463517
0.033515118
0.1302458
0.092469282
0.054196838
0.11472996
0.037372097
0.062353559
0.079029992
0.096493892
0.070193402
0.023319552
0.056834355
0.10461641
0.016533677
0.029061185
0.080883391
0.037503537
0.089123912
0.074703552
0.19173157
0.094618738
0.032222711
0.010390632
0.093817137
0.0072039287
0.049876615
0.074556448
0.046339542
0.036330633
0.0076374584
0.023647584
0.058798708
0.027842259
0.054235935
0.084762275
0.022828871
0.014977056
0.053821832
0.057302196
0.068649642
0.070110098
0.015078534
0.055285573
0.054523371
0.013802447
0.1105867
0.087093674
0.02741568
0.12747708
0.071040861
0.032287244
0.017928943
0.097995311
0.091509923
0.047273461
0.042501837
0.03861836
