hs_hisp_male_mean
0.92337281
0.72824007
""
0.82609665
0.71824431
""
0.7240417
""
""
0.73432446
0.69268972
0.71683508
""
0.55833501
0.76216918
""
""
0.73580068
""
""
0.76290786
0.75736845
0.62544298
0.52831769
0.72628546
""
0.65647542
0.82238138
0.82157016
0.7337684
""
0.91784537
0.80355251
0.84546334
""
0.82210863
""
0.82032663
""
""
0.65785688
""
""
""
""
""
0.80352223
0.73272741
0.7904911
0.64158678
0.8434127
0.73605448
0.62750155
""
""
0.77852792
""
""
""
0.7860238
""
0.8153221
""
""
""
""
""
""
""
""
""
""
""
0.79454827
""
""
0.57737023
""
""
0.79288054
0.74873078
0.69522542
""
0.75069749
0.74547756
""
0.70705861
0.79965299
0.70317674
0.51894122
0.66787446
""
""
0.81845868
""
""
0.76378697
0.53405643
0.7931999
0.66601217
0.72131449
0.80310494
0.74097443
0.716084
0.81023395
0.78580654
0.74380708
0.80332118
0.82659501
0.7638855
0.83440244
0.78117889
0.80771542
""
0.84262842
0.71381408
0.76048237
""
""
""
0.64635283
0.65812236
""
0.81279224
""
0.73004347
0.81449133
""
""
""
0.74274278
""
0.7126677
""
0.5380106
""
0.70656049
0.78571039
""
0.85559565
0.77624708
0.84463078
""
""
0.61390537
""
0.78269809
""
""
""
""
0.63378638
""
""
0.8137396
0.73314798
""
0.71415871
""
""
""
""
0.81967753
0.84377152
""
0.78223693
""
""
""
0.76977026
0.78178704
0.75031275
0.8208946
0.78699917
0.772798
0.76660544
0.68782127
0.70432645
0.80268425
""
""
0.64943498
0.78496009
""
""
0.770145
""
""
0.73597574
""
""
0.67216158
0.76011211
""
""
""
0.75152773
0.78439444
0.74193805
0.78121036
0.70432872
0.6205914
0.71972591
0.82808954
0.8691054
0.7423743
0.72743875
0.77881151
0.85605234
0.78994387
0.72601008
0.77757359
""
""
0.791179
0.68594444
0.78620541
0.74034375
0.94597518
""
""
""
""
""
0.74744934
0.92185485
0.71656024
0.82237738
0.86735755
0.76616293
0.69183469
0.88108903
""
