teenbrth_black_female_mean
0.29736349
0.36537662
0.30127373
0.38560143
0.40086609
0.39431065
0.37401903
0.3962526
0.32148883
0.46179828
0.46089709
0.42228216
""
0.34901103
0.42496914
""
""
0.4093374
""
0.4631623
0.41400507
0.39157805
0.42389905
0.46269211
0.36105934
0.47279081
0.38537315
0.40924144
0.37984565
0.41216436
0.3550362
0.35555881
0.35839632
0.34206775
0.43152875
0.45579237
0.52223778
0.47789952
0.42659354
0.55891049
0.44791949
0.47327942
0.45195717
0.53430182
0.45106232
0.49319634
0.47009638
0.50372589
0.47661084
0.50258315
0.46174765
0.48871937
0.51528758
0.53396773
0.49508497
0.47942796
0.47705811
0.47956431
0.51113242
0.49581155
0.47071606
0.43414655
0.51748645
0.5419029
0.27772722
0.30879045
""
0.17390101
0.316156
0.19314685
0.5102089
0.52798265
0.52774024
0.47175863
0.52251315
0.41469216
0.44484293
0.39970487
0.48922709
0.47196397
0.59151399
0.33648434
0.26122275
0.43910652
0.42037082
0.34936556
0.36707622
0.41806495
0.37102884
0.447442
0.39505422
0.37829155
0.27965644
0.45142958
0.37264445
""
0.36017951
0.44822794
0.44857118
0.49489042
0.45101765
0.34691092
0.38806969
0.43566433
0.39957738
0.3973594
0.42678368
0.43877625
0.47505701
0.45045587
0.44860247
0.4217993
0.36733904
0.41922832
0.37409002
0.43238768
0.39965433
0.44819847
0.53442502
0.54328322
0.51579285
0.54942977
0.47905004
0.40337098
0.47643438
0.43305397
0.44200367
0.47003406
0.44205889
0.49804506
0.36309382
0.48614314
0.43407893
0.44664398
0.39033699
0.49679357
0.47877637
0.42596135
0.47252694
0.41094294
0.3772724
0.42395464
0.50109524
0.48026282
0.49139911
0.496389
0.44814405
0.45265552
0.48346537
0.4586845
0.44744116
0.41351092
0.47758669
0.45577583
0.42962134
0.49052688
0.48419857
0.45718113
0.48551866
0.26946476
0.37452367
0.29712239
0.28380942
0.41747969
0.38077885
0.27304396
0.18117526
0.10478979
""
0.42392692
0.38856596
0.33638614
0.19301121
0.45295703
0.26292583
""
0.45261699
0.48832998
0.38804322
""
0.26369628
0.30205587
0.42272153
0.29690024
0.37659743
0.44532305
0.25583082
0.36051658
0.35951489
0.20674215
0.32258916
0.31692523
0.43117839
0.17737406
0.30332625
0.37951398
0.44657069
0.4753094
0.4622888
0.27094442
0.50675511
0.47297823
0.27226225
0.40739328
0.4295786
0.46305239
0.46307406
0.32379848
0.32035637
0.41449955
0.32376143
0.42200282
""
0.38755098
0.43416294
0.41263416
0.433631
0.42308876
0.23901774
0.33125231
0.29419824
0.34874856
0.27573889
0.2559669
0.41119245
0.46359688
0.14805859
0.29016432
0.36729243
0.43171677
0.44305548
0.35514763
""
0.21992666
""
0.35011324
""
0.29164797
""
0.23173481
0.30170417
0.29042801
0.28195307
0.36269665
0.26315692
0.27754471
0.34251672
0.4161239
0.24700297
0.29876006
0.42133081
0.30658051
0.2859852
""
0.27967343
0.16475599
0.28403446
0.34654194
0.12354059
0.26023757
0.39696407
0.31559116
0.35972792
0.40770358
0.27995715
0.27271661
0.31024027
0.31998929
0.39829898
0.38595632
0.42092311
0.42334825
0.37140048
0.1405468
""
""
0.21786447
0.14516158
""
0.23650114
0.26972446
""
""
0.22545049
0.18901703
0.23607895
