wgflx_rk_pooled_male_n
158.0
322.0
83.0
40.0
144.0
""
60.0
302.0
98.0
48.0
92.0
31.0
64.0
25.0
42.0
184.0
135.0
20.0
""
126.0
28.0
212.0
188.0
88.0
161.0
154.0
83.0
260.0
53.0
63.0
82.0
22.0
29.0
70.0
473.0
158.0
1487.0
32.0
221.0
102.0
224.0
170.0
33.0
39.0
664.0
54.0
63.0
279.0
925.0
44.0
618.0
323.0
""
43.0
90.0
49.0
108.0
139.0
395.0
""
186.0
109.0
359.0
124.0
35.0
""
56.0
""
""
875.0
72.0
""
""
20.0
303.0
""
""
112.0
142.0
53.0
47.0
49.0
""
175.0
58.0
41.0
41.0
""
22.0
42.0
""
""
""
""
""
32.0
83.0
329.0
317.0
94.0
81.0
32.0
33.0
6940.0
370.0
189.0
1922.0
299.0
115.0
391.0
333.0
58.0
61.0
87.0
444.0
119.0
33.0
""
64.0
33.0
61.0
45.0
65.0
29.0
42.0
60.0
223.0
146.0
137.0
44.0
23.0
37.0
47.0
247.0
46.0
38.0
202.0
69.0
94.0
63.0
90.0
52.0
123.0
""
51.0
186.0
63.0
23.0
82.0
20.0
23.0
34.0
76.0
187.0
38.0
34.0
119.0
152.0
27.0
26.0
27.0
31.0
77.0
22.0
50.0
28.0
65.0
62.0
150.0
""
898.0
64.0
54.0
266.0
38.0
28.0
331.0
38.0
43.0
33.0
138.0
58.0
393.0
169.0
23.0
45.0
3042.0
""
63.0
510.0
68.0
34.0
2308.0
68.0
437.0
1915.0
76.0
300.0
370.0
51.0
1723.0
315.0
87.0
87.0
19041.0
287.0
541.0
44.0
190.0
560.0
25.0
""
954.0
378.0
252.0
6140.0
746.0
34.0
3703.0
2980.0
181.0
4187.0
5903.0
1290.0
1484.0
566.0
1678.0
893.0
3869.0
585.0
460.0
""
137.0
1235.0
1061.0
1226.0
274.0
165.0
""
950.0
136.0
2099.0
408.0
165.0
1204.0
53.0
1808.0
""
24.0
25.0
752.0
218.0
32.0
""
""
25.0
""
""
""
83.0
1211.0
""
637.0
32.0
98.0
1846.0
145.0
138.0
""
""
26.0
""
""
