marr_32_white_female_mean
0.55607581
0.53031248
0.55422622
0.56469333
0.59500992
0.56273931
0.56855994
0.60761452
0.60539651
0.58726788
0.54108185
0.57943773
0.6095922
0.55695528
0.56610769
0.57327163
0.57609588
0.55521572
0.59119719
0.54869217
0.55163592
0.54232728
0.53558838
0.59625548
0.59080881
0.50467616
0.59746492
0.57942927
0.55907708
0.56383425
0.58021373
0.59686178
0.58138466
0.57748014
0.59642214
0.54679978
0.61662948
0.59976548
0.63287085
0.59075582
0.62606615
0.60383362
0.65414184
0.65048116
0.60321194
0.60343945
0.54513633
0.58938909
0.57417727
0.56110281
0.58247668
0.56832296
0.59070009
0.59180093
0.60722876
0.58703572
0.62189323
0.63643837
0.58139503
0.59156293
0.60671949
0.59267151
0.57341087
0.64128989
0.57187086
0.5586915
0.56087291
0.54932648
0.61393166
0.57689458
0.59198499
0.57607919
0.61294585
0.59917122
0.55718458
0.59044826
0.6016984
0.57672989
0.62273788
0.58398557
0.57203412
0.58602494
0.62283397
0.57806391
0.57594663
0.57195216
0.57577389
0.59306562
0.6012311
0.58584821
0.61222398
0.57130873
0.59228075
0.57002723
0.56558627
0.58309948
0.57297224
0.55185223
0.48904753
0.51880926
0.50130808
0.47967598
0.48500904
0.49795523
0.50919235
0.51370692
0.49410248
0.52261108
0.52692741
0.49621102
0.52353662
0.61103213
0.58596259
0.6017046
0.54991317
0.58816689
0.58317894
0.62856621
0.57575542
0.58251137
0.59457457
0.56591457
0.52774066
0.54561681
0.58924198
0.55888468
0.57395047
0.55055827
0.56298238
0.61426395
0.58895427
0.56641626
0.5774169
0.59047669
0.58309978
0.56293136
0.57181823
0.53880405
0.58804238
0.57814544
0.54444975
0.53390747
0.55014163
0.61963081
0.57764101
0.58894873
0.60338682
0.61395144
0.66635162
0.62111461
0.59113222
0.6158008
0.60930675
0.65858614
0.54603946
0.57221091
0.59200543
0.60262543
0.60491145
0.60389072
0.59724224
0.60028225
0.57341886
0.55185366
0.53881383
0.55942434
0.58762091
0.58532888
0.56522858
0.562002
