kfr_stycz_white_pooled_mean
0.4648577
0.53332043
0.50752753
0.5090431
0.57596129
0.45535076
0.46012625
0.54894322
0.48299995
0.46814811
0.50593716
0.53754717
0.52451915
0.46414825
0.52755553
0.50722957
0.55348665
0.50239211
0.53072351
0.53826231
0.50636667
0.50296623
0.55593807
0.45054835
0.40941966
0.48954722
0.46954295
0.43508494
0.50988913
0.4936406
0.58565027
0.45376843
0.51112336
0.42452097
0.43830961
0.48779324
0.4293929
0.47346386
0.50717789
0.43789211
0.42514709
0.45962894
0.44114244
0.47216985
0.52078074
0.59296024
0.46792459
0.43060687
0.41720936
0.45938098
0.52807873
0.50849676
0.50076056
0.44801953
0.47796753
0.48170039
0.47239181
0.50157392
0.50182545
0.45192051
0.46516201
0.42568573
0.49540842
0.50931948
0.50222909
""
0.51535571
0.54387599
0.4754833
0.55942559
0.51641947
0.4711273
0.44206479
0.48030567
0.43823686
0.51840645
0.53755778
0.39405257
0.3487522
0.34324417
0.30394793
0.26655522
0.41307944
0.40654114
0.50197226
0.47431639
0.49131915
0.44727704
0.46081206
0.34417799
0.46245629
0.41799992
0.43358412
0.4865666
0.44505304
0.46117038
0.36764836
0.43635282
0.41188505
0.44355169
0.43572304
0.449884
0.4576636
0.45535767
0.42079225
""
0.41962934
0.42587674
0.46750566
0.45575234
0.41814843
0.39475402
0.43044207
0.40791813
0.42669004
0.42789084
0.3868739
0.4456743
0.4149839
0.45087954
0.43677056
0.44903913
0.48712903
0.50261527
0.46260628
0.49443862
0.49440324
0.488729
0.49738842
0.46854845
""
0.53874356
0.59940952
0.54569978
0.5230484
0.48150772
0.52818716
0.497794
0.55900496
0.53371859
0.53384149
0.56718647
0.619407
0.50830615
0.44537622
0.47032431
0.43658581
0.46384421
0.47817692
0.48874304
0.49483964
0.48005122
0.45631999
0.45913914
0.46045706
0.47897285
0.4819355
0.48823842
0.507846
0.49599442
0.41378996
0.43841147
0.54373586
0.47206333
0.46167353
0.42324126
0.3953245
0.33271104
0.48175105
0.51281744
0.49143395
0.49181107
0.52663922
0.51917803
0.49623463
0.47041139
0.44584104
