teenbrth_asian_female_p25_se
""
0.089560688
""
""
""
""
""
0.095659733
""
""
""
""
""
""
""
0.072593868
""
""
""
""
""
""
0.09593349
""
""
""
""
0.098980486
""
""
""
""
""
""
0.088117711
""
0.031416811
""
""
""
0.068597607
0.044326112
""
""
0.017875822
""
""
""
0.030156612
""
0.064832911
0.14156349
""
""
""
""
""
""
0.020338075
""
0.14153194
""
0.094508007
""
""
""
""
""
""
0.023914615
""
""
""
""
0.069631472
""
""
0.076710477
""
0.19382381
0.039081
""
""
0.066182293
""
""
""
""
""
""
""
""
""
""
""
""
""
0.067256048
0.019924778
0.19237277
""
""
""
0.011277731
0.063200928
""
0.022689451
0.049669832
""
0.073786385
0.068799518
""
""
""
0.067516267
""
""
""
""
""
""
""
""
""
""
""
""
0.1087025
""
""
""
""
""
0.13759916
""
""
0.063232996
""
""
""
""
""
""
""
""
0.18403263
""
""
""
""
""
""
""
0.019413684
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.085909575
""
0.035366785
""
""
0.11260637
""
""
0.040467236
""
""
""
""
""
0.060206998
0.075422034
""
""
0.0036450452
""
""
0.038706552
""
""
0.0067408513
0.1238787
0.023101779
0.011980269
0.099042423
0.063476026
0.022681639
""
0.016203703
0.042393487
0.15247132
""
0.0012485529
0.068107098
0.018281395
""
0.065623261
0.022610854
""
""
0.015085422
0.037627261
0.026645258
0.0020541451
0.023484016
""
0.0071630669
0.0068001389
0.076973468
0.0050546755
0.0050199144
0.0026519655
0.010548526
0.015290981
0.0054018283
0.022196298
0.0032468364
0.034611285
0.045919813
""
0.026942436
0.013125513
0.017966151
0.013074357
0.010145875
0.091177069
""
0.026935117
0.087555803
0.0093709277
0.024192253
0.041841242
0.027248278
""
0.011561364
""
""
""
0.038210478
0.083502568
""
""
""
""
""
""
""
""
0.021411369
""
0.019755995
""
""
0.027460283
0.040789038
""
""
""
""
""
""
""
0.025184074
""
""
""
""
0.044720232
""
""
""
0.062953278
""
""
""
""
""
""
""
""
""
""
""
0.10656908
""
""
""
""
""
""
""
""
""
""
0.091085061
""
0.016336909
0.014875306
0.043885291
0.038646527
0.014540531
0.025082409
0.037192196
0.10057231
0.025854468
0.017226117
0.078628242
0.010043412
0.030076863
""
0.030585704
""
0.030735845
0.0094546545
""
0.053708442
0.059576847
0.02772934
0.029469237
""
""
""
0.019491713
0.028443636
0.11431126
""
""
""
""
""
""
""
""
0.082385138
0.085837692
0.011966279
""
0.10081017
""
""
""
0.028693138
0.033186398
0.030788265
""
""
""
0.058515258
0.041811001
0.065342881
0.010931074
0.10294542
0.19655739
0.024707956
""
0.0096148271
0.023922123
0.0093801618
0.025201863
0.021067115
0.029944841
0.12975654
0.079018854
0.033856682
0.068449974
0.046058856
0.016225664
""
""
""
""
0.025727186
""
""
""
""
""
""
""
0.08583843
""
0.086672559
0.094659515
""
""
0.071568117
""
""
""
""
""
""
""
""
0.19425127
""
0.098547257
0.1393185
""
0.031935327
0.17609134
""
0.062050354
0.05951393
""
0.02291631
""
0.01306251
""
""
0.022933491
""
0.040392246
""
""
""
""
""
0.010758616
""
""
0.047887549
0.030031815
""
""
""
""
""
""
""
0.026734602
0.03603413
0.033772293
""
0.014284272
""
""
0.099408552
0.083233699
""
""
0.007985956
0.11718634
0.038933009
""
""
""
""
""
0.047013234
0.047994729
""
0.061636623
""
""
""
""
""
""
""
""
0.15921903
""
0.039686631
""
""
0.018075624
""
""
""
""
""
""
""
""
""
""
""
""
""
0.051884141
""
""
""
0.17266725
""
""
""
""
""
""
""
""
""
""
0.033083241
0.052615441
""
""
""
0.13415889
""
""
""
""
""
""
""
""
""
0.19077273
0.14525589
""
""
""
""
""
""
""
""
""
0.15334155
""
""
""
""
""
""
""
0.10365658
""
""
""
""
0.022381851
0.0049658264
0.031653941
0.019427616
0.050222967
""
0.11799861
""
""
""
""
""
""
0.11607265
""
""
""
0.10118099
""
""
""
""
""
0.075486459
""
""
""
""
""
""
""
0.17861065
0.057638533
""
""
""
""
""
""
""
""
""
""
""
""
0.12182428
""
""
0.19778083
""
""
""
""
""
""
""
""
0.04394
""
""
""
""
0.18753354
0.0024086044
""
""
0.08919137
""
""
0.0020700216
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.12144013
""
""
""
""
""
0.029660029
0.15606324
0.071173392
""
0.011982726
0.056298304
""
""
""
""
""
0.031032002
0.14639457
0.22834881
""
0.080494411
0.14407073
""
""
""
""
""
""
""
""
""
""
0.072064348
""
""
""
""
""
""
""
""
0.067591958
0.04162363
""
0.049186021
""
""
""
""
0.17723909
0.01996232
""
0.1493378
""
""
""
""
""
0.10144011
0.015844304
0.041820075
0.044529308
""
""
0.042245626
0.08028245
""
""
""
""
""
""
0.038866054
""
""
""
""
""
""
""
0.032378521
""
0.075585797
""
0.085283756
""
""
""
""
0.13237655
""
0.01995988
""
""
