hours_wk_pooled_pooled_mean_se
0.34169731
0.57229179
1.1500231
0.31042996
0.37472096
0.90740222
0.26087722
0.93887764
1.0656198
0.43158993
0.41419524
0.21745391
1.0196912
0.64096236
0.42499974
1.3731368
1.3533161
0.43713027
1.227597
0.88107228
0.34358376
0.32177475
0.45142865
0.5827378
0.22668022
1.093449
0.55343997
0.37236735
0.22111779
0.83033597
0.68478614
0.4904089
0.24067025
0.30883625
0.68319082
0.39508536
0.90617585
0.72617966
1.3196815
1.2222661
0.36326382
0.92863131
1.3047035
1.9248884
1.0865757
0.81729877
0.220626
0.53021538
0.30621368
0.60149837
0.43379566
0.38195348
0.53037697
1.8547555
1.4748558
0.37047848
1.0141979
1.6750016
1.6095732
0.62412208
0.80417573
0.30886811
1.313749
0.85471636
0.75287759
0.77227712
1.2866192
0.96707499
0.76581204
0.77426291
0.94310915
0.77287334
0.6838913
0.53345329
0.80235159
1.0456901
0.58334225
0.69745868
1.0219084
0.2405578
0.6928038
0.57260644
0.71277952
0.57148349
0.22103845
0.66014975
0.60844517
0.47559065
0.33634609
0.43959424
0.53786021
0.8269971
0.80448842
0.36910349
0.87276036
1.4659473
0.62482131
0.41815248
0.17877643
0.35214382
0.31989619
0.14713237
0.23005666
0.33228293
0.3446247
0.20196383
0.36599636
0.24392493
0.78770041
0.47542948
0.53295237
0.53048807
0.29598001
1.0931524
0.33112219
0.27721679
0.3548893
1.1608536
1.4738069
1.3723909
0.5565567
0.80619425
0.9466188
0.72942841
0.8489899
0.40596965
0.41822353
0.83196145
1.0229069
0.87793273
0.14837731
0.7053954
0.58705693
0.91587996
0.52076674
0.65268987
0.38062218
0.46263582
1.1647485
0.73279262
0.41487616
0.56547177
1.473881
0.9974243
0.60290492
0.99561357
0.40427741
0.68731993
0.86504942
0.87510192
0.73389488
0.26186058
0.54372072
1.1859757
0.32242507
0.34417406
1.0028702
0.40606567
0.82024902
0.65637779
1.7054734
1.0941734
0.44990522
0.15867305
1.1023605
0.11423653
0.52070802
0.50098538
0.75952303
0.34869865
0.1036201
0.29416049
0.48052251
0.25309926
0.50056332
0.72282052
0.28727427
0.18027997
0.49735922
0.57314605
0.59419781
0.5639298
0.2020421
0.62776184
0.626104
0.16541713
1.0731207
0.50062972
0.3311837
1.2850642
0.7986539
0.47680056
0.20838739
0.97816271
0.76874191
0.49998084
0.36636838
0.33955964
0.23558864
0.56130165
0.26307502
0.33855647
0.54917955
0.4651109
0.34889662
0.27147362
0.19667208
0.56721622
0.45123419
0.36739367
0.44028622
0.33015877
0.82556844
0.87075442
0.27854314
0.26206273
0.3135882
0.14408351
0.49704605
0.45810044
0.62505209
0.48480847
0.50298369
0.6671595
0.1854952
0.37686265
0.34958169
0.27554095
0.13634288
0.23951595
0.23434241
0.39125445
0.99257421
0.48800057
1.2631611
0.69967461
1.0699686
0.4417454
1.49863
0.72186095
0.44800344
0.57417136
0.5857023
0.35209721
0.57893139
0.67742974
0.49016216
0.20434992
0.48447737
0.37825197
0.14548294
0.33658648
0.38805208
0.93410742
0.41075358
0.50954771
0.63530636
0.22129133
0.4304055
0.22406991
0.38492218
0.27560738
0.20494163
0.1978011
0.26803771
0.084155217
0.22275594
0.10816677
0.10366774
0.30043027
0.36002252
0.5882647
1.2252518
0.41626203
1.0989296
0.74768287
0.27404878
0.37178397
0.62600684
0.42717522
