kfr_26_natam_female_mean
""
0.41954371
""
""
""
""
""
0.4367395
""
""
""
""
""
""
""
0.61706686
""
""
""
""
""
""
""
""
0.58817405
""
0.50699568
""
""
""
""
""
""
""
""
0.56132168
0.43844461
""
""
0.63039929
""
""
""
""
0.57655138
""
""
0.3468914
0.45126665
""
0.40748179
0.46449751
""
""
""
""
""
""
""
""
""
""
""
""
0.56351215
""
""
0.52520287
""
0.49481258
0.41373217
""
""
0.50245035
0.47219691
""
""
0.49660611
0.52958685
0.40625674
0.51598042
0.38320494
0.41482264
0.49482587
0.44171944
0.50362998
0.43570393
""
0.4728162
0.51012158
""
""
0.52214015
""
""
0.42145786
0.37673521
0.30906734
0.41371974
0.2975899
0.34472322
""
0.41791049
0.40201628
0.37148941
0.37891084
0.35069999
0.32500508
""
0.51564908
0.39997151
""
""
""
0.51029903
""
""
""
""
""
""
""
""
""
""
""
""
0.50290477
""
""
""
""
""
0.54931706
""
""
0.37263539
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.39843598
""
""
0.46941787
""
""
0.40309879
""
""
0.42013499
""
""
""
""
""
0.49892372
""
""
""
0.47888884
""
0.45117143
0.45640442
""
""
0.48497498
0.44894919
0.51731718
0.44698021
0.37521952
0.43908915
0.3272703
0.4405418
0.46239915
0.58618164
0.47451898
0.45720807
0.45709956
0.4355464
0.52627897
""
0.41056454
0.41323364
""
""
0.43941769
0.45024684
0.46310449
0.48553339
0.55907828
""
0.46275634
0.44111925
""
0.44586718
0.52060688
0.36206609
0.45093766
0.46510115
0.52815288
0.47392333
0.44320643
0.40927026
0.39981085
""
0.39657551
0.50231707
0.44604281
0.49815384
0.44615436
0.4946495
""
0.41125956
""
0.44482973
0.48559299
0.40665033
0.44412595
""
0.47608677
""
""
""
0.4120985
""
""
""
""
""
""
""
""
""
0.35951167
""
0.53365999
""
""
0.48126578
""
""
""
""
""
""
""
""
0.47382817
""
""
""
0.51374477
0.47583681
""
""
""
0.50722194
""
""
0.40967435
""
""
""
""
""
""
""
""
0.44351909
""
""
""
""
""
""
""
""
""
""
0.43148938
""
0.43964583
0.37668481
""
""
0.51521695
0.55884153
""
0.60496509
0.54016012
0.49881235
0.47064465
0.45974368
0.49779254
""
0.48998281
""
0.52547222
0.53668356
""
""
""
0.4093816
""
""
""
""
0.44355148
0.45889875
""
""
""
""
0.85235912
""
""
""
""
0.37281045
""
0.4732613
""
""
""
""
""
0.56566155
0.41350782
0.45124269
""
""
""
0.45433694
0.46603984
""
0.45492771
""
""
0.40435129
""
0.39335114
""
0.48079982
0.34456611
0.4546541
0.38297027
""
""
0.56106329
0.45206606
0.47496188
0.40394941
""
""
""
""
0.42479098
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.46167302
""
""
0.58201182
""
""
""
""
0.50942612
""
""
""
""
""
""
""
""
""
""
0.38359112
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.39167491
""
""
""
""
""
""
0.41753015
""
""
""
""
""
""
""
""
0.52120298
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.39416313
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.37274295
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.50094891
""
""
0.40488362
""
0.39856881
""
0.49443907
0.36531985
""
""
""
0.38572365
""
""
""
0.51220912
""
""
""
""
""
""
""
""
""
""
""
""
""
0.51408684
""
""
""
""
""
""
0.36210853
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.50859797
""
""
""
""
""
0.45072842
""
""
""
""
""
0.54484832
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.43774661
""
""
""
0.46474859
""
""
""
""
""
""
""
""
""
""
0.56279802
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.42138088
0.41922641
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.49922282
""
0.46076283
""
""
0.54369801
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.36640173
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.37230551
""
""
""
0.40379092
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.45384547
""
""
""
""
""
""
0.42364797
""
""
""
""
""
""
""
""
""
""
0.54623508
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.41843808
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.38707155
0.4815203
""
""
""
0.42401242
""
""
""
0.44450775
""
""
""
""
""
""
""
""
""
""
0.29251581
""
""
""
""
""
""
""
""
