staytract_white_pooled_p1
0.119144
0.13561535
0.12992634
0.18520568
0.15842596
0.18913089
0.27710527
0.22790231
0.271635
0.36953208
0.25100979
0.22823676
0.3568064
0.35799527
0.22096182
0.30630636
0.23003791
0.14610586
0.19892766
0.19081372
0.16997094
0.15134996
0.17065069
0.2625694
0.30291492
0.35210648
0.26312056
0.3464283
0.26714227
0.25203323
0.14728047
0.18691505
0.28066385
0.24080166
0.24126165
0.16083097
0.21103321
0.18280593
0.1436244
0.27664047
0.24755666
0.34663552
0.24615373
0.19346178
0.17194352
0.26602536
0.39045087
0.23731038
0.29855859
0.23191045
0.18984102
0.20311309
0.54482877
0.34927362
0.33592373
0.34986249
0.31562942
0.33536348
0.44044963
0.42529282
0.39980009
0.34310177
0.34628624
0.3065235
0.3131215
""
0.25647345
0.55483514
0.26682666
0.17387886
0.22372602
0.3365007
0.12065323
0.32019919
0.27039993
0.38220274
0.24098341
0.099324808
0.34388787
-0.014572219
0.31423461
-0.067063533
0.14070545
0.039273795
0.13240124
0.15946528
0.24295962
0.17747922
0.26567495
0.33153355
0.30501756
0.28709003
0.15822268
0.18037443
0.25011578
0.35578296
0.29329592
0.22235169
0.29382399
0.51830912
0.27454481
0.31575412
0.27182338
0.2295381
0.35759661
""
0.25541893
0.14879327
0.43638289
0.27193657
0.3301827
0.12169194
0.25619146
0.21631937
0.31646195
0.31077838
0.32309416
0.25552306
0.2510078
0.29203779
0.34912327
0.30910355
0.32213274
0.30030251
0.40582234
0.36028528
0.29194838
0.41715083
0.29803252
0.39155906
0.23378602
0.33730093
0.46277601
0.31761619
0.32631114
0.27496952
0.26977956
0.71675682
0.31512028
0.27178311
0.26252756
0.36984369
0.29442459
0.44224975
0.28178534
0.3080211
0.30873525
0.35398486
0.34408239
0.39083663
0.34760702
0.043336175
0.37623098
0.31335783
0.18349056
0.30170903
0.31764886
0.12916322
0.2409272
0.194573
0.24193271
0.22069849
0.21442752
0.15316172
0.23213418
0.17792717
0.19885418
0.38734618
0.19787399
0.1912652
0.21003132
0.25183478
0.2035895
0.2329638
0.30635318
0.29297015
0.2360128
