somecoll_black_male_mean
0.54970485
""
""
0.49840769
0.5210678
0.38583007
0.53284216
""
""
0.38730365
0.37481865
0.46171117
""
0.57518989
0.45026022
""
""
0.52444857
""
0.32161686
0.40979695
0.52511644
0.45078835
0.37757882
0.52108586
0.45479825
0.49410802
0.47347018
0.47730228
0.41769639
0.35955182
0.39374086
0.48618272
0.53178465
0.3952907
0.42194098
0.43578687
0.45754248
0.35929146
0.3478362
0.48511449
0.3490667
0.51741123
""
0.4813064
0.42791101
0.44528493
0.28669831
0.43729737
0.36900231
0.42104399
0.37714496
0.42780313
0.28616038
0.28582692
0.39156738
0.51921672
""
""
0.44951275
0.37672919
0.50136113
0.34831554
""
""
""
""
""
""
""
0.43652406
0.43933654
0.36958599
0.39149007
0.24117075
""
0.4061816
0.43841121
0.5195033
0.39596635
0.38487899
0.45262104
""
0.36847642
0.44824913
0.4265433
0.26521522
0.51894408
0.45495984
0.48424059
0.50397062
""
""
0.46769753
""
""
0.41730055
0.43285963
0.42499635
0.40824887
0.33664387
0.5023253
0.44523555
0.35828221
0.51689452
0.40495297
0.50958979
0.42619047
0.36342981
0.39323363
0.49395782
0.43490714
0.44916102
0.4228631
0.40101475
0.43973497
0.48423356
0.15277603
0.40014929
0.37856427
0.37491661
0.36833683
0.51821136
0.57195252
0.41872671
0.39828694
0.4539721
0.35503286
0.31176788
0.36982551
0.51258099
0.26251179
0.3900398
0.36437866
0.27987567
0.46613565
0.3799783
0.46277133
0.37335232
0.49627399
0.46679246
0.42130697
0.49950734
0.38561389
0.44667554
0.28468993
0.41441154
0.44070053
0.4096677
0.4408502
0.53315854
0.47306621
0.40841812
0.39649311
0.4447394
0.3988359
0.41292804
0.41875041
0.36714232
0.77414352
""
""
0.5681507
0.46587044
0.38434491
0.56128436
""
""
""
0.43091032
0.50363618
0.59422189
""
0.44155678
""
""
0.5150584
0.41078559
""
""
""
""
0.51059318
""
""
0.43779737
""
""
0.57607979
""
""
0.64320546
0.50112551
""
""
0.55022228
0.55171001
0.43254352
0.52574706
""
0.41516671
0.4037534
""
0.51007825
0.46638638
0.47628909
0.48337907
""
0.65857857
0.29275933
""
0.57816088
""
""
0.50883108
0.54311663
0.43857083
0.49761882
""
0.43224049
""
""
0.56543225
""
0.48259458
0.47071496
""
0.48527178
0.51362735
0.55704588
0.39643556
0.45459467
""
0.58850944
""
0.56346774
""
0.57250082
""
""
0.49334946
""
0.50333983
0.44820759
""
0.54805642
0.28309527
0.44662148
""
0.67483193
0.51927584
0.42136312
""
""
0.58516735
""
""
0.564735
""
0.52273768
0.44894779
0.56437725
0.49310973
0.42906275
0.53468597
0.562244
0.54772025
0.54567838
0.47904065
0.37733176
0.42757773
0.41972056
0.48455364
""
""
""
""
""
""
""
0.49888855
""
""
0.62247151
0.60181755
""
0.65296048
0.55693281
""
""
""
""
""
""
""
""
""
""
""
""
0.54569572
""
""
0.3693535
""
""
""
""
0.5775398
""
0.68211585
0.63353342
""
""
0.60464829
""
""
""
""
""
""
0.40446168
""
""
""
0.68586266
0.52143252
""
""
0.51580739
""
0.50295055
0.33264226
0.46203804
0.53100181
0.49752191
0.42498741
0.55357933
""
0.47120839
""
""
0.47346815
0.44709557
""
""
""
""
""
""
0.38056499
0.42165589
0.49083954
""
0.58226234
0.43643585
""
0.42008856
""
0.4128713
0.53770679
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.49256092
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.6701349
""
""
0.52205467
""
""
""
""
""
""
0.50926316
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.5415864
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.57903242
0.54241151
0.5293929
""
""
""
""
0.63665617
0.47851723
0.46900871
""
""
""
""
0.45657912
""
0.53658444
""
""
""
""
0.34552658
0.4464654
""
""
0.49177092
0.38553303
""
""
0.59257674
""
""
""
""
""
""
""
0.41097164
0.60508704
""
0.40469405
""
""
""
""
""
""
""
""
""
""
""
""
0.48050842
""
""
0.46011594
""
0.56554234
""
""
""
0.43937531
""
""
""
""
""
""
""
0.61171168
0.31626055
0.55052871
0.50549471
0.46175113
0.32877561
0.43457937
0.63762259
""
""
""
""
""
""
""
""
0.42785728
""
""
0.61943978
""
""
""
""
""
0.42862535
0.49897987
0.47199968
0.49547309
0.5207727
0.29372928
0.46996397
0.5074687
0.37563086
0.46399701
0.51388073
""
0.4534483
""
""
0.497466
""
0.28530365
0.46361277
0.44972152
""
0.64412409
""
""
""
""
""
""
""
""
""
""
""
""
0.67102939
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.73253804
""
""
""
""
""
""
""
0.72160637
""
0.58790261
""
0.56858581
""
""
""
""
""
""
""
""
""
0.52745235
""
""
""
""
""
""
""
""
0.5552789
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.52378905
0.40257043
0.55338567
0.67901886
0.55828929
0.70114118
""
""
""
0.45205009
0.75205332
0.57500428
0.41321519
""
""
0.60772163
0.54922891
0.50647438
0.56417829
""
""
""
""
0.57851291
""
""
0.56677747
""
0.63428241
""
""
0.88010055
""
""
""
""
""
""
""
""
0.60486341
