comcoll_black_male_p75_se
0.11961415
""
""
0.060506098
0.054829571
0.12698008
0.039093278
""
""
0.063442118
0.075130016
0.031321738
""
0.22908765
0.095968343
""
""
0.13463147
""
0.16864695
0.053023096
0.040476646
0.073477939
0.073957756
0.030393416
0.18036057
0.079599373
0.046112776
0.026748976
0.095479749
0.081043944
0.083252966
0.027448639
0.035332177
0.074252874
0.065928891
0.15945862
0.13270007
0.20631382
0.20932333
0.045156263
0.14561917
0.069718182
""
0.15135327
0.10657945
0.029619711
0.06993518
0.043125119
0.082569212
0.058376282
0.057294317
0.081776775
0.17335604
0.098425359
0.046013407
0.15703508
""
""
0.076216094
0.10335724
0.046989959
0.094903663
""
""
""
""
""
""
""
0.15183194
0.1250539
0.097693212
0.076436371
0.12089396
""
0.10393687
0.12896387
0.15419294
0.02888342
0.10305435
0.171746
""
0.11663244
0.033905126
0.165122
0.13064049
0.075808674
0.048358977
0.11691412
0.12144665
""
""
0.070011415
""
""
0.11739509
0.094658934
0.036659084
0.063212715
0.097425692
0.02279987
0.047312986
0.11441477
0.078152351
0.038776662
0.099023566
0.037136581
0.17407919
0.094308428
0.1101903
0.06628006
0.033425294
0.14885737
0.045829151
0.048800599
0.04002782
0.19366415
0.27174658
0.19698825
0.087089062
0.14453861
0.12017551
0.085057773
0.13737331
0.046256982
0.046350814
0.076437823
0.10797489
0.14018062
0.014841913
0.11291169
0.10755106
0.17970565
0.12584011
0.13678981
0.060328219
0.052334134
0.16576955
0.098634429
0.061134934
0.09300594
0.21569857
0.20652765
0.073920183
0.16531232
0.076856054
0.10599835
0.1122166
0.10440183
0.1980125
0.032870281
0.069580145
0.12505203
0.053970654
0.049662832
0.15589504
0.053388223
0.2551606
0.23988228
""
""
0.049631249
0.020339299
0.14528891
0.011990513
""
""
""
0.11204071
0.013315782
0.059564717
""
0.05603788
""
""
0.063095815
0.052497748
""
""
""
""
0.040904507
""
""
0.033552174
""
""
0.07161665
""
""
0.096697018
0.045917001
""
""
0.13591246
0.15945745
0.10057782
0.045605004
""
0.057816517
0.10737646
""
0.11064079
0.07582362
0.068333879
0.032638669
""
0.19603522
0.11758501
""
0.116226
""
""
0.034841824
0.079880141
0.058251467
0.024116337
""
0.16296811
""
""
0.18119977
""
0.036002923
0.1103622
""
0.18662694
0.037778288
0.054548036
0.13153742
0.0823211
""
0.20308867
""
0.16144305
""
0.090716183
""
""
0.13641861
""
0.11457586
0.10690448
""
0.18132316
0.063864209
0.066447452
""
0.18949322
0.034000523
0.19037116
""
""
0.17068733
""
""
0.067092828
""
0.087994777
0.19642492
0.10693862
0.062043995
0.052728508
0.054036293
0.011160786
0.050483033
0.016326131
0.016146276
0.032483749
0.059019174
0.13358317
0.36171269
""
""
""
""
""
""
""
0.058486998
""
""
0.031960715
0.11368215
""
0.078280672
0.026985846
""
""
""
""
""
""
""
""
""
""
""
""
0.045106422
""
""
0.16208187
""
""
""
""
0.11265573
""
0.1767738
0.13692604
""
""
0.17936809
""
""
""
""
""
""
0.088268563
""
""
""
0.12635493
0.087977119
""
""
0.097247295
""
0.08266408
0.064786375
0.034131553
0.12722045
0.013044726
0.068309002
0.1547692
""
0.024470462
""
""
0.11652126
0.096066125
""
""
""
""
""
""
0.11593463
0.18608087
0.12872159
""
0.19132547
0.14351259
""
0.2240179
""
0.17574415
0.2211663
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.097824432
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.16238721
""
""
0.06616836
""
""
""
""
""
""
0.051147595
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.043220628
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.12277351
0.096458465
0.059293739
""
""
""
""
0.27443999
0.1199034
0.031396989
""
""
""
""
0.11666916
""
0.1568799
""
""
""
""
0.14304043
0.15808681
""
""
0.062438514
0.11270392
""
""
0.068493195
""
""
""
""
""
""
""
0.16509728
0.32070771
""
0.13433263
""
""
""
""
""
""
""
""
""
""
""
""
0.21349518
""
""
0.048536595
""
0.041915189
""
""
""
0.14064391
""
""
""
""
""
""
""
0.10654435
0.13409826
0.070231371
0.019134412
0.048397813
0.16870864
0.088241003
0.31907496
""
""
""
""
""
""
""
""
0.1099437
""
""
0.13468501
""
""
""
""
""
0.11180362
0.095047116
0.054246128
0.034696873
0.02430561
0.1775742
0.069581911
0.075348459
0.08479654
0.062599994
0.31078094
""
0.28296342
""
""
0.041182347
""
0.12893236
0.1507391
0.34742931
""
0.07257881
""
""
""
""
""
""
""
""
""
""
""
""
0.18168224
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.076100864
""
""
""
""
""
""
""
0.094054028
""
0.042812049
""
0.062398721
""
""
""
""
""
""
""
""
""
0.16173331
""
""
""
""
""
""
""
""
0.087512985
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.05959307
0.058843911
0.066683501
0.11783767
0.032157622
0.042667177
""
""
""
0.12696002
0.16796362
0.019794095
0.037202213
""
""
0.03446085
0.1921494
0.10660885
0.012813821
""
""
""
""
0.14562172
""
""
0.051825911
""
0.14814377
""
""
0.17539169
""
""
""
""
""
""
""
""
0.033407032
