frac_below_median_white_female
0.51248538
0.59099954
0.72547448
0.44060469
0.34037235
0.4995915
0.36635953
0.55932641
0.61190611
0.3990685
0.42656523
0.3003608
0.56388497
0.52268696
0.41345289
0.57642436
0.55851942
0.42837876
0.62355012
0.54240841
0.46521184
0.43009233
0.40337366
0.3440896
0.24692385
0.47658932
0.43892676
0.40652347
0.3319523
0.42771837
0.45895755
0.3604967
0.24601617
0.30071494
0.44042569
0.48987541
0.54153305
0.49910522
0.55604327
0.49111709
0.35541996
0.55702984
0.5066666
0.58509171
0.49182945
0.37838599
0.35454229
0.42080039
0.32058775
0.48081446
0.42769879
0.43511969
0.46739542
0.62904906
0.38664746
0.397127
0.40883902
0.55578399
0.42529884
0.46865484
0.43952084
0.39137989
0.57663751
0.55356765
0.64782208
0.55546075
0.7297405
0.59929401
0.67685187
0.70976102
0.46438032
0.47241467
0.38118082
0.41016674
0.50449508
0.57222456
0.47770077
0.5786562
0.54492044
0.2857748
0.50021195
0.47269759
0.64119756
0.42185661
0.34651065
0.49625698
0.51574266
0.48039511
0.3618153
0.5499537
0.49086472
0.58388394
0.58482361
0.41978535
0.63501394
0.62349594
0.52444816
0.49395964
0.44217294
0.4805041
0.45241359
0.3431049
0.37683159
0.41945389
0.41201958
0.38524827
0.4965685
0.37789539
0.57881457
0.55544364
0.43088937
0.4410778
0.32593825
0.45961666
0.37407964
0.39159155
0.32735863
0.41607773
0.51689923
0.46148023
0.47474852
0.56488502
0.4285832
0.49448681
0.48321363
0.33723533
0.3296755
0.54986
0.39071682
0.43809798
0.24297263
0.45705166
0.36785802
0.55271363
0.44140914
0.49101239
0.44283569
0.42049614
0.44015652
0.32181534
0.40813082
0.5127604
0.55851597
0.42807144
0.41313553
0.44628158
0.4585821
0.44251066
0.4091773
0.43394473
0.57546955
0.33565623
0.35742742
0.38491935
0.45718297
0.40335587
0.4612942
0.35186672
0.56524628
0.5431633
0.52969438
0.59898418
0.235246
0.23627722
0.43863514
0.15862723
0.35249162
0.39734009
0.47891027
0.34342369
0.23877975
0.26398328
0.44222295
0.34365764
0.49692467
0.45804721
0.32255703
0.28218818
0.40617776
0.45173243
0.47886628
0.48956704
0.3577331
0.53255033
0.4429296
0.3125746
0.59899187
0.35002059
0.38743797
0.58489239
0.51166505
0.51124018
0.34759328
0.48808509
0.47236699
0.45779592
0.38941503
0.34988597
0.29702973
0.34458604
0.34560859
0.38778919
0.35482341
0.33742815
0.39118096
0.29381683
0.29080307
0.39215443
0.42304868
0.34993437
0.44788855
0.34367025
0.52450711
0.50302267
0.23668219
0.42173448
0.32152909
0.3074528
0.46675202
0.54334742
0.39796183
0.45931908
0.56986916
0.53776085
0.34727392
0.45110202
0.43653068
0.48027155
0.33611482
0.41983557
0.40618902
0.38617256
0.63487107
0.46955001
0.62253076
0.51905102
0.62070554
0.41892508
0.67054319
0.6019448
0.51715064
0.44070444
0.43641475
0.39997855
0.52795064
0.37751615
0.33406535
0.34579453
0.50569147
0.39500529
0.26865926
0.4348568
0.4951227
0.3456082
0.4797748
0.43087891
0.47626913
0.29828352
0.47155526
0.41509259
0.48043069
0.27343392
0.31094497
0.30325645
0.26447216
0.25618568
0.22022194
0.17955503
0.23954427
0.23366418
0.40492073
0.36648396
0.48937824
0.47826275
0.58306617
0.53716683
0.40672731
0.34096327
0.48885304
0.39613551
0.29495016
0.21310513
0.28161258
0.22480334
0.28130797
0.3686327
0.27921203
0.19292891
0.37170556
0.41504624
0.4193159
0.49815345
0.41606694
0.49065039
0.40790543
0.32682273
