kir_other_female_p10
0.28978387
0.37223136
0.34323233
0.321509
0.32078746
0.43378448
0.32844177
0.29785535
0.17560817
0.3372702
0.33563828
0.38365808
0.24864443
0.36203304
0.33049858
""
0.31116503
0.2950916
0.24837025
0.36753514
0.32537183
0.35995898
0.36095881
0.43205953
0.36791155
0.28537035
0.3860805
0.33034289
0.41292417
0.42121956
0.39437246
0.4257921
0.41950932
0.41520098
0.38746783
0.34544232
0.37555149
0.44010288
""
""
0.38605028
0.37123278
""
""
0.3979845
0.28833824
0.40302494
0.33181229
0.34933025
0.39854592
0.35027826
0.32179138
0.3900134
""
""
0.36707222
0.32016465
0.23082699
""
0.35145286
0.32186756
0.38729912
""
0.34520501
0.31711811
0.31434298
""
""
0.36994213
0.3018609
0.50602794
0.34555653
0.40528595
0.37515849
0.23898296
""
0.23587978
0.3652139
0.3507019
0.35945472
0.34136906
0.33553931
0.30044773
0.32675484
0.36232489
0.34573925
0.31741384
0.37691802
0.33548713
0.30045569
0.3433311
0.32034409
0.24955381
0.33494774
0.27666298
0.31224024
0.25912195
0.34329665
0.39287755
0.36337084
0.40901226
0.41845807
0.40259016
0.37037218
0.37534299
0.41353974
0.36009616
0.37350777
0.40880483
0.30847609
0.36260852
0.3533172
0.34397101
0.28488743
0.35871592
0.36985081
0.3442829
0.42614555
""
""
0.28736848
0.31937316
0.38298023
0.31584817
0.41216481
0.36268905
0.37385526
0.34548989
0.20441855
0.36429596
0.40141627
0.34883589
0.37769592
0.29517016
0.31557968
0.31755617
0.35590297
0.38864073
0.31819096
0.38935834
0.34711826
0.3423008
""
0.37270099
0.37307873
""
0.28813335
0.44160131
0.35325876
0.28807899
0.31736183
0.34496319
0.33564901
0.41083771
0.36683524
0.32750437
0.35856518
0.36193395
0.18325104
0.25112987
""
""
0.48468688
0.41420007
0.43812481
0.48750135
0.32227996
0.31917039
0.30286139
0.3509669
0.3611235
0.37255353
0.27955496
0.3453899
0.30095446
0.36315581
0.30975416
0.35332736
0.36908183
0.36232981
0.33491969
0.31004238
0.36586636
0.30193111
0.34180304
0.36865908
0.30124339
0.37880555
0.33584547
""
0.32213345
0.417714
0.36898819
0.40219221
0.38238522
0.30932823
0.38095093
0.33371416
0.34539282
0.32123986
0.37550274
0.36119369
0.24827765
0.37128657
0.35340416
0.32935962
0.3856805
0.31460735
0.33555353
0.37469816
0.3102445
0.29686156
""
0.21165457
0.35573435
0.33541739
0.32842013
0.3805308
0.309659
0.24036677
0.41139054
0.36886477
0.26391298
0.3200787
0.36413014
0.31042808
0.40219468
0.3486349
0.36860514
0.33676863
0.33783069
0.30699509
""
0.39674851
0.38852572
0.37324521
0.35043344
0.35466534
""
0.19994996
0.31054944
0.40191135
0.39391547
0.39819476
0.32768372
0.4281745
0.4258998
0.31714651
0.37045574
0.34216473
0.39537659
0.33040807
0.29967034
""
0.39820457
0.43560818
0.35287118
0.39939308
0.34382394
0.33922997
0.37737557
0.41458392
0.35967594
0.37016496
0.39417663
0.45100281
0.39278641
0.46497673
0.40434274
0.35724851
0.40091914
0.38288957
0.30270958
0.31550562
0.28125745
0.27948427
0.34571341
0.36116943
0.27763954
0.37042549
0.39172342
""
""
0.43514404
0.38864914
0.29626223
0.37225193
0.41264188
0.31071004
0.41633189
0.26671636
""
0.44215712
0.46938586
0.32564586
0.54234165
""
0.30521545
0.43456006
0.36956394
0.41679373
0.36092031
0.37151954
0.45080808
0.36060515
0.33243921
0.30045623
0.39546663
0.37507245
""
0.47255743
0.39021802
0.41208476
0.31839386
0.34345952
0.37414294
0.40050805
0.35589126
0.39385813
0.37573496
0.24725501
0.3940329
0.27677438
0.33279887
0.34676301
0.35247636
0.37467352
0.28409186
0.38039953
0.3901045
0.23867512
0.34099418
0.34561607
0.40162739
0.33503214
0.4188399
0.38501012
0.29162216
0.25235853
0.38205439
0.34803209
0.24669555
0.38965765
0.36900699
0.32952651
0.45036826
0.25483647
0.38259342
0.35509509
0.32501996
0.21336517
0.28230181
0.40136236
0.47607514
0.31977373
0.34181529
""
0.34053418
0.25744912
0.32093439
0.19011372
""
0.34150329
""
""
0.25518078
0.39384452
""
""
""
""
""
0.36165583
""
""
""
""
""
0.29394856
0.35716596
""
""
""
""
""
""
0.6756506
""
""
""
0.17350067
0.43100673
0.39107269
0.36038342
""
0.4101758
0.37471756
""
0.1083024
""
""
0.29186252
0.29354236
""
0.33981311
0.38820106
0.42784783
""
0.37382016
""
0.36802608
0.46623865
""
""
""
""
0.30994681
""
""
""
""
""
0.32898679
""
0.44934577
0.41014376
0.38819689
0.38522962
0.54138267
""
0.38067997
0.3784402
0.40167877
""
""
0.50200158
0.31630802
0.31619537
""
""
""
0.37164822
0.35956782
""
""
0.24511954
0.24352536
""
""
0.47644597
0.31164578
0.32506159
0.38584545
0.58542949
0.20143858
0.36870944
0.31950489
""
""
""
""
0.43870452
0.37075457
""
""
0.39818737
0.27454978
""
""
""
""
""
""
""
""
0.42577595
""
""
0.42770451
""
0.37048769
0.40337798
0.4057695
""
""
0.4630506
0.40828305
0.36693296
""
""
""
""
""
""
0.40555739
0.48184443
""
0.36872652
0.37802148
0.37877542
0.40830082
0.41185284
0.41864613
0.23585515
0.32925016
0.33350354
0.38968232
0.34578171
0.38055542
""
""
0.3386164
0.40095529
0.3315213
0.28280002
0.33090413
0.21476634
0.28822544
0.35304439
0.32927507
0.31931019
0.33973476
0.33832654
0.37833852
0.44057521
0.3069627
0.40182349
0.35044378
""
0.45431241
""
0.35330865
""
0.40252146
0.4070608
0.3361088
""
0.37314612
0.34652385
""
""
""
0.38132378
0.33581585
""
""
0.31093922
""
0.34499335
""
0.34743744
0.37023097
""
0.40580067
0.26361415
0.40670532
0.25393498
0.26300889
""
0.32766226
0.32503873
""
""
""
""
0.28762642
0.37761492
0.38092574
0.45112032
0.34521124
0.43786359
0.36984992
0.27689192
0.43040863
0.40170968
""
""
""
0.35470134
""
0.27557507
""
""
0.38107294
""
""
0.34943119
""
""
0.29970172
0.29707724
0.14103955
0.35535339
0.3273052
0.38067952
0.40222412
0.41482773
0.3391194
0.38329676
0.37332219
0.33766413
0.35523334
0.29435226
""
0.32874104
0.301927
0.32696104
0.35634488
0.33341709
0.35967192
0.28128204
0.32249156
""
0.40688288
""
""
""
0.47813457
""
0.3498573
0.46705991
0.38086554
0.31906691
0.37551537
""
""
0.44237104
0.29642376
0.34864363
0.32172206
""
0.3510882
""
0.35822099
0.30550167
""
""
""
0.35462859
""
""
0.33301774
0.32646626
0.25027114
""
""
0.34293082
0.3870514
0.40920833
""
0.3665975
""
0.3963632
0.41169181
0.38766956
0.31528321
0.47057968
""
""
0.53622031
0.39148536
""
0.40151873
""
0.39116129
0.40229559
""
0.37058026
0.36646169
0.43006974
0.38961822
0.38830024
0.40493602
0.35810003
0.3399179
0.33183762
""
0.35899344
0.41055757
""
0.4547334
""
0.3619535
0.37692416
0.35280737
0.33675975
""
""
0.24161029
0.38344404
""
0.24437208
0.32732385
""
""
0.30779862
0.32253361
0.34848788
0.40902781
0.3218089
0.39961052
0.36439729
0.37736467
0.35697746
0.42648944
0.45699075
0.4522042
""
0.37355074
0.37270817
0.40353653
0.47092772
