wgflx_rk_white_male_n
1223.0
482.0
118.0
1493.0
884.0
139.0
1725.0
176.0
126.0
603.0
765.0
2468.0
141.0
288.0
722.0
66.0
71.0
730.0
94.0
116.0
859.0
898.0
569.0
256.0
2123.0
70.0
311.0
863.0
2073.0
168.0
203.0
478.0
1720.0
1108.0
136.0
818.0
163.0
223.0
30.0
35.0
687.0
137.0
88.0
47.0
93.0
116.0
1991.0
536.0
1207.0
323.0
742.0
930.0
418.0
29.0
47.0
812.0
137.0
62.0
52.0
261.0
181.0
1294.0
81.0
228.0
285.0
257.0
85.0
143.0
232.0
256.0
67.0
158.0
122.0
390.0
189.0
116.0
357.0
274.0
101.0
1665.0
179.0
415.0
266.0
437.0
2566.0
331.0
388.0
557.0
1048.0
759.0
500.0
193.0
216.0
1025.0
218.0
56.0
399.0
745.0
3797.0
978.0
1353.0
2632.0
2074.0
1108.0
1148.0
2436.0
937.0
2014.0
249.0
616.0
460.0
339.0
1122.0
74.0
1001.0
1610.0
789.0
73.0
44.0
59.0
362.0
195.0
127.0
185.0
145.0
642.0
616.0
160.0
104.0
116.0
4985.0
239.0
351.0
151.0
543.0
263.0
879.0
413.0
67.0
172.0
616.0
406.0
45.0
114.0
253.0
92.0
726.0
221.0
126.0
130.0
299.0
1728.0
371.0
57.0
1237.0
941.0
107.0
658.0
201.0
372.0
64.0
148.0
615.0
4265.0
58.0
6907.0
508.0
548.0
174.0
1276.0
11700.0
1433.0
618.0
2132.0
648.0
269.0
1611.0
4138.0
571.0
407.0
395.0
497.0
3413.0
369.0
374.0
4736.0
147.0
521.0
1181.0
75.0
234.0
565.0
2832.0
160.0
217.0
537.0
989.0
1119.0
2433.0
416.0
1998.0
1284.0
536.0
660.0
1242.0
1829.0
3450.0
451.0
759.0
1045.0
759.0
1228.0
229.0
190.0
1530.0
2216.0
1311.0
5911.0
615.0
660.0
391.0
589.0
583.0
356.0
3770.0
1092.0
1222.0
1720.0
7202.0
2367.0
2565.0
862.0
158.0
690.0
109.0
280.0
144.0
724.0
62.0
313.0
767.0
426.0
423.0
1159.0
428.0
308.0
521.0
3090.0
569.0
973.0
5731.0
1298.0
926.0
178.0
819.0
510.0
348.0
2507.0
802.0
2546.0
1032.0
1598.0
3484.0
3356.0
1785.0
10510.0
2419.0
8062.0
10526.0
1249.0
882.0
338.0
71.0
867.0
134.0
278.0
1814.0
956.0
376.0
767.0
2993.0
""
""
8272.0
2967.0
336.0
1359.0
6123.0
412.0
315.0
199.0
125.0
286.0
614.0
400.0
564.0
283.0
931.0
632.0
1510.0
9000.0
358.0
839.0
1278.0
437.0
402.0
400.0
471.0
1000.0
175.0
666.0
938.0
618.0
958.0
2516.0
1263.0
409.0
2408.0
1671.0
1183.0
893.0
2281.0
847.0
372.0
453.0
745.0
1262.0
620.0
548.0
1322.0
322.0
2022.0
1819.0
4651.0
505.0
12687.0
2003.0
288.0
429.0
5721.0
120.0
373.0
963.0
1216.0
589.0
138.0
270.0
219.0
149.0
169.0
461.0
338.0
414.0
81.0
673.0
806.0
122.0
509.0
195.0
266.0
509.0
141.0
1386.0
""
65.0
250.0
238.0
121.0
76.0
51.0
156.0
113.0
496.0
""
25.0
""
82.0
45.0
21.0
327.0
51.0
""
""
21.0
45.0
""
21.0
21.0
32.0
64.0
123.0
89.0
118.0
178.0
83.0
810.0
232.0
157.0
91.0
""
32.0
237.0
662.0
174.0
275.0
582.0
840.0
91.0
198.0
""
970.0
696.0
76.0
58.0
31.0
63.0
285.0
153.0
106.0
70.0
52.0
35.0
85.0
""
679.0
413.0
383.0
519.0
340.0
393.0
339.0
538.0
1906.0
204.0
205.0
291.0
572.0
""
""
""
""
256.0
301.0
58.0
32.0
298.0
333.0
203.0
133.0
338.0
790.0
127.0
1073.0
220.0
284.0
2801.0
165.0
71.0
""
42.0
69.0
187.0
1648.0
""
21.0
351.0
53.0
42.0
51.0
25.0
61.0
107.0
45.0
22.0
93.0
244.0
222.0
29.0
179.0
""
82.0
1179.0
5057.0
106.0
""
139.0
193.0
344.0
168.0
57.0
38.0
103.0
64.0
61.0
253.0
150.0
121.0
484.0
943.0
1484.0
315.0
241.0
223.0
184.0
537.0
355.0
4552.0
648.0
365.0
187.0
108.0
844.0
243.0
1296.0
411.0
894.0
213.0
340.0
804.0
281.0
851.0
225.0
2627.0
144.0
104.0
331.0
557.0
140.0
""
52.0
""
195.0
""
173.0
584.0
173.0
56.0
525.0
181.0
26.0
""
""
83.0
153.0
56.0
39.0
92.0
63.0
50.0
69.0
279.0
80.0
20.0
1807.0
87.0
1912.0
41.0
129.0
""
493.0
47.0
""
""
""
""
28.0
228.0
555.0
275.0
578.0
5318.0
791.0
272.0
166.0
209.0
46.0
""
37.0
30.0
""
109.0
53.0
66.0
428.0
22.0
41.0
399.0
64.0
""
58.0
139.0
130.0
553.0
203.0
592.0
3394.0
5039.0
393.0
827.0
571.0
441.0
439.0
142.0
29.0
329.0
181.0
244.0
2848.0
236.0
433.0
432.0
237.0
""
855.0
""
""
""
""
""
28.0
92.0
32.0
44.0
""
""
""
251.0
67.0
54.0
354.0
38.0
141.0
57.0
128.0
130.0
66.0
""
""
511.0
""
39.0
258.0
208.0
188.0
21.0
53.0
343.0
379.0
167.0
48.0
300.0
""
558.0
25.0
64.0
33.0
180.0
21.0
""
89.0
1018.0
20.0
5270.0
61.0
1397.0
507.0
24.0
336.0
548.0
69.0
158.0
92.0
376.0
157.0
1224.0
196.0
""
443.0
215.0
28.0
145.0
""
1653.0
4980.0
822.0
1120.0
41.0
33.0
108.0
146.0
79.0
321.0
362.0
20.0
25.0
513.0
255.0
561.0
92.0
416.0
1143.0
903.0
1531.0
700.0
3904.0
2525.0
152.0
64.0
39.0
924.0
1010.0
4723.0
2294.0
""
50.0
3149.0
210.0
935.0
12773.0
274.0
177.0
164.0
215.0
1487.0
207.0
615.0
3946.0
151.0
2218.0
175.0
493.0
786.0
154.0
21.0
392.0
""
26.0
34.0
374.0
237.0
7067.0
