kir_stycz_asian_male_p100
""
""
""
""
""
""
""
0.92590326
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
-0.049751829
""
0.51479828
""
""
""
0.51804394
""
""
""
0.61942661
""
""
""
0.64318573
""
0.66828513
""
""
""
""
""
""
""
0.71428144
""
""
""
0.64620632
""
""
""
""
""
""
0.73397386
""
""
""
""
0.80298984
""
""
0.54691035
""
0.6593554
0.7633689
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.43003234
0.61242974
""
""
""
""
0.68233663
0.73380589
""
0.69311905
0.26892659
""
0.66745883
0.37850755
""
""
""
0.69730437
""
""
""
""
""
""
""
""
""
""
""
""
1.4262942
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.65060604
""
""
0.7592091
""
""
0.52662033
""
""
""
""
""
0.74352556
""
""
""
0.73419565
""
""
0.69299543
""
""
0.76132345
""
0.68345851
0.71165687
0.90670443
0.43832734
0.49339214
""
0.61856914
0.5712831
""
""
0.68617207
0.5010522
0.72618532
""
""
0.63608235
""
""
0.62232155
0.74459094
0.4988296
0.69626904
0.61579561
""
0.7101689
0.66239756
0.84726584
0.64422458
0.67394871
0.76567918
0.67150396
0.74164194
0.76135612
0.69657457
0.73226035
0.70411247
0.62955117
""
""
0.7149561
0.66297233
0.5933122
0.74703413
""
""
0.70004219
""
0.68191272
0.64405268
0.62471569
0.61318797
""
0.66942358
""
""
""
0.65912735
0.56109267
""
""
""
""
""
""
""
""
0.61203128
""
0.49937424
""
""
0.59636557
""
""
""
""
""
""
""
""
0.65338624
""
""
""
""
0.55324692
""
""
""
0.69842082
""
""
""
""
""
""
""
""
""
""
""
0.65320349
""
""
""
""
""
""
""
""
""
""
0.94456297
""
0.67355263
0.64887702
0.6557188
0.79402751
0.6594913
0.44026089
0.47580403
1.0705984
0.78798997
0.60273671
0.98971444
0.63508016
0.46976504
""
0.55715179
""
0.54988307
0.69555181
""
0.4687928
0.65284157
0.6700573
0.60797304
""
""
""
0.64862162
0.65793139
0.062162649
""
""
""
""
""
""
""
""
0.76101947
""
0.71038514
""
""
""
""
""
0.54136378
0.49174178
0.41357651
""
""
""
0.53801221
0.45033166
0.74840814
0.61888015
0.91262585
""
0.55896521
""
0.64676112
0.42261493
0.71396297
0.55771291
0.66023147
0.53964138
""
0.40105063
0.5045802
0.18642937
0.82482475
0.57378209
""
""
""
""
0.54102594
""
""
""
""
""
""
""
""
""
0.50553131
""
""
""
0.78823918
""
""
""
""
""
""
""
""
""
""
0.49824321
""
""
0.84816813
""
""
0.87762225
0.47386757
""
0.6647566
""
0.71345145
""
""
0.50620461
""
""
""
""
""
""
""
0.60595953
""
""
""
0.77874947
""
""
""
""
""
""
""
0.9047333
""
0.6412555
""
0.67891699
""
""
""
""
""
""
0.74193919
0.75665277
0.38810331
""
""
""
""
""
0.83140177
0.41530806
""
""
""
""
""
""
""
""
""
""
""
""
0.97953731
""
""
0.60748023
""
""
""
""
""
""
""
""
""
""
""
""
""
0.49476147
""
""
""
0.96770573
""
""
