kfr_native_other_pooled_mean_se
""
0.04658784
""
""
""
""
""
0.032143015
""
""
""
""
""
""
""
0.051254962
0.056216575
""
""
""
""
""
0.049911279
""
0.052295852
""
""
0.042879932
""
""
""
""
""
""
0.036806826
0.05897674
0.022903359
""
""
0.049239311
0.04578853
""
""
""
0.029754389
""
""
0.037408732
0.029007051
""
0.042120744
0.047947377
""
""
""
""
""
""
""
""
""
""
0.041649863
""
""
""
""
""
""
0.013473321
0.049409464
""
""
""
0.026399082
""
""
0.034167364
0.032345533
0.055136561
""
""
""
0.035059988
""
""
""
""
""
0.05483358
""
""
""
""
""
0.059578273
0.05877097
0.027408114
0.037165057
""
""
""
""
0.0084561072
0.033914428
0.036673851
0.014949936
0.031186039
""
0.038917374
0.047778551
""
""
""
0.028295817
""
""
""
""
""
""
""
""
""
""
""
0.047886916
0.04726477
""
""
""
""
""
0.036890853
""
""
""
""
""
""
""
""
""
""
""
0.047286842
""
""
""
""
""
""
""
0.039965715
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.0271511
""
""
""
""
""
0.031144997
""
""
""
""
""
0.028148603
0.050032686
""
""
0.0095149428
""
0.071349934
0.023706706
""
""
0.011107396
""
0.025856724
0.016979519
""
0.024154995
0.048166923
""
0.01717981
0.041978065
0.046663571
0.053168379
0.0057115881
0.033921015
0.028439783
""
0.035154227
0.026567116
""
""
0.017947955
0.040358007
0.03375525
0.0088940021
0.022826223
""
0.0096014785
0.0088109197
0.053634964
0.0097568221
0.0077886707
0.017527113
0.015854549
0.024641033
0.013999838
0.019110207
0.010184058
0.027508399
0.024272883
""
0.029579531
0.014722076
0.016389368
0.017759092
0.032861196
0.044938032
""
0.022539491
0.047024649
0.015846694
0.027126402
0.032456286
0.019620014
""
0.014450085
""
""
""
0.0290305
0.052170161
""
""
""
""
""
""
""
""
0.018516807
""
0.03035224
""
""
0.013721324
""
""
""
""
""
""
""
""
0.017641112
""
""
""
0.049241196
0.031428672
""
""
""
0.043791972
""
""
""
""
""
""
""
""
""
""
""
0.035634644
""
""
""
""
""
""
""
""
0.058451626
""
0.031108078
""
0.022656476
0.019102728
0.044578046
0.032700885
0.019248564
0.022482123
0.046497155
0.036624797
0.032197364
0.022536306
0.034497786
