somecoll_hisp_male_p50
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.5644787
""
""
""
""
""
""
""
0.67770135
""
""
""
0.64031702
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.54351693
""
""
""
""
0.54995173
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.70192015
0.61095232
0.24655402
0.56697839
0.56648225
""
0.51353198
0.55223745
0.53767025
0.54654044
0.47250137
0.70100254
0.5916813
0.6661011
""
""
""
0.57263756
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.47076547
""
""
""
""
""
0.63064033
""
""
""
""
""
0.2555055
""
""
""
0.51364714
""
""
0.65101236
""
0.59529346
0.50738704
""
0.73881054
0.59349257
0.49846223
0.73428398
0.54113656
""
0.54617417
0.47228447
0.62528664
""
0.54550898
0.55751866
0.69724125
""
0.51587313
0.60340494
""
""
0.50790286
0.54533929
0.7256788
0.53356177
0.66771191
""
0.50477636
0.52269095
0.45501536
0.51269585
0.58337641
0.58817673
0.44716516
0.53432071
0.59387177
0.60580802
0.52692413
0.54789746
0.59681445
""
""
0.57826245
0.51844072
0.47003314
0.59513414
0.69573319
""
0.56729734
0.68319714
0.54683149
0.58155555
0.51699376
0.42422873
0.72287697
0.54388994
""
""
""
0.43161476
0.50655174
""
""
""
""
""
""
""
0.34488896
0.43650332
""
0.4925898
""
""
0.51961857
0.42344084
""
""
""
""
""
""
""
0.47814843
""
""
""
0.47471938
0.53359848
0.52432013
""
""
0.52946782
""
""
""
0.63258916
0.29151508
0.15934108
""
""
""
""
""
0.58191812
""
-0.10551398
""
""
""
""
""
""
""
""
0.49025729
""
0.5707621
0.48890427
0.37312621
0.34482616
0.59727228
0.60494936
""
0.36617666
0.50757343
0.47559017
0.89017439
0.54500473
0.77941769
""
0.5963378
""
0.68468672
0.64934975
""
0.48256958
0.5288102
0.64648461
0.47567025
""
""
""
0.56834668
0.68805444
""
""
""
""
""
""
""
""
0.67157549
0.6928525
0.63984615
0.6153869
""
0.58636469
""
""
""
0.63843375
0.53996295
0.67811668
""
""
""
0.43494049
0.60455716
0.65263307
0.66912043
0.57493514
""
0.65526968
0.32171628
0.60522759
0.5444293
0.60463929
0.5397197
0.54749066
0.43153453
""
0.59003407
0.47409457
0.53413278
0.51510668
0.70224398
""
""
""
""
0.65482664
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.56941718
""
""
0.52638549
0.49528369
""
0.46828613
""
0.63977349
""
""
0.47503302
""
""
""
""
""
""
""
0.61365199
""
""
""
""
""
""
""
""
""
""
""
0.60787141
""
""
""
0.53288645
""
""
""
""
""
""
0.54492009
""
0.58773559
""
""
""
""
""
""
0.76870406
""
""
""
""
""
""
""
""
""
""
""
""
0.45823249
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.59253943
""
""
""
""
""
