has_mom_asian_female_p50
""
0.86618686
""
""
""
""
""
0.94409752
""
""
""
""
""
""
""
0.98626238
""
""
""
""
""
""
0.91753775
""
""
""
""
0.9987365
""
""
""
""
""
""
0.91460127
""
0.93258989
""
""
""
0.91556048
0.96996158
""
""
0.91987538
""
""
""
0.89264852
""
0.89712846
0.99465179
""
""
""
""
""
""
0.92841035
""
0.99254465
""
0.85710615
""
""
""
""
""
""
0.94998693
""
""
""
""
0.97877657
""
""
0.95728135
""
0.97353613
0.85559452
""
""
0.96388185
""
""
""
""
""
""
""
""
""
""
""
""
""
0.9803279
0.87748235
0.8493281
""
""
""
0.91811043
0.91926605
""
0.90969169
0.87370378
""
0.92058033
0.93606818
""
""
""
0.86020601
""
""
""
""
""
""
""
""
""
""
""
""
0.92105603
""
""
""
""
""
0.86824995
""
""
0.94535732
""
""
""
""
""
""
""
""
0.93268496
""
""
""
""
""
""
""
0.89723533
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.90506512
""
0.95008624
""
""
1.0081676
""
""
0.94565219
""
""
""
""
""
0.87413526
0.94195998
""
""
0.92937493
""
""
0.95992059
""
""
0.92800492
0.97948068
0.89648491
0.93186331
0.6575405
0.91127694
0.94927675
""
0.94479525
0.96837372
0.99336284
""
0.93371147
0.91707039
0.93565631
""
0.98614979
0.95780694
""
""
0.94086361
0.90473729
0.9613933
0.93008381
0.9359346
""
0.9211297
0.93382668
0.93690628
0.93151039
0.93213189
0.94163597
0.93109816
0.93856573
0.91760194
0.93274403
0.91970563
0.91895652
0.92637002
""
0.98702633
0.91756982
0.92496485
0.93638647
0.98594177
0.9384231
""
0.91613758
1.0159625
0.93405378
0.93982548
0.95609516
0.88884288
""
0.91354007
""
""
""
0.87527817
0.9063611
""
""
""
""
""
""
""
""
0.89638036
""
0.94403601
""
""
0.93420076
0.95015329
""
""
""
""
""
""
""
0.90892524
""
""
""
""
0.96865851
""
""
""
0.90342605
""
""
""
""
""
""
""
""
""
""
""
0.95097858
""
""
""
""
""
""
""
""
""
""
0.91182238
""
0.90034056
0.91565055
0.91867465
0.90919626
0.93960536
0.89924741
0.91792274
0.9084419
0.94830149
0.94390196
0.90536433
0.86634982
0.94849795
""
0.91651887
""
0.93066913
0.9418844
""
0.93598753
0.95188922
0.94284314
0.94592237
""
""
""
0.93130106
0.95223922
0.95436853
""
""
""
""
""
""
""
""
0.87317294
0.91859752
0.91455132
""
0.93022501
""
""
""
0.96267396
0.90089607
0.85217535
""
""
""
0.90463644
0.94403076
0.88861185
0.92919725
0.78339225
0.95194238
0.88556314
""
0.92710358
0.93369257
0.92945182
0.93597919
0.92625159
0.93874586
0.97960585
0.92905843
0.9312892
0.93692303
0.95101345
0.93579304
""
""
""
""
