kfr_stycz_white_pooled_n
2499.0
6828.0
554.0
850.0
2941.0
73.0
689.0
5129.0
1206.0
1041.0
2050.0
340.0
818.0
541.0
761.0
1740.0
2667.0
344.0
290.0
1517.0
472.0
4587.0
2115.0
728.0
3106.0
3240.0
1132.0
4784.0
795.0
1391.0
1252.0
63.0
300.0
676.0
3779.0
2621.0
23227.0
561.0
4105.0
1835.0
3162.0
3576.0
161.0
181.0
10622.0
431.0
1220.0
4344.0
14989.0
496.0
5861.0
6056.0
136.0
427.0
721.0
872.0
1677.0
3711.0
8202.0
61.0
2866.0
1521.0
5582.0
3192.0
529.0
146.0
1176.0
""
""
10172.0
23.0
""
34.0
""
3211.0
23.0
27.0
974.0
1446.0
381.0
285.0
""
""
2178.0
30.0
20.0
""
26.0
73.0
240.0
""
117.0
74.0
""
""
29.0
196.0
3226.0
2823.0
1563.0
713.0
192.0
230.0
113162.0
6032.0
1371.0
22940.0
5422.0
205.0
5681.0
2316.0
644.0
713.0
1614.0
8499.0
1659.0
370.0
151.0
971.0
240.0
719.0
1029.0
1120.0
420.0
694.0
1119.0
3877.0
3352.0
1514.0
710.0
180.0
411.0
694.0
4580.0
840.0
460.0
3939.0
908.0
2444.0
722.0
1627.0
461.0
1869.0
382.0
634.0
1976.0
1129.0
146.0
958.0
191.0
415.0
472.0
1126.0
3582.0
782.0
494.0
1929.0
1643.0
250.0
320.0
319.0
459.0
811.0
521.0
395.0
475.0
1346.0
786.0
2727.0
258.0
14131.0
1124.0
557.0
5806.0
483.0
315.0
5645.0
460.0
630.0
450.0
1555.0
806.0
7829.0
3192.0
241.0
938.0
25870.0
22.0
1455.0
7562.0
1228.0
419.0
27683.0
936.0
7787.0
17641.0
982.0
4189.0
1127.0
463.0
18991.0
3242.0
1477.0
747.0
132017.0
3448.0
7138.0
616.0
2799.0
5318.0
230.0
119.0
6229.0
4236.0
4328.0
72078.0
12982.0
377.0
44759.0
40479.0
1350.0
47775.0
64789.0
7047.0
15390.0
8445.0
13922.0
8330.0
29422.0
6645.0
7418.0
50.0
1421.0
11826.0
16025.0
14915.0
3028.0
2366.0
155.0
8768.0
2053.0
24246.0
4715.0
2499.0
16689.0
365.0
27948.0
240.0
115.0
178.0
10078.0
3104.0
436.0
28.0
319.0
125.0
21.0
127.0
124.0
1197.0
13891.0
24.0
10777.0
349.0
1363.0
22508.0
1949.0
1807.0
205.0
57.0
336.0
""
143.0
""
31802.0
45.0
264.0
179.0
1549.0
11636.0
319.0
140.0
858.0
6145.0
""
721.0
774.0
1630.0
1184.0
635.0
119.0
859.0
181.0
278.0
430.0
4144.0
273.0
297.0
228.0
92.0
""
43.0
88.0
119.0
1018.0
245.0
7803.0
449.0
25508.0
30779.0
9455.0
7213.0
31631.0
12038.0
7050.0
5998.0
5547.0
18330.0
6638.0
2669.0
5461.0
1360.0
