staytract_black_female_mean
""
0.34890106
0.14191049
""
0.39675099
0.35529664
0.27007794
0.23266372
0.29617468
0.45431912
0.29852852
0.46452084
0.19232057
""
0.2660138
""
0.47650295
0.33117199
0.3131181
0.26656607
0.16140017
0.31141129
0.21644874
0.29242387
""
""
""
""
0.1053623
""
""
0.39220041
""
0.51866132
""
""
""
""
""
""
0.52899587
""
""
0.17613754
0.24065465
0.42916399
0.29110625
0.22218037
0.19267562
0.3854599
0.14154495
0.40243617
""
""
0.36952183
0.35579839
""
""
""
""
""
""
""
""
""
0.29252917
0.38001978
0.4008947
0.20239606
""
0.43759096
0.32543623
0.37703374
0.40925464
""
0.47546721
""
0.17418237
0.23350836
0.2706697
0.2779192
0.20029421
0.17414376
0.10527713
0.14138791
0.28601703
0.20999205
0.33824116
0.13651963
""
0.10175475
0.20906596
0.16654265
0.2422865
0.27657914
""
""
0.23270682
0.36774477
""
0.16661166
""
0.33476573
""
""
""
0.23036149
0.30918992
0.41025075
0.29354456
0.38369
0.26809824
0.39353544
0.3328307
0.37029409
""
""
""
0.20175798
""
""
0.38371092
0.28796768
""
""
""
0.41366124
0.29596582
""
""
0.31497484
0.35013169
0.42017305
0.39700848
0.28169492
""
0.35007921
0.57091415
0.44576415
0.29066971
0.43057236
0.33937734
0.35507095
0.40048575
""
""
""
""
0.22205403
""
""
""
""
""
""
0.30298743
""
""
""
0.20584957
0.22315693
0.1378368
0.17320383
0.24395199
0.22241698
0.24828199
0.46639058
0.19219741
""
""
0.29722092
0.16524367
0.20927899
0.33831459
0.17872879
""
""
""
0.18600017
0.20980899
0.21426266
0.34281456
0.44079378
0.36984786
0.29128399
""
0.18185325
""
0.20492336
0.42291358
0.39539537
0.31667265
0.33049765
""
""
""
""
0.35828602
""
""
0.24574411
0.37492025
0.26930317
0.39108917
0.2511501
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.48391026
""
""
0.11432065
0.11856109
""
0.33533728
""
0.46966633
0.41902223
0.20030931
0.31789955
0.25223821
0.18277498
0.031676192
0.22011921
0.30937222
0.22533557
0.19080061
0.31562975
0.2346268
0.23976155
0.16806805
0.18756366
0.35314387
0.16380063
0.11304387
0.29537693
0.21184775
0.14440665
0.25924087
0.21734171
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.67867082
0.18774487
""
0.51710826
0.38604975
0.43636569
0.39967826
0.5227111
0.45357361
0.2137509
""
0.23811033
0.094613023
0.34918469
0.38094291
0.26411948
0.27478683
0.18414408
0.31441623
""
0.22425406
0.42682293
0.37996191
0.21684653
0.33620811
0.31061453
""
""
""
0.3108314
0.26391435
0.31816161
0.15896633
""
0.21488851
0.28166246
0.36231333
0.27111733
0.15571411
0.51763594
""
""
""
""
""
""
""
0.39623317
""
""
""
""
""
0.23456079
""
""
0.32256198
0.38751993
""
""
""
""
0.28526351
""
""
""
""
""
0.23497996
""
0.51565331
0.3016718
""
""
0.26397446
0.34927925
0.20241632
0.43657985
0.35235342
0.22837131
0.35330614
0.46342564
0.36850452
0.34294078
0.38045704
0.20061867
0.19627205
0.29856601
""
""
0.21892944
0.25807738
0.13491255
0.20971817
0.19530712
0.35357192
0.24320661
0.21073203
0.15877073
0.22972257
0.27450001
0.26749811
0.2730833
0.29477203
0.22131532
0.27797467
""
0.29188257
0.11807258
""
0.323266
""
""
""
""
""
0.39397404
""
""
""
""
""
0.15159506
0.13943893
0.1704431
0.17834106
0.16603141
0.20815514
0.22774272
0.13773465
0.16128397
0.21910915
