kfr_stycz_asian_female_p1
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.51623398
""
0.40280241
""
""
""
0.49013051
""
""
""
0.38871649
""
""
""
0.42723981
""
0.32809547
""
""
""
""
""
""
""
0.63437814
""
""
""
""
""
""
""
""
""
""
0.40393579
""
""
""
""
0.45981571
""
""
0.11364056
""
""
0.35413668
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.46910346
""
""
""
""
""
0.52633137
0.50528699
""
0.44090658
0.52904737
""
0.4897691
0.18070668
""
""
""
0.6108399
""
""
""
""
""
""
""
""
""
""
""
""
0.40700507
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.37434104
""
""
0.35871792
""
""
0.49489725
""
""
""
""
""
0.42029825
""
""
""
0.60986769
""
""
0.36363283
""
""
0.575652
""
0.57425338
0.43312827
""
0.43815345
0.26962432
""
0.49876654
0.51750761
""
""
0.57586831
0.52727467
0.50390226
""
""
0.5075537
""
""
0.50310713
0.52753806
""
0.58655238
0.57328022
""
0.539819
0.5249058
0.35669366
0.55084622
0.53404778
0.62102008
0.49295792
0.42828822
0.59439003
0.45772505
0.61213392
0.58501101
0.43683246
""
""
0.57100534
0.59124506
0.47406325
0.46934783
""
""
0.46480036
""
0.59059417
0.53628761
0.40797755
0.51602858
""
0.5393216
""
""
""
0.51101279
0.63351351
""
""
""
""
""
""
""
""
0.5146389
""
0.5923897
""
""
0.48971474
""
""
""
""
""
""
""
""
0.56928617
""
""
""
""
0.53069723
""
""
""
0.37889329
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.51495212
""
0.50638241
0.51471794
0.60701895
0.6370014
0.48281276
0.42902425
0.59131265
0.59878439
0.43057308
0.56977636
0.36153704
0.54162896
0.43842342
""
0.40858591
""
0.34612471
0.47139335
""
0.31439763
0.41888991
0.44553927
0.52319396
""
""
""
0.44962054
0.38513607
0.59678227
""
""
""
""
""
""
""
""
0.20957629
0.61432171
0.46435362
""
0.48284334
""
""
""
0.3085354
0.408564
0.60603046
""
""
""
0.25834656
0.51884258
0.38135788
0.48298305
0.54958683
""
0.34764922
""
0.45922887
0.37769455
0.46021193
0.49694824
0.45565152
0.4127734
""
0.21867956
0.45933661
0.40377012
0.37841976
0.46909428
""
""
""
""
0.41069072
""
""
""
""
""
""
""
""
""
0.3581343
""
""
""
0.22655381
""
""
""
""
""
""
""
""
0.25902843
""
0.34856197
""
""
0.49360913
""
""
0.47794709
0.26983851
""
0.45150349
""
0.49821216
""
""
0.60092688
""
""
""
""
""
""
""
0.46182463
""
""
""
0.60773468
""
""
""
""
""
""
""
0.45993143
""
0.54547673
""
0.47958916
""
""
""
""
""
""
0.52190077
0.32881528
0.43405953
""
""
""
""
""
0.47486147
0.43417728
""
""
""
""
""
""
""
""
""
""
""
""
0.42619357
""
""
0.36190164
""
""
""
""
""
""
""
""
""
""
""
""
""
0.37486273
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.56201285
