proginc_pooled_male_p75_se
0.0037931656
0.00057009252
0.0068593421
0.0042117583
0.0024337904
0.0032410761
0.0028512157
0.0043688947
0.0061564841
0.0022214162
0.0045617414
0.0019623942
0.026853742
0.0035882064
0.0058123763
0.0074733468
0.0052734935
0.0060818107
0.0058029313
0.001827002
0.0013870955
0.0029372165
0.0051895874
0.0032518865
0.0018268111
0.0024812436
0.007657059
0.0023654914
0.0023349887
0.0010600558
0.019120134
0.004805658
0.0022332189
0.0028684279
0.0024267402
0.0017722205
0.015639054
0.0014512169
0.0047037392
0.0043870248
0.0033941849
0.0019839774
0.0030754418
0.00538695
0.0022626051
0.0029141612
0.002351895
0.0064321561
0.0017399812
0.0057702567
0.0042980951
0.0016460664
0.00084304047
0.010540117
0.03810228
0.0019159452
0.0014108688
0.0073219677
0.03296575
0.011394699
0.0089012953
0.0035108526
0.0052801808
0.0027355943
0.013106267
0.01019917
0.0054551065
0.017619025
0.0092451293
0.0030001195
0.034138672
0.0089945653
0.0026958236
0.0093204612
0.0031360395
0.0041286601
0.00073554541
0.013095611
0.0026107428
0.0025422757
0.0031937168
0.0063586831
0.0081963632
0.012237083
0.0023286676
0.0032419874
0.010185922
0.0024047829
0.0030543171
0.0058780028
0.0087891854
0.022487044
0.0075992839
0.0023084183
0.0027746595
0.044543233
0.0054634772
0.0037733649
0.0020086975
0.0046616206
0.003394295
0.00077901059
0.0026165142
0.0046044197
0.0045782113
0.0023709754
0.0040081982
0.0031195309
0.012763061
0.0025160939
0.0033617876
0.0054874695
0.0017724406
0.020657726
0.0037868016
0.0015800572
0.0046554408
0.03808172
0.0073987795
0.043766223
0.0018065786
0.014984728
0.02444304
0.010245788
0.0092659127
0.0026316778
0.0043746666
0.002169149
0.025818758
0.0054631787
0.0015092968
0.0092413323
0.0062568686
0.024883309
0.0020202547
0.0012663021
0.0042614406
0.0025535582
0.0050279167
0.0034031118
0.0053854412
0.014513738
0.0068524438
0.0043974007
0.0034433431
0.0052770609
0.0021260227
0.001315716
0.024786755
0.0049844785
0.0077199694
0.0014746393
0.0025165947
0.0041023446
0.0034299933
0.0030589413
0.0034390609
0.0018412285
0.0089176456
0.010799261
0.007724023
0.0033840223
0.0032697946
0.0017651501
0.028907865
0.00089950481
0.011820883
0.0022666478
0.0086706709
0.0045809867
0.0011497822
0.0031604038
0.006670557
0.0029654657
0.0096478593
0.0027612012
0.002570091
0.0020760095
0.0067657176
0.0040510534
0.0068570031
0.011091985
0.001826794
0.015698226
0.0083819944
0.0014942512
0.027052877
0.0035454798
0.0031953899
0.0075068935
0.0032304819
0.010021061
0.0022491221
0.0048059039
0.016701143
0.0014456558
0.0058361269
0.003262186
0.0026999498
0.0062084547
0.0028420833
0.0034757594
0.0040061832
0.0040852944
0.0031605654
0.0021007368
0.0017022274
0.012703749
0.0041313851
0.0024487667
0.0047393865
0.0022637299
0.0033459561
0.0041989684
0.0030825008
0.0023576068
0.0028711213
0.0016063398
0.0068915673
0.0014842433
0.009365228
0.0016320531
0.0084350109
0.0068179932
0.0017065787
0.0049935472
0.0032420701
0.0014539016
0.0012598641
0.0038224435
0.0022644615
0.0037181596
0.0021770021
0.0048698415
0.0025620598
0.0076663778
0.030634774
0.0058801435
