work_24_pooled_male_n
1701.0
4050.0
727.0
454.0
1290.0
278.0
686.0
3552.0
1039.0
518.0
967.0
341.0
774.0
315.0
361.0
1372.0
1448.0
362.0
231.0
907.0
327.0
1901.0
1739.0
1428.0
1342.0
2041.0
970.0
2572.0
447.0
686.0
678.0
322.0
408.0
511.0
2816.0
1225.0
17471.0
332.0
2128.0
993.0
2532.0
1803.0
416.0
552.0
7399.0
569.0
655.0
2091.0
11056.0
538.0
7020.0
3212.0
284.0
504.0
731.0
537.0
1669.0
1764.0
4360.0
301.0
2208.0
1116.0
4207.0
1513.0
362.0
335.0
593.0
45.0
49.0
8828.0
226.0
""
27.0
60.0
2955.0
20.0
34.0
980.0
1056.0
343.0
403.0
121.0
21.0
1497.0
149.0
99.0
99.0
30.0
113.0
295.0
""
108.0
140.0
39.0
""
113.0
837.0
3639.0
3148.0
1184.0
865.0
234.0
326.0
77879.0
4735.0
2083.0
21522.0
4803.0
1312.0
4294.0
4562.0
563.0
559.0
957.0
4811.0
953.0
315.0
112.0
651.0
451.0
586.0
462.0
666.0
214.0
637.0
586.0
2116.0
1602.0
1712.0
560.0
213.0
502.0
541.0
2334.0
484.0
290.0
2396.0
410.0
1020.0
634.0
892.0
390.0
1112.0
233.0
385.0
2600.0
671.0
153.0
445.0
303.0
292.0
314.0
613.0
1952.0
350.0
314.0
1238.0
1541.0
288.0
193.0
282.0
250.0
816.0
268.0
715.0
241.0
677.0
551.0
1531.0
201.0
11007.0
512.0
731.0
2550.0
288.0
185.0
3694.0
395.0
421.0
275.0
1382.0
446.0
4238.0
1779.0
188.0
507.0
35451.0
32.0
850.0
5383.0
871.0
445.0
25812.0
801.0
4755.0
23494.0
779.0
2986.0
6600.0
466.0
21603.0
4098.0
1190.0
773.0
217890.0
4175.0
4971.0
478.0
2234.0
7354.0
230.0
141.0
11952.0
3633.0
2642.0
66542.0
7911.0
383.0
49065.0
34172.0
2023.0
55460.0
70393.0
13817.0
18264.0
6289.0
17411.0
10182.0
40491.0
6912.0
4936.0
62.0
1168.0
13618.0
11487.0
14554.0
2829.0
1821.0
156.0
11732.0
1423.0
22517.0
4675.0
2274.0
12466.0
491.0
17975.0
222.0
128.0
171.0
6942.0
1848.0
425.0
24.0
210.0
134.0
48.0
98.0
106.0
840.0
15107.0
""
6059.0
382.0
