hs_black_pooled_n
203.0
74.0
""
642.0
1280.0
277.0
3336.0
40.0
""
1204.0
889.0
4933.0
""
88.0
514.0
""
""
297.0
""
514.0
3244.0
3105.0
1087.0
1309.0
4279.0
427.0
1146.0
2178.0
5520.0
528.0
809.0
588.0
4538.0
2815.0
1246.0
1495.0
645.0
805.0
425.0
474.0
4216.0
810.0
288.0
68.0
560.0
879.0
7953.0
915.0
4087.0
994.0
1296.0
2268.0
1681.0
142.0
219.0
3483.0
408.0
75.0
83.0
1241.0
534.0
2251.0
214.0
131.0
27.0
39.0
""
23.0
28.0
""
799.0
1222.0
1900.0
939.0
465.0
50.0
817.0
219.0
192.0
7714.0
1094.0
164.0
41.0
254.0
2855.0
143.0
159.0
817.0
1453.0
312.0
300.0
30.0
""
1043.0
""
""
105.0
474.0
3646.0
1242.0
695.0
11060.0
3305.0
677.0
772.0
3540.0
812.0
3572.0
340.0
442.0
680.0
1567.0
4372.0
611.0
2936.0
2394.0
3068.0
315.0
166.0
267.0
1163.0
381.0
342.0
706.0
489.0
2023.0
2146.0
408.0
507.0
554.0
14810.0
609.0
598.0
231.0
249.0
690.0
1733.0
2177.0
452.0
825.0
1606.0
360.0
235.0
295.0
1287.0
458.0
1178.0
951.0
866.0
741.0
154.0
4480.0
1541.0
627.0
1385.0
2963.0
375.0
2535.0
332.0
81.0
35.0
""
722.0
8978.0
162.0
16889.0
""
""
""
192.0
14947.0
591.0
20.0
768.0
57.0
""
665.0
1287.0
27.0
""
""
""
2150.0
32.0
70.0
3293.0
35.0
""
768.0
""
70.0
382.0
2371.0
""
74.0
109.0
89.0
265.0
1331.0
35.0
1292.0
225.0
25.0
119.0
394.0
769.0
3040.0
34.0
110.0
200.0
56.0
281.0
""
""
2234.0
540.0
554.0
6644.0
45.0
93.0
70.0
42.0
80.0
49.0
2993.0
232.0
44.0
128.0
2541.0
1098.0
305.0
516.0
""
58.0
""
136.0
""
253.0
""
23.0
104.0
53.0
190.0
278.0
53.0
95.0
580.0
843.0
25.0
121.0
3036.0
155.0
43.0
""
148.0
""
""
641.0
31.0
308.0
94.0
314.0
534.0
991.0
881.0
28825.0
992.0
10623.0
13285.0
1718.0
1401.0
425.0
150.0
32.0
""
""
72.0
43.0
""
21.0
715.0
""
""
3436.0
177.0
""
488.0
4114.0
35.0
""
""
""
""
""
""
""
""
33.0
""
38.0
2248.0
""
""
50.0
""
""
""
""
196.0
""
79.0
87.0
""
21.0
61.0
56.0
""
32.0
35.0
45.0
21.0
297.0
""
21.0
""
160.0
652.0
41.0
62.0
368.0
22.0
553.0
634.0
3766.0
328.0
21025.0
684.0
152.0
23.0
7217.0
40.0
34.0
331.0
372.0
83.0
""
""
""
""
22.0
173.0
160.0
145.0
""
83.0
266.0
""
280.0
49.0
502.0
130.0
""
44.0
""
""
46.0
27.0
""
""
""
""
""
""
""
""
""
""
""
""
49.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
43.0
""
""
""
""
""
""
""
""
""
29.0
27.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
25.0
326.0
""
""
""
38.0
""
""
""
""
""
51.0
""
""
""
""
""
""
""
60.0
""
134.0
""
""
1094.0
""
""
""
""
""
""
714.0
""
""
37.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
49.0
1636.0
""
""
""
""
35.0
""
""
""
""
""
""
35.0
""
""
267.0
307.0
706.0
24.0
29.0
""
22.0
87.0
155.0
3678.0
78.0
50.0
""
""
312.0
""
121.0
""
57.0
""
44.0
198.0
229.0
63.0
59.0
1445.0
101.0
""
52.0
559.0
55.0
""
""
""
32.0
""
54.0
407.0
91.0
27.0
219.0
29.0
""
""
""
53.0
""
""
""
29.0
""
""
""
178.0
74.0
21.0
1531.0
""
1747.0
""
""
""
286.0
""
""
""
""
""
""
64.0
293.0
400.0
500.0
11062.0
1725.0
428.0
312.0
94.0
""
""
""
""
""
36.0
""
20.0
195.0
""
""
225.0
""
""
27.0
28.0
""
704.0
266.0
1234.0
3295.0
7984.0
352.0
949.0
991.0
821.0
490.0
101.0
""
88.0
""
53.0
2142.0
28.0
162.0
489.0
108.0
""
296.0
""
""
""
""
""
""
""
""
""
""
""
""
125.0
""
""
24.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
503.0
""
""
""
""
""
""
""
268.0
""
1763.0
""
516.0
20.0
""
""
32.0
""
25.0
""
""
""
59.0
""
""
""
""
""
""
""
25.0
242.0
""
21.0
""
""
""
""
""
""
28.0
""
""
29.0
""
""
""
""
286.0
497.0
729.0
105.0
2317.0
1029.0
""
""
""
154.0
101.0
5301.0
1843.0
""
""
2008.0
94.0
214.0
14205.0
""
""
""
""
137.0
""
27.0
779.0
""
106.0
""
41.0
65.0
""
""
""
""
""
""
""
""
2332.0
