kir_26_black_pooled_n
878.0
1283.0
1014.0
259.0
48.0
635.0
894.0
2361.0
1363.0
90.0
337.0
527.0
1063.0
109.0
62.0
787.0
757.0
493.0
251.0
429.0
240.0
73.0
1166.0
2565.0
72.0
1133.0
861.0
1339.0
183.0
98.0
214.0
717.0
768.0
553.0
2192.0
139.0
22044.0
103.0
777.0
429.0
2018.0
737.0
881.0
1395.0
5140.0
941.0
53.0
110.0
11728.0
581.0
10023.0
1196.0
629.0
773.0
920.0
352.0
1841.0
335.0
958.0
734.0
2192.0
877.0
4212.0
311.0
347.0
645.0
""
""
""
1590.0
""
""
""
""
663.0
""
""
30.0
""
""
25.0
""
""
48.0
""
""
""
""
""
""
""
""
""
""
""
""
""
719.0
124.0
""
25.0
""
""
9880.0
153.0
62.0
2147.0
373.0
""
86.0
295.0
572.0
452.0
""
118.0
""
299.0
74.0
""
734.0
465.0
""
""
68.0
621.0
245.0
571.0
98.0
2329.0
396.0
250.0
721.0
444.0
604.0
""
""
660.0
44.0
20.0
563.0
314.0
291.0
88.0
""
231.0
3949.0
32.0
177.0
""
524.0
250.0
201.0
22.0
458.0
""
""
1048.0
1787.0
370.0
""
247.0
""
1001.0
""
1290.0
27.0
158.0
""
146.0
61.0
11216.0
""
1137.0
266.0
""
""
784.0
64.0
21.0
""
1350.0
""
250.0
195.0
210.0
31.0
15523.0
""
""
215.0
""
""
7953.0
""
111.0
3043.0
""
66.0
210.0
""
2893.0
532.0
45.0
21.0
60830.0
286.0
415.0
""
56.0
812.0
""
""
1089.0
174.0
32.0
4364.0
278.0
""
9209.0
9622.0
54.0
14671.0
11984.0
4081.0
3401.0
242.0
2610.0
759.0
4281.0
209.0
113.0
""
49.0
5631.0
530.0
1164.0
183.0
37.0
""
494.0
21.0
1453.0
353.0
234.0
1582.0
""
4467.0
""
""
""
235.0
59.0
""
""
""
""
""
""
""
""
5711.0
""
250.0
""
23.0
3931.0
35.0
""
""
""
""
""
""
""
598.0
""
""
""
""
180.0
""
""
""
71.0
""
""
""
""
""
""
""
""
""
""
""
190.0
""
""
""
""
""
""
""
""
""
""
113.0
""
7071.0
7327.0
185.0
575.0
6502.0
1096.0
253.0
157.0
