comcoll_other_pooled_p1
""
""
""
""
""
""
""
0.32973108
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.18641178
""
0.16347627
""
""
""
""
""
""
""
0.31880456
""
""
""
0.32151234
""
0.38321492
""
""
""
""
""
""
""
-0.099418521
""
""
""
""
""
""
""
""
""
""
0.097736046
""
""
""
""
0.13023333
""
""
0.49729306
0.27313656
""
""
""
""
0.21454358
""
""
""
""
""
0.28141811
""
""
""
""
""
""
""
0.36128753
0.35659724
""
""
""
""
0.2147233
0.079850271
""
0.31293339
""
""
0.11241927
0.53528309
""
""
""
0.23961
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.21641104
""
""
""
""
""
0.23218894
""
""
""
""
""
0.39676082
""
""
""
0.37441605
""
""
0.22474283
""
""
0.23623481
""
0.29978496
0.30250564
""
0.17160667
""
""
0.23419833
0.30033791
""
""
0.38894975
0.38461176
0.51932502
""
0.34467277
0.22756131
""
""
0.36445263
0.29685426
0.50786805
0.41195017
0.38098073
""
0.24814256
0.30906555
0.51919246
0.32898605
0.30346256
0.44055051
0.22633015
0.17630044
0.33476293
0.30117285
0.38942116
0.51984078
0.12474895
""
0.35875633
0.14697118
0.32568523
0.22798331
0.28881872
0.2131753
""
0.17706053
""
0.31643113
0.35093629
0.21009554
0.051567674
""
0.29633158
""
""
""
0.24394733
""
""
""
""
""
""
""
""
""
0.20557199
""
0.43691763
""
""
0.32496026
""
""
""
""
""
""
""
""
0.28087685
""
""
""
""
0.23636471
""
""
""
0.14626095
""
""
""
""
""
""
""
""
""
""
""
0.62509894
""
""
""
""
""
""
""
""
""
""
0.2949363
""
0.2296157
0.44549891
-0.30645299
-0.1123962
0.28347275
0.20974022
""
""
0.13122989
0.11825805
0.17063183
0.30748209
0.3432017
""
0.18936248
""
0.47886938
0.34494779
""
""
""
-0.039183624
0.24340221
""
""
""
0.21363871
0.19122683
""
""
""
""
""
""
""
""
""
0.26661146
""
0.16722594
""
-0.020153685
""
""
""
0.075040311
0.31951007
0.46299088
""
""
""
0.27544188
0.045914635
0.61176437
0.31495708
""
""
0.42533427
""
0.2765474
0.17663372
0.23851795
-0.12762402
0.1404006
0.31194627
""
""
0.20857131
0.22894394
0.12523308
0.23542419
""
""
""
""
0.34300873
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.23682041
""
""
0.72090894
""
""
0.24404
""
0.451444
""
""
0.44874474
""
""
""
""
""
""
""
0.39197761
""
""
""
0.10405585
""
""
""
""
""
""
""
0.32324314
""
""
""
0.3441962
""
""
""
""
""
""
0.4939363
""
0.40055934
""
""
""
""
""
0.071802609
-0.020407557
""
""
""
""
""
""
""
""
""
""
""
""
-0.1851678
""
""
0.15942311
""
""
""
""
""
""
""
""
""
""
""
""
""
0.46368441
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.21688129
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
