kir_imm_asian_female_p10
""
""
""
0.5993827
0.40295205
""
0.43035772
""
""
0.55183923
0.4448874
0.48388293
""
0.411145
0.40040228
""
""
0.41123837
""
""
""
0.48973346
""
""
0.53816813
""
""
0.39409056
0.45798936
""
""
""
0.51409292
0.43948412
""
0.48697272
""
""
""
""
0.38904428
""
""
""
""
""
0.56249708
0.37459594
0.60627365
""
0.54480523
0.41035894
""
""
""
0.34219024
""
""
""
""
""
0.37864679
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.51006186
""
""
""
""
0.46246287
""
""
0.36138302
0.4673866
""
""
""
""
0.64895284
""
""
""
0.56343007
0.50188327
0.46856958
0.52851623
0.53319317
0.49275279
0.51763546
0.5369674
0.52576673
0.36572319
0.5143764
""
0.50865853
0.53456682
""
0.6791715
""
0.46507806
0.46321526
0.65881699
""
""
""
""
""
""
""
""
0.56653512
0.49869362
""
""
""
0.49985817
""
0.37350902
""
0.53229779
""
""
0.39317662
""
""
0.71471924
0.52962965
""
""
""
""
""
""
""
""
""
0.68820995
""
""
0.41333285
0.41284835
""
0.38581485
""
""
""
""
0.38641956
0.58835721
""
0.58017391
""
""
""
""
0.51557648
0.37443632
""
0.650711
""
""
0.52778065
0.62071443
""
""
""
""
0.48509192
""
""
0.51617891
""
""
0.46955535
""
""
0.44447321
0.50308758
""
""
""
""
""
0.53143287
""
0.5640319
0.60783529
""
""
""
0.63979465
0.53955483
""
""
""
""
""
""
""
0.46776792
0.52595186
""
0.60197896
""
""
""
""
""
""
0.53235036
""
0.40807256
""
0.68653655
0.60812205
0.63591641
""
""
""
""
""
""
""
""
""
""
""
""
0.7970714
""
""
""
0.44911155
""
0.390398
0.5135625
0.42977244
""
""
""
""
""
0.52049512
""
0.48266855
""
0.46978557
0.43169874
0.49406677
0.58923537
0.5687601
0.56246561
0.57942033
0.57076454
0.59494704
0.59538317
""
""
""
""
""
0.46908456
0.60364658
""
""
0.43139094
""
""
0.58167028
0.64150524
""
0.59222937
0.52319884
""
""
""
""
""
""
""
""
""
""
""
""
0.53427219
""
""
0.48731193
""
""
""
""
""
""
0.63261688
""
""
0.38022122
0.49575007
0.51474464
""
0.46279523
0.52956939
0.53626847
""
0.49331856
""
""
""
""
0.52790898
""
""
0.64232606
""
0.49672014
0.52354509
0.43752736
""
0.56070846
0.39538571
""
""
0.54794794
""
""
0.53508383
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.54287493
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.53211576
""
0.52956522
""
""
0.55382067
""
""
""
""
""
""
0.53206813
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.5198251
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.51722533
""
""
""
""
""
""
0.50868267
""
""
""
""
0.42139769
""
0.67079288
""
""
""
""
0.47091496
""
0.47227722
""
0.55817294
""
""
""
0.43611613
""
""
""
""
""
""
""
""
""
""
0.43638486
""
""
""
""
""
0.58961457
""
""
""
""
""
""
""
""
""
0.63361919
""
0.57961917
""
""
""
0.62480515
""
""
""
""
""
""
0.70403606
0.49927005
0.39159319
0.52785075
0.57573241
0.57155782
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.62883276
""
""
""
""
""
""
""
0.58756965
0.50783503
0.57918048
""
""
""
""
0.63387156
""
""
""
""
""
0.5259769
""
""
""
""
""
0.55023795
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.50067431
0.46634686
0.41671726
""
""
""
""
""
0.50618148
""
0.57771677
""
0.42785984
""
""
""
""
""
""
0.32223365
""
""
0.46620345
""
""
""
""
""
""
""
0.83627713
0.43380713
""
""
""
""
""
""
""
""
""
""
""
0.59810787
""
""
""
""
0.53634888
0.5454281
0.48015845
0.5004698
0.53867376
0.61640251
""
""
""
0.48257157
0.58807069
0.60279447
0.53041625
""
""
0.5455144
0.5556404
0.56014395
0.58598357
""
""
""
""
0.51106727
""
0.29667059
0.55107754
""
0.56937516
""
""
0.31825259
""
""
""
""
""
""
""
""
0.53753823
