spouse_rk_natam_male_p75
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.65468228
""
""
""
0.45142964
""
""
""
""
0.50705069
""
""
""
0.50227982
""
""
0.39808017
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.58163071
0.57231373
""
""
""
0.61498016
""
""
0.58378673
0.39097446
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.4203316
""
0.47148326
0.49538451
0.5469386
""
""
0.5178104
0.39136246
0.42178053
0.51768965
0.52348113
""
0.4867129
0.5622701
""
""
""
0.45194089
""
""
""
""
""
""
""
""
""
""
""
""
0.52924675
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.58162999
""
""
""
""
""
0.49941087
""
""
""
""
""
0.59888411
""
""
""
0.51457369
""
""
0.48689419
""
""
0.59529871
0.56360674
0.60685831
0.45063308
""
0.57628471
""
""
0.52697575
""
""
""
0.52113587
0.36597919
""
""
0.49057597
""
""
""
0.43815902
""
""
0.54918462
0.43502724
""
0.58951038
0.48904511
""
0.47953433
0.57823247
""
0.61692452
0.38172287
""
0.57605314
0.48974213
""
0.50217909
""
0.48532221
0.49169353
0.60831362
0.4291757
""
""
""
0.52438045
""
0.56327695
""
""
0.47890797
""
0.51195943
""
""
""
""
""
""
""
""
""
""
""
""
""
0.5878188
""
""
""
""
0.43889296
""
""
""
""
""
""
""
""
0.5841949
""
""
""
""
0.66874123
""
""
""
""
""
""
0.42670122
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.61331403
""
""
""
""
""
""
0.68162781
""
""
""
""
""
""
""
""
""
""
0.44928712
0.78817588
""
""
""
""
""
""
""
""
0.44215056
0.38958025
""
""
""
""
""
""
""
""
""
""
""
0.55230582
""
""
""
""
""
""
0.45117649
""
""
""
""
""
""
""
0.57758808
""
""
0.50414246
""
0.60635501
""
0.52246493
0.31834376
0.59579152
0.59448838
""
""
""
""
""
0.46918303
""
""
""
""
0.61957407
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.40869367
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.50035888
""
""
0.42723063
""
0.27945298
""
""
""
""
""
""
""
""
""
""
0.40108138
""
""
""
""
""
""
""
""
""
""
""
""
""
0.38541737
""
""
""
""
""
""
0.54004061
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.52654368
""
""
""
""
""
""
""
""
""
""
""
""
""
""
