kfr_24_asian_pooled_p75_se
0.072324261
0.058606319
""
""
""
""
""
0.04561368
""
""
""
""
""
""
""
0.050576936
0.094726659
""
""
""
""
""
0.048779894
0.087620474
""
0.10166392
""
0.061893247
""
""
""
""
""
""
0.058604442
0.097071692
0.019926
""
0.068269119
""
0.033672765
0.066360876
""
""
0.018495999
""
""
0.068958372
0.024800211
""
0.026631244
0.047873668
""
""
""
""
""
0.082884386
0.031591032
""
0.075480178
""
0.040269937
""
""
""
""
0.20362779
0.14394134
0.012470693
""
""
""
""
0.030841129
""
""
0.035896245
0.087590255
0.052663099
0.037482936
""
""
0.072380289
""
""
""
""
""
0.067196645
""
""
""
""
""
""
""
0.034150269
0.052148331
0.072308928
""
""
""
0.0059413211
0.041811023
0.070376687
0.012359926
0.03978496
0.099659957
0.050624091
0.035288285
""
""
""
0.03448265
""
""
""
""
""
""
""
""
""
""
""
0.072077706
0.049678016
0.07951317
""
""
""
""
0.06680961
""
""
0.070777513
""
""
""
""
""
0.091941528
""
""
0.057972468
""
""
""
""
""
""
""
0.062876001
""
""
0.099527724
0.084291987
""
""
""
""
""
""
""
""
""
""
0.061681196
""
0.021265099
""
""
0.052252792
0.12610909
""
0.0210065
""
""
""
0.077287219
""
0.03103194
0.089037217
""
0.11078105
0.0029451775
""
0.090493739
0.025946004
0.073435098
0.10428837
0.0040463619
0.065732449
0.023227904
0.0082492055
0.081068307
0.034499116
0.034179825
""
0.0092147291
0.019457722
0.062598675
0.068511374
0.0016302785
0.030242439
0.015021278
""
0.055856571
0.016428588
""
""
0.010002339
0.017871492
0.050095446
0.0027288352
0.014357365
""
0.0054494212
0.0046339557
0.03702518
0.0046640034
0.0031105704
0.0037059847
0.0063507957
0.019588614
0.0036421821
0.012314521
0.0024889007
0.017433789
0.030836349
""
0.072355568
0.0053771809
0.01232914
0.010434425
0.02123192
0.062526546
""
0.015643282
0.067372948
0.0064698779
0.016590558
0.037517134
0.013001597
""
0.0096485112
""
""
""
0.016501918
0.029529683
""
""
""
""
""
""
""
""
0.013498135
""
0.019698143
""
""
0.012478618
0.088465974
0.074968524
""
""
""
""
""
""
0.010992965
""
""
""
0.085586682
0.023305282
""
""
""
0.045302738
""
""
""
0.078118309
0.10979638
""
""
""
""
""
""
0.048012242
""
""
""
""
""
""
""
""
""
""
0.03080483
""
0.0083333533
0.010167752
0.027391199
0.027161283
0.011753071
0.017339908
0.026729563
0.041473415
0.029942067
0.012139314
0.035804983
0.019236919
0.020981042
""
0.02813093
""
0.015820565
0.0080481172
""
0.035799842
0.040471736
0.019687504
0.035361577
0.071678326
0.091558754
""
0.0089391051
0.017381083
0.046540894
""
0.096473992
""
""
""
""
0.13692307
0.14983694
0.044416495
0.039903361
0.010376734
""
0.042503402
0.090690054
""
""
0.029900698
0.02159344
0.0243518
""
""
""
0.027354324
0.027207794
0.042914286
