wgflx_rk_hisp_male_n
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
45.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
102.0
28.0
""
27.0
""
""
1221.0
54.0
""
556.0
88.0
95.0
40.0
170.0
""
""
""
32.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
36.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
577.0
""
""
60.0
""
""
350.0
""
32.0
787.0
""
""
282.0
""
621.0
111.0
""
""
8729.0
117.0
47.0
""
28.0
217.0
""
""
415.0
88.0
""
1643.0
71.0
""
1283.0
447.0
78.0
1565.0
1558.0
244.0
451.0
87.0
361.0
276.0
890.0
183.0
31.0
""
""
193.0
142.0
322.0
60.0
25.0
""
436.0
""
623.0
92.0
""
284.0
""
166.0
""
""
""
67.0
""
""
""
""
""
""
""
""
""
375.0
""
41.0
""
""
178.0
""
""
""
""
""
""
""
""
197.0
""
""
""
""
68.0
22.0
""
""
24.0
""
""
""
21.0
25.0
""
""
""
""
""
""
163.0
""
""
""
""
""
""
""
""
""
""
132.0
""
179.0
155.0
""
""
134.0
24.0
""
""
23.0
74.0
""
83.0
""
""
""
""
74.0
617.0
""
""
""
""
70.0
""
""
""
78.0
""
""
""
""
""
""
""
""
""
22.0
30.0
22.0
375.0
""
""
""
""
""
38.0
81.0
25.0
""
""
""
39.0
39.0
24.0
2194.0
22.0
""
34.0
""
404.0
132.0
296.0
60.0
104.0
104.0
""
""
52.0
""
35.0
121.0
""
""
""
""
64.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
21.0
""
""
""
""
""
26.0
""
64.0
""
""
""
""
""
""
""
""
""
""
82.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
61.0
""
""
""
""
""
""
83.0
""
25.0
""
""
""
""
""
""
24.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
25.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
23.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
39.0
""
""
""
""
25.0
191.0
""
33.0
40.0
""
""
""
""
""
""
""
""
20.0
""
""
""
48.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
23.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
2127.0
""
""
""
""
""
207.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
213.0
""
25.0
""
208.0
27.0
""
""
""
""
""
46.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
20.0
""
""
