marr_29_pooled_pooled_p25_se
0.049016967
0.028027549
0.036785599
0.041481577
0.045894682
0.026794106
0.032764785
0.046627004
0.024967182
0.034886442
0.038345858
0.027198844
0.042636558
0.050833654
0.0287665
0.034744918
0.042179272
0.025454067
0.053390026
0.040557299
0.043916378
0.029779745
0.030644236
0.039374035
0.032113224
0.037759416
0.040973756
0.036908809
0.04213202
0.054054201
0.051364247
0.025337905
0.049246836
0.027100788
0.03731107
0.057297107
0.05410067
0.045085937
0.17124391
0.032102417
0.021490721
0.037449956
0.045617968
0.028309289
0.032958038
0.045217719
0.043627124
0.032679081
0.032742944
0.03313398
0.033995248
0.026594531
0.057807315
0.036280699
0.037875231
0.02705127
0.032316335
0.035371073
0.043463469
0.033228856
0.036139254
0.033742104
0.048855022
0.040539034
0.031599276
0.029451098
0.016571485
0.036864772
0.032390907
0.057202343
0.02850562
0.037110329
0.022052806
0.02510321
0.045046423
0.032796722
0.051552996
0.018353876
0.013929038
0.022763481
0.016664801
0.021562308
0.021816457
0.037888881
0.047440019
0.037954349
0.030110966
0.025530998
0.033136919
0.034897134
0.031028602
0.029397266
0.029443147
0.025392778
0.02632834
0.03449247
0.066399746
0.060125556
0.034709439
0.037036959
0.033490151
0.034296326
0.029714966
0.036650352
0.034005247
""
0.027778916
0.020150691
0.014794418
0.031848591
0.023411855
0.027031073
0.020893792
0.037709735
0.025955472
0.049385238
0.050493076
0.03451005
0.037344076
0.044110723
0.038862154
0.02813301
0.033136401
0.050605796
0.04160019
0.041144818
0.030678751
0.047463849
0.042050522
0.035424337
0.025221486
0.03604956
0.04358558
0.043655086
0.053970329
0.082969785
0.02776657
0.056619599
0.022540852
0.035866976
0.023545878
0.049936447
0.041123193
0.040068872
0.052036319
0.051145833
0.047434546
0.055215109
0.040349241
0.041358635
0.043763828
0.059101131
0.058302078
0.039823391
0.045829732
0.034644049
0.074934125
0.060368691
0.067791536
0.032446139
0.030973837
0.044928122
0.044009063
0.024598943
0.026966045
0.034118693
0.038073577
0.030280769
0.1102691
0.037041962
0.030218491
0.033499025
0.041273434
0.042098224
0.037642844
0.040372767
0.038079284
0.037363026
0.037440829
0.036515806
0.049292989
0.033904791
0.047190312
0.024023535
0.02322524
0.045649547
0.044033665
0.041479573
0.037612528
0.031870116
0.055851638
0.032922219
0.042956457
0.044618011
0.044946685
0.053224314
0.048649173
0.036505826
0.062148735
0.061869297
0.034493219
