somecoll_asian_pooled_p10
0.65214503
""
""
0.92209381
0.64445037
""
0.61374885
""
""
0.52868253
0.58282804
0.61243254
""
0.74023479
0.41071525
""
""
0.96475881
""
""
1.0229573
0.94364107
0.65077847
""
0.79720885
""
""
0.74325186
0.7029224
""
""
""
0.82124674
0.86046141
""
0.58094466
""
""
""
""
0.80397314
""
""
""
""
""
0.62693745
0.65834236
0.62476486
""
0.7375111
0.54766172
""
""
""
0.35799199
""
""
""
""
""
0.73130292
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.71641886
""
""
""
""
0.68891126
""
""
0.67436308
0.67755193
""
""
""
""
0.7633062
""
""
""
0.91539156
0.68464154
0.79261041
0.58956701
0.71167213
0.73224878
0.78572488
0.7355808
0.80426335
0.58674729
0.61569822
""
0.76061195
0.91062349
""
0.90855509
""
0.80048716
0.86232334
0.8281846
""
""
""
""
""
""
""
""
0.77256864
0.6548084
""
""
""
0.70972711
""
0.5349856
""
0.74729401
""
0.85219973
0.57315117
""
""
0.59611303
0.82736951
""
""
""
""
0.4653686
""
""
""
""
0.71716088
0.93304294
""
0.68256551
0.66381383
""
0.61677063
""
""
""
""
0.74595582
0.82290691
""
0.8137036
""
""
""
""
0.76016074
0.7771039
""
0.85367811
""
""
0.71481931
0.71373951
""
""
""
""
0.54374582
""
""
0.79339814
""
""
0.86447465
""
""
0.91662836
0.65755659
""
""
""
0.50768763
""
0.61388731
""
0.56851965
0.56512594
""
""
0.66368663
0.64913803
0.77763629
""
""
0.70257616
""
0.77591991
""
""
0.83626735
0.55362177
0.74419934
0.77334285
""
""
""
""
""
""
0.7607671
0.61909854
0.62921953
0.42233494
0.70807326
0.68310195
0.60223049
0.73884004
""
0.57835883
""
""
""
0.8733303
""
""
""
""
""
0.78017861
""
""
0.49388388
0.68664575
""
0.69290495
0.64829195
0.21368028
""
""
0.42104065
""
""
0.68916631
""
0.80785555
""
0.73237067
0.68267393
0.733854
0.70251513
0.77561879
0.76543754
0.85939533
0.7604568
0.84421748
0.77936399
0.4849411
""
""
""
""
0.73225921
0.52060199
""
0.55112904
0.62102652
""
""
0.73857599
0.68693244
""
0.64746147
0.67752874
""
""
""
""
""
""
""
""
""
""
""
0.91087806
0.62644476
""
""
0.52409703
""
""
""
""
0.51881427
""
0.64736867
0.69587064
""
0.66252708
0.46478039
0.56253844
""
0.62820894
0.73933339
0.5956347
""
0.50685745
""
""
""
0.86653489
0.87090534
0.74414372
""
0.71384484
""
0.68771565
0.614263
0.56943655
""
0.83833134
0.49160886
""
""
0.74066401
""
""
0.82538062
0.73874837
""
""
""
""
""
""
""
""
""
""
""
0.72951037
""
""
""
""
""
""
0.95807636
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.50677669
""
""
""
""
""
""
""
""
""
""
0.65194881
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.42233133
""
""
""
""
0.70418257
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.57710022
""
0.68051064
""
""
0.62201762
""
""
""
""
""
""
0.75442106
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.82863814
0.68799901
""
""
""
""
""
""
""
""
""
""
""
0.63872081
""
""
""
0.54430753
0.71530896
""
""
""
""
0.64063627
""
0.70099437
""
""
""
""
0.56797993
""
0.71104515
""
0.62982631
""
""
0.38123715
""
0.61011583
""
0.70785046
""
""
""
0.94668758
""
""
""
""
""
""
""
0.71353233
""
""
0.57785761
""
""
""
""
""
0.24280238
""
""
""
""
""
""
0.71700448
""
""
0.82857561
""
0.80370259
""
""
""
0.66687435
""
""
""
""
""
""
0.64161557
0.61084801
0.99180478
0.81646693
0.8107596
0.59956604
""
""
""
""
""
""
""
""
""
""
""
0.38708043
""
""
0.69586426
""
""
""
""
""
""
""
0.83619088
0.75587624
0.76527113
""
""
""
""
0.79581755
""
""
""
""
""
0.71510601
""
""
""
""
""
0.73535097
""
""
""
""
""
0.19568591
""
""
""
""
""
""
0.28967208
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.6333549
0.39741957
0.37357777
""
""
""
""
""
0.76997918
""
0.76113093
""
0.60882318
0.067269564
""
""
""
""
""
0.76517332
""
""
0.43040016
""
""
""
""
""
""
""
0.81560737
0.67521876
0.590868
0.86513567
""
""
""
""
""
""
""
""
""
0.89093989
0.60425603
0.66131848
""
""
0.79173183
0.67167693
0.67033279
0.77616304
0.69486707
0.78843039
""
""
""
0.61002225
0.57594538
0.78639287
0.63559562
""
""
0.78507698
0.87284583
0.83147824
0.84588104
""
""
""
""
0.59739292
""
0.63250601
0.73153436
""
0.77054536
""
0.63509721
0.48933995
""
""
""
""
""
""
0.71816587
""
0.762218
