frac_below_median_other_female
0.49981669
0.5038836
""
""
""
""
""
0.55401844
""
""
""
""
""
""
""
0.41846991
0.65052998
""
""
""
""
0.80241776
0.57566339
0.35762864
0.51218736
0.42104071
0.6280247
0.61449587
""
""
""
""
""
""
0.65271056
0.47542149
0.56140304
""
0.68679196
0.4992688
0.39267373
0.46363011
""
""
0.33338326
""
""
0.62835163
0.63058132
""
0.55745953
0.43715164
""
""
""
""
0.65776658
0.30671421
0.24007717
""
0.71452355
0.62516874
0.60137045
0.57816148
""
""
""
""
""
0.44183716
0.57547957
""
""
""
0.35911444
""
""
0.35692969
0.49325594
0.42553777
0.30598408
""
""
0.4477053
0.46522367
""
""
""
0.57268268
0.44257247
""
""
""
""
""
0.61883342
0.67764944
0.49844077
0.60123444
0.65091324
""
""
0.63495851
0.47041678
0.58079445
0.64485192
0.4828704
0.50875884
""
0.58504939
0.46493542
""
""
0.64884555
0.57478809
""
""
""
0.4803853
""
""
""
""
""
""
""
0.64349294
0.61417621
0.71433544
""
""
""
""
0.52379268
""
""
0.7142418
""
""
""
0.44274676
""
""
""
""
0.62009299
""
""
""
""
""
""
""
0.41600749
""
""
0.67147946
0.74471825
""
""
""
""
0.63143927
""
""
""
""
""
0.46840349
""
0.52514344
""
""
0.43644196
""
""
0.57378834
""
""
""
0.70457387
""
0.64788687
0.7524296
""
""
0.37196943
""
0.25217521
0.62827194
0.48863184
""
0.28708914
0.48122066
0.27718985
0.56010634
0.76095396
0.59231973
0.48412338
0.42749438
0.47336191
0.48952708
0.50609368
0.47029465
0.46169323
0.43165067
0.28663358
0.43820122
0.51867187
0.51917297
""
""
0.39677507
0.29582852
0.33369446
0.3585729
0.28388259
""
0.42488548
0.48612511
0.31179968
0.47165638
0.4260211
0.44497019
0.46376681
0.40347019
0.3341383
0.39879099
0.28160053
0.34732693
0.56004208
""
0.57956827
0.35776949
0.37948632
0.52383494
0.49385673
0.599913
""
0.4899492
0.41698453
0.28566355
0.44427347
0.57422483
0.54240239
""
0.39120778
""
""
""
0.29732367
0.29845721
""
""
""
""
""
""
""
0.60330909
0.54866272
""
0.17613146
""
0.21103373
0.43919992
0.53944445
0.56024706
""
""
""
""
""
""
0.32153153
""
""
""
0.72861737
0.32574001
""
""
""
0.47177967
""
""
0.67952389
0.63426876
0.55618376
""
""
""
""
""
""
0.57064307
""
""
""
""
""
""
""
""
0.37663722
""
0.42492431
""
0.37398612
0.41684416
0.33574012
0.35166615
0.45577973
0.44648188
0.24713472
0.39656809
0.4341704
0.41427055
0.66789693
0.5532766
0.55203682
""
0.61314613
""
0.44849485
0.59753603
""
0.73919195
0.68386781
0.38148358
0.64596134
0.63871109
""
""
0.5310449
0.59948075
0.73241764
""
0.89298624
""
""
""
""
""
""
0.63423878
0.66121781
0.53989071
""
0.53516489
0.68171585
""
""
0.60875195
0.64047921
0.47622678
0.69358313
""
""
0.60698116
0.72658616
0.46124077
0.67676681
0.57709944
0.60921699
0.54124904
0.5448578
0.62435007
0.5954845
0.60697794
0.58863127
0.61549574
0.6605311
0.80933005
0.48885313
0.65141773
0.55526668
0.48890778
0.48047712
0.65245211
0.60452014
""
""
0.66120636
0.66350013
0.81592572
""
""
""
""
""
""
""
0.47563908
0.66296625
""
""
0.61300564
""
""
""
0.29049456
0.67665339
""
""
""
0.47589988
""
0.522228
0.3896001
""
0.51955724
0.53053379
0.59664071
0.39260259
0.70753908
""
0.54967654
""
0.42524818
0.76724327
""
0.33667013
""
0.52533323
""
""
""
""
""
0.57947552
""
""
0.67852938
0.46853727
""
""
0.43971002
""
""
""
""
0.18541892
0.70283538
0.26051635
""
0.53455532
""
""
0.43719327
""
""
""
0.45639461
""
0.55541283
""
""
""
""
""
0.39135635
0.35480952
""
0.55459422
""
""
""
""
""
""
""
""
""
0.41004348
0.58154535
""
""
0.53404367
""
""
""
""
""
""
""
""
""
""
""
""
""
0.6563006
0.67420501
""
""
0.4018786
""
""
""
""
0.66847819
""
""
""
""
""
0.62492204
0.54877037
""
""
""
0.70663297
""
""
""
""
""
""
""
""
""
0.6581648
""
""
""
""
0.65852755
""
""
""
""
0.70399398
0.42778412
0.6039446
""
""
""
""
""
""
0.66194814
""
""
""
""
0.4795813
0.37551293
0.42838374
0.41983199
0.3962844
""
0.48198572
""
""
0.52185851
""
""
0.46656299
0.33010179
""
""
""
0.51230747
""
0.43411961
""
""
""
0.61782539
""
""
""
""
""
""
0.43927661
0.56146401
0.34183502
""
""
""
""
0.57034189
0.32113945
""
""
0.57932341
""
0.74354911
""
0.51851207
""
""
0.67522538
""
""
0.22175103
""
0.47306851
""
""
""
0.54669994
""
""
""
""
0.86116672
0.43625253
""
""
0.28721836
""
""
0.26232693
""
""
""
""
""
""
""
""
""
0.34290817
""
""
""
""
0.46619511
""
0.59189236
""
0.61832762
""
""
""
0.41318685
0.44227323
0.17681426
0.44575244
0.32493153
0.43801764
""
0.50177979
""
""
0.5673672
0.19759914
0.46611547
0.65810716
0.36741361
