kfr_native_white_male_n
503.0
1249.0
197.0
143.0
601.0
""
142.0
1017.0
255.0
213.0
376.0
85.0
159.0
135.0
145.0
529.0
486.0
67.0
58.0
391.0
98.0
881.0
552.0
198.0
628.0
665.0
314.0
941.0
192.0
282.0
282.0
28.0
67.0
134.0
1401.0
583.0
4261.0
135.0
851.0
314.0
685.0
551.0
26.0
49.0
2043.0
144.0
292.0
897.0
2602.0
127.0
1355.0
1173.0
29.0
120.0
199.0
172.0
328.0
656.0
1638.0
36.0
599.0
348.0
1060.0
603.0
111.0
65.0
251.0
""
""
2371.0
""
""
21.0
""
906.0
""
""
331.0
478.0
114.0
106.0
""
""
584.0
""
22.0
""
""
40.0
110.0
""
43.0
82.0
""
""
21.0
82.0
757.0
825.0
328.0
266.0
89.0
84.0
19411.0
1233.0
427.0
4658.0
911.0
47.0
1216.0
578.0
189.0
206.0
405.0
1806.0
488.0
109.0
55.0
250.0
78.0
231.0
244.0
328.0
123.0
236.0
279.0
851.0
667.0
327.0
180.0
63.0
133.0
182.0
973.0
232.0
144.0
768.0
192.0
466.0
233.0
406.0
134.0
579.0
151.0
192.0
524.0
303.0
56.0
270.0
64.0
91.0
105.0
305.0
729.0
188.0
175.0
362.0
493.0
104.0
98.0
99.0
163.0
237.0
136.0
134.0
143.0
306.0
269.0
634.0
88.0
2591.0
261.0
166.0
1110.0
104.0
111.0
1255.0
174.0
231.0
119.0
481.0
246.0
1751.0
802.0
76.0
209.0
4887.0
""
267.0
1623.0
233.0
126.0
5222.0
208.0
1418.0
3258.0
198.0
1097.0
329.0
192.0
3801.0
641.0
296.0
308.0
18968.0
656.0
1301.0
137.0
606.0
1058.0
89.0
42.0
1416.0
895.0
913.0
11736.0
2373.0
95.0
7336.0
6888.0
353.0
7771.0
12112.0
917.0
3014.0
1656.0
2480.0
1937.0
6007.0
1359.0
1665.0
27.0
558.0
2315.0
3209.0
2846.0
635.0
627.0
65.0
1799.0
486.0
4532.0
929.0
558.0
2996.0
142.0
5655.0
90.0
91.0
79.0
2245.0
657.0
175.0
21.0
80.0
51.0
""
48.0
70.0
333.0
2558.0
""
2114.0
122.0
358.0
5455.0
525.0
481.0
36.0
39.0
124.0
""
64.0
""
5899.0
44.0
148.0
67.0
563.0
2656.0
136.0
95.0
312.0
1346.0
""
231.0
227.0
384.0
360.0
222.0
66.0
189.0
106.0
62.0
166.0
999.0
146.0
146.0
89.0
47.0
""
25.0
79.0
42.0
250.0
128.0
1881.0
191.0
5291.0
5638.0
1924.0
1240.0
5084.0
2378.0
1345.0
1154.0
1200.0
3780.0
1304.0
683.0
1208.0
161.0
1458.0
205.0
3912.0
6341.0
112.0
1103.0
856.0
1544.0
1195.0
389.0
144.0
72.0
5124.0
2277.0
455.0
74.0
174.0
134.0
44.0
116.0
77.0
118.0
159.0
1085.0
505.0
6055.0
188.0
854.0
406.0
70.0
43.0
1560.0
3166.0
1361.0
263.0
59.0
105.0
1922.0
1703.0
987.0
2700.0
506.0
523.0
1660.0
316.0
4822.0
1118.0
5735.0
2768.0
5594.0
3400.0
430.0
1170.0
1317.0
1283.0
2229.0
3202.0
287.0
258.0
107.0
118.0
3146.0
206.0
338.0
186.0
111.0
52.0
63.0
""
241.0
188.0
418.0
687.0
136.0
140.0
797.0
87.0
100.0
104.0
241.0
273.0
114.0
132.0
""
398.0
57.0
805.0
517.0
79.0
1366.0
132.0
213.0
1355.0
510.0
23.0
1161.0
39.0
4027.0
279.0
291.0
1055.0
120.0
828.0
59.0
126.0
134.0
147.0
157.0
1842.0
161.0
50.0
459.0
853.0
42.0
26.0
360.0
145.0
186.0
64.0
170.0
1223.0
545.0
823.0
189.0
2944.0
191.0
47.0
522.0
417.0
117.0
101.0
3994.0
304.0
1138.0
""
245.0
207.0
172.0
118.0
1128.0
962.0
85.0
502.0
90.0
77.0
69.0
49.0
59.0
219.0
139.0
49.0
338.0
264.0
328.0
70.0
51.0
661.0
153.0
141.0
34.0
53.0
219.0
42.0
137.0
38.0
122.0
189.0
62.0
159.0
311.0
1037.0
433.0
327.0
81.0
705.0
138.0
238.0
178.0
164.0
269.0
41.0
142.0
""
102.0
""
993.0
523.0
24.0
79.0
56.0
477.0
190.0
25.0
139.0
30.0
""
138.0
44.0
64.0
35.0
289.0
287.0
186.0
78.0
50.0
447.0
52.0
59.0
128.0
227.0
665.0
547.0
262.0
36.0
166.0
242.0
25.0
27.0
173.0
737.0
68.0
80.0
95.0
185.0
296.0
2225.0
109.0
283.0
3117.0
66.0
1261.0
147.0
180.0
728.0
58.0
108.0
412.0
1502.0
108.0
65.0
""
1556.0
195.0
396.0
""
134.0
50.0
345.0
295.0
222.0
226.0
198.0
215.0
515.0
309.0
1339.0
412.0
111.0
48.0
99.0
444.0
267.0
577.0
109.0
124.0
281.0
119.0
160.0
61.0
952.0
52.0
154.0
966.0
73.0
222.0
543.0
78.0
691.0
67.0
361.0
253.0
1543.0
555.0
255.0
248.0
776.0
596.0
19982.0
324.0
201.0
1185.0
316.0
382.0
8391.0
297.0
135.0
693.0
371.0
261.0
610.0
597.0
102.0
278.0
692.0
99.0
443.0
61.0
112.0
945.0
634.0
578.0
197.0
731.0
354.0
491.0
180.0
3829.0
1175.0
823.0
751.0
6042.0
1907.0
196.0
612.0
752.0
598.0
442.0
3314.0
1760.0
1636.0
936.0
2926.0
873.0
326.0
276.0
197.0
242.0
324.0
437.0
541.0
613.0
275.0
787.0
2039.0
354.0
331.0
293.0
41.0
76.0
119.0
507.0
256.0
1809.0
2596.0
333.0
2197.0
110.0
131.0
400.0
129.0
767.0
2080.0
250.0
1151.0
215.0
352.0
332.0
307.0
226.0
1008.0
5093.0
827.0
2920.0
791.0
483.0
3730.0
896.0
191.0
235.0
629.0
212.0
285.0
502.0
1168.0
381.0
451.0
146.0
418.0
718.0
356.0
670.0
1173.0
632.0
1973.0
367.0
1040.0
306.0
346.0
282.0
481.0
849.0
456.0
2045.0
759.0
503.0
1281.0
672.0
998.0
639.0
554.0
481.0
325.0
380.0
322.0
1405.0
482.0
1055.0
560.0
3635.0
1232.0
506.0
1526.0
6333.0
743.0
139.0
525.0
874.0
501.0
871.0
278.0
668.0
118.0
240.0
319.0
240.0
298.0
180.0
1767.0
454.0
205.0
420.0
461.0
425.0
