two_par_other_pooled_mean
0.73825186
0.65006846
0.65571946
0.7182737
0.64503378
0.59924352
0.62687021
0.77018875
0.78801209
0.66255224
0.63240111
0.61922425
0.6692341
0.68780178
0.64274246
0.55034381
0.68318981
0.64767838
0.72520775
0.59199232
0.54552871
0.6843248
0.67378032
0.53519243
0.66997468
0.40452871
0.71763951
0.73874146
0.73177373
0.48519841
0.63207197
0.63607436
0.6555872
0.73672718
0.60611111
0.67461675
0.60872394
0.54022199
0.44177768
0.17944627
0.52694118
0.50832009
0.53255612
""
0.47838345
0.4582639
0.62243432
0.69856435
0.65433198
0.63553369
0.71018875
0.67512542
0.45202294
""
0.4809525
0.63980192
0.66522318
0.79672515
0.56508648
0.73058575
0.62205827
0.66964191
0.43268242
0.70768929
0.79557455
0.72116089
0.61783206
0.78349966
0.68862873
0.80638683
0.48515874
0.59604359
0.36771226
0.63214052
0.60529232
0.7906391
0.64687812
0.64701784
0.75400048
0.60028625
0.51992369
0.65470695
0.78506941
0.71809798
0.6811884
0.76347631
0.56968337
0.78309667
0.78440499
0.74821711
0.59274542
0.70438731
0.79901642
0.6695686
0.73141587
0.60335684
0.73428571
0.62723291
0.63984895
0.62502402
0.64258146
0.57090193
0.59096104
0.61531317
0.73491859
0.64936566
0.59632337
0.71709925
0.63217568
0.67196655
0.64807922
0.71680826
0.66940892
0.60977894
0.67417824
0.67181194
0.70325094
0.45328909
0.48926592
0.62105256
0.66359597
0.52213866
0.65474391
0.81020886
0.60362083
0.68737346
0.73117262
0.62715816
0.65527689
0.43041915
0.64512277
0.62298816
0.64216101
0.66981471
0.70297205
0.59382933
0.6979593
0.70930862
0.59596038
0.57402301
0.60459256
0.69057888
0.5574218
0.57916611
0.61636215
0.59801501
0.773839
0.65262234
0.61514521
0.53679109
0.72964948
0.67320901
0.56080914
0.19352275
0.76180696
0.63571233
0.51915723
0.6582911
0.72909546
0.79689783
0.90386075
0.63076591
0.77259338
0.6528095
0.59420878
0.70584643
0.79774076
0.77323514
0.72656608
0.65466481
0.64302188
0.60583979
0.73672944
0.69331592
0.66946226
0.66809523
0.65773457
0.66363823
0.71360582
0.69888413
0.73095113
0.81295276
0.6498251
0.66455501
0.56344944
0.64824033
0.69143224
0.83961409
0.62767184
0.65776265
0.58114141
0.83393794
0.63470799
0.74886715
0.53035671
0.63969678
0.71559954
0.62179047
0.65620071
0.68188745
0.64896202
0.69144732
0.70870084
0.69365954
0.68427682
0.6154055
0.64471334
0.69326973
0.73817205
0.72280288
0.70275152
0.68718308
0.78253126
0.76154184
0.69495785
0.66762561
0.66845483
0.64275503
0.72886688
0.69708359
0.71959567
0.71590447
0.69224328
0.69740933
0.62103492
0.70701909
0.80001622
0.66661108
0.66610026
0.64141321
0.63951343
0.64611775
0.63868409
0.72844619
0.77590233
0.77783126
0.92206568
0.64949179
""
0.71739638
0.71943843
0.77280796
0.69103473
0.66779435
0.79390895
0.70775664
0.68613285
0.6380164
0.77638882
0.67291057
0.65807223
0.68683457
0.738904
0.83554709
0.74529815
0.67709261
0.6962136
0.65901333
0.71222699
0.7084927
0.6903075
0.63310689
0.66360766
0.66052681
0.68387127
0.56843191
0.71763206
0.69563818
0.62040669
0.67411339
0.66587758
0.64095765
0.41637677
0.7362476
0.79524535
0.74288976
0.72742158
0.70100689
0.75500071
0.67928356
0.62525654
""
""
0.66119564
0.74380392
0.71371228
0.63493967
0.65783077
0.67003888
0.78834659
0.67255694
0.63938385
0.79948431
0.76413918
0.74256378
0.86741513
0.80889189
0.7051599
0.74996918
0.72660154
0.63375932
0.71376973
0.70260537
0.70196164
0.70458633
0.72005105
0.73513991
0.65932047
0.71451133
""
0.72530025
0.70597053
0.7411654
0.74322009
0.7464788
0.74988914
0.792418
0.77102011
