kfr_native_hisp_pooled_p10
0.21844867
0.27516246
""
0.41524658
0.25506923
""
0.2976799
0.29534948
""
0.25611243
0.26650497
0.29909834
""
0.36130983
0.28352475
""
""
0.24236254
""
""
0.39388058
0.29292661
0.30492333
0.40344879
0.35382563
0.3245858
0.36687836
0.32018065
0.30971169
0.37020347
0.074927278
0.29679495
0.3170639
0.33241597
0.41359586
0.35456905
""
0.2651177
""
""
0.32884219
0.29362443
""
""
""
0.26581275
0.37944391
0.29334438
0.42972171
0.28436258
0.36955872
0.38227162
0.34418058
""
""
0.38861912
0.1500636
""
""
0.23736237
0.37357968
0.33617747
""
0.44806316
""
0.28726101
""
""
""
""
""
""
0.29337189
0.14713976
0.43067998
""
0.31234586
0.25439593
""
0.31118834
0.22106634
0.4010022
""
0.19801718
0.35020304
0.39150399
0.35136759
0.36020342
0.36364731
0.3587698
0.31207183
0.45414695
0.18063585
0.31846973
""
""
0.32902092
0.34002483
0.3506344
0.36008251
0.34719771
0.37579113
0.33752221
0.33139741
0.33278498
0.36253449
0.35316044
0.32085606
0.36393288
0.3894169
0.41353679
0.33935162
0.29043022
""
0.32137397
0.27823988
0.29339257
""
""
""
0.27869007
0.35663787
0.32830706
0.27409825
0.2697638
0.40396678
0.29373142
0.22383764
""
""
0.34772485
0.28410521
0.37306112
""
0.31865215
0.22696896
0.4172515
0.32777306
""
0.25886863
0.31304699
0.39653659
""
0.18322091
0.27038035
""
0.37897593
0.27817619
""
0.31859925
0.3568767
0.30193141
0.40234199
""
0.31115702
0.38822043
""
0.2426897
0.24218754
""
""
""
0.34038374
0.37479755
""
0.40923274
0.24512619
0.40276128
0.41500121
0.38454971
0.32891622
0.2818298
0.33004087
0.32903007
0.319857
0.2982319
0.31812489
0.3297264
0.35649347
0.23513521
0.32417738
0.34759536
0.34464464
0.4208155
0.35584858
0.31278986
""
0.44871202
0.35021612
""
""
0.36498824
0.33939686
""
""
0.25491807
0.31827766
0.32072219
0.34463409
0.38799751
0.33094412
0.37130657
0.39387313
0.41361439
0.3278507
0.3439047
0.34958035
0.20727293
0.37488082
0.37136918
0.38802806
0.34604707
""
0.17984976
0.40583336
0.22726001
0.33370194
0.36238289
0.25914273
0.41949946
0.48548555
0.54812646
0.30604011
0.53162187
0.33108974
0.34554318
0.42565465
0.31127593
0.38218915
0.3315734
0.36694029
0.24632664
""
0.31215584
""
0.30940524
""
0.34611225
""
""
0.2584163
0.47995687
0.40105796
0.31379324
0.53726178
0.25189659
0.31094068
0.32269061
0.39710501
0.2545003
0.34093195
0.31771463
0.39899188
""
0.33560136
0.14574984
0.31206366
0.31615204
0.28952599
0.37325418
0.38911539
0.34962863
0.31649595
0.33498582
0.35022733
0.37535122
0.44905892
0.38108033
0.32879123
0.3574284
0.35278314
0.32959756
0.3069219
0.40632394
""
0.40817189
0.36702815
0.19987266
0.40695253
0.35999063
0.31802502
""
""
0.34705108
0.36927471
0.36308715
0.29462507
0.32209992
0.34795645
0.33307588
0.55550247
""
0.38741863
0.42431164
0.45626369
0.37434807
0.40228832
0.35588771
0.46396717
0.43028837
0.3914333
0.1512056
0.43978593
0.39422581
0.4369812
0.37454337
""
0.36662254
0.30073023
0.36742845
0.36280844
0.24177191
0.31818309
0.33798522
0.39909917
0.29119408
0.16661236
0.35130957
0.30472332
0.331644
0.3961702
