kfr_pooled_male_mean
0.46698222
0.4860329
0.41849878
0.44948763
0.46644306
0.36876696
0.40843412
0.43185818
0.39781341
0.42671174
0.45296642
0.46846449
0.4618814
0.47254995
0.4757145
0.46675423
0.469392
0.40058443
0.41083014
0.4781802
0.45557457
0.4672547
0.44754142
0.37897533
0.45909932
0.46061158
0.44132265
0.43041092
0.46246117
0.47137126
0.44760182
0.35025704
0.38329661
0.42342609
0.44742444
0.47378379
0.43862566
0.50081164
0.4831461
0.47359794
0.47266591
0.46088728
0.32662085
0.32215148
0.47231501
0.44681105
0.45715129
0.45931146
0.43483433
0.47740513
0.41083637
0.46732789
0.32845074
0.43893069
0.42365882
0.42236453
0.37372771
0.47312278
0.55552733
0.3663789
0.42515525
0.4419643
0.43972084
0.44808295
0.50706756
0.39188921
0.44950908
0.36283565
0.37916279
0.48536989
0.23653293
0.37602422
0.50559992
0.33613124
0.4840422
0.52044249
0.36407235
0.49487472
0.48517892
0.4671692
0.46046165
0.21974729
0.36178261
0.46141544
0.31983015
0.34480038
0.29583839
0.43323705
0.35793847
0.43768507
""
0.44607908
0.4664287
0.44441441
""
0.32276013
0.36507109
0.46851885
0.47673881
0.47174814
0.48756188
0.5352754
0.41943759
0.48204121
0.44348431
0.43326861
0.45537388
0.42928994
0.40545186
0.48729789
0.43136439
0.42835921
0.46212772
0.47522324
0.49552169
0.48966688
0.44029036
0.47748819
0.45490834
0.37835622
0.47312471
0.46115452
0.46956509
0.4983854
0.47053573
0.48042843
0.46972373
0.45420769
0.38293976
0.43312088
0.44490382
0.39522013
0.4460493
0.49149302
0.45826769
0.447997
0.44504166
0.48619145
0.45885351
0.41237801
0.43486026
0.44247553
0.47610775
0.43046653
0.42707387
0.39511159
0.47018433
0.39601082
0.45312804
0.35597217
0.41953859
0.45823461
0.44625837
0.46279398
0.47043157
0.42926899
0.43830338
0.39211091
0.41665906
0.44066969
0.42876974
0.44327909
0.41471848
0.46557707
0.336023
0.47019979
0.42054814
0.4538922
0.48098147
0.45469549
0.43416068
0.47360995
0.36507568
0.48038581
0.43274307
0.42159396
0.46441391
0.47146732
0.45881894
0.43283477
0.44556254
0.46527645
0.48369887
0.48441768
0.39713892
0.42510721
0.52553821
0.4511961
0.52579379
0.47965091
0.50370181
0.48611042
0.54680628
0.44491792
0.54466611
0.44095489
0.46262962
0.46347052
0.39078173
0.52895695
0.48562679
0.45072091
0.46510234
0.52139401
0.46605599
0.44302809
0.58788073
0.49876398
0.44978842
0.45025578
0.49000466
0.53484964
0.46494561
0.52599412
0.50956279
0.52124864
0.54438055
0.49502414
0.46148887
0.48090351
0.49633709
0.46735147
0.48903525
0.53389543
0.47480676
0.51786172
0.5675813
0.49874216
0.5539915
0.4928627
0.4855884
0.5202558
0.50107622
0.51024574
0.53029901
0.47219965
0.48707792
0.46629462
0.46652701
0.4464201
0.51740092
0.51159799
0.51434571
0.45814207
0.48761749
0.48466957
0.55416459
