working_pooled_male_p75
0.83911401
0.83184135
0.79948562
0.83111554
0.84473318
0.86002672
0.83995789
0.83618498
0.83625633
0.84207416
0.83457595
0.83507782
0.85033506
0.84859425
0.84118277
0.83158892
0.79862589
0.83065116
0.82194918
0.83669311
0.82905358
0.82898456
0.8092339
0.83125859
0.83696091
0.84885317
0.8312344
0.83964771
0.84330553
0.83501643
0.84792376
0.86972189
0.84995306
0.85535991
0.85189372
0.83641011
0.84274048
0.82974511
0.84320521
0.83879167
0.82585627
0.82544386
0.84612536
0.85792297
0.81569076
0.83007461
0.83136594
0.86586642
0.84423524
0.8518939
0.84458399
0.83485055
0.82761025
0.85690266
0.85408884
0.83191818
0.83510429
0.83398902
0.83975673
0.83083993
0.83340389
0.83743942
0.81147581
0.81925869
0.82948273
0.83858788
0.80500591
0.79194039
0.8421697
0.81113642
0.83912301
0.82471132
0.81358141
0.84108698
0.84275252
0.84608358
0.8465482
0.83747864
0.85959399
0.82678437
0.81416988
0.82726157
0.84330153
0.82907319
0.8280679
0.83845216
0.83202493
0.82511562
0.83487916
0.83775979
0.84652007
0.836178
0.81889033
0.83072251
0.85122895
0.82278621
0.84105939
0.84151852
0.82094049
0.83866256
0.81930429
0.81103742
0.81871277
0.83160943
0.81921208
0.83081454
0.82495391
0.83669782
0.83959246
0.83246976
0.83129579
0.85586172
0.84164518
0.83985579
0.8255316
0.83958924
0.83420861
0.8217755
0.83443999
0.80935246
0.83179432
0.84713936
0.8297016
0.82335007
0.80525386
0.82960987
0.82797539
0.83705765
0.79322726
0.81975907
0.82089794
0.82673746
0.82160467
0.80979943
0.82174867
0.84355038
0.83472341
0.82924086
0.84309727
0.81440723
0.84108579
0.84180826
0.83145267
0.80793518
0.82557213
0.85445368
0.84833747
0.84521037
0.83914071
0.82679516
0.83852887
0.83052909
0.82758105
0.8254506
0.84391439
0.83338356
0.86541384
0.83639407
0.88660538
0.85641533
0.76074857
0.84691054
0.84484482
0.84107065
0.85109901
0.83921587
0.8681547
0.88992816
0.89173341
0.84386468
0.83162498
0.84809268
0.86836725
0.8490181
0.85043478
0.87122357
0.85734057
0.86739439
0.84876329
0.83885795
0.86279327
0.84497654
0.86627787
0.85118783
0.84805965
0.86741257
0.84394914
0.87715942
0.84316486
0.83549809
0.8353048
0.8580988
0.86056441
0.85326362
0.86835021
0.87602311
0.88211083
0.90442133
0.86540443
0.88993019
0.86834371
0.87211519
0.88517195
0.86111695
0.85625374
0.87816322
0.85605866
0.85962152
0.87716395
0.86856103
0.85539049
0.88816661
0.8729257
0.88165504
0.85979068
0.87697309
0.86820304
0.86238199
0.86980462
0.88613945
0.87348616
0.87994379
0.85439485
0.84282285
0.85471076
0.87013847
0.86925989
0.89402723
0.87491393
0.86798847
0.87041038
0.85182089
0.86186528
0.86195612
0.88245475
0.84830004
0.84901863
0.85105795
0.84764665
0.78305268
0.83873719
0.8486895
0.87158978
0.85663718
0.88006544
0.85001856
0.81958258
0.87745577
0.84757453
0.86543369
0.87790334
0.86029291
0.88057965
0.89830935
0.86064553
0.87121737
0.87043738
0.87633157
0.87601602
0.87319738
0.88461536
0.86885536
0.86096263
0.87332869
0.8449505
0.82210505
0.8454873
0.84483367
0.84533983
0.84126335
0.83804846
0.83127373
0.84847552
0.8368842
0.80045444
0.87032717
0.84523994
0.86334151
0.86166757
0.84675062
0.85311395
0.83391726
0.83128291
0.8505739
0.85555035
0.83316976
0.8521148
0.84126061
0.85309714
0.8612175
0.87258768
0.89297259
0.8669917
0.87939799
0.86187506
0.88260955
0.90271348
0.88873076
0.8941834
0.88720226
0.87872791
0.87506205
0.87390709
0.88721043
0.88394713
0.8963989
0.90805733
0.88832778
0.88925272
0.88480937
0.88167948
0.88640916
0.87199855
0.88972861
0.88946354
0.8994872
0.87152004
0.89068353
0.88796252
0.88924426
0.88555217
0.88245398
0.8951478
0.86673611
0.89511931
0.81047833
0.86984026
0.88957822
0.8754431
0.87768489
0.88665938
0.87548077
0.86497575
0.86931413
0.87384152
0.85168743
0.8649745
0.86205024
0.87943631
0.85974813
0.85458356
0.87581199
0.86851078
0.8617366
0.87535334
0.84434581
0.85708845
0.84207046
0.86951667
0.85072863
0.8578673
0.84294194
0.86081856
0.85800642
0.87411588
0.86753595
0.88479543
0.85342854
0.82222235
0.82951969
0.824579
0.89601439
0.88484728
0.87416112
0.88069403
0.87312919
0.8606739
0.85405993
0.87651891
0.86983275
0.90484148
0.82358235
0.89914477
0.69694269
0.87714946
0.87507558
0.89319706
0.88921219
0.82328963
0.88357228
0.89388812
0.74716413
0.83535379
0.80095464
0.83006871
0.9439708
0.91644049
0.90783954
0.94466114
0.87687761
0.86975271
0.8478722
0.87485296
0.89938962
0.8820253
0.88132751
0.89424402
0.89942789
0.87802321
0.52727765
0.87378967
0.90405369
0.8942318
0.85985869
0.90882987
0.89727807
0.89300704
0.89199919
0.86876905
0.76517272
0.88899446
0.88030976
0.84447873
0.88567239
0.96043277
0.85763472
0.90425932
0.86032188
0.90972328
0.85799855
0.8819539
0.8889128
0.8940565
0.92709792
0.88707143
0.90535915
0.89485896
0.88364863
0.87535036
0.87753904
0.90716201
0.88191205
0.8724671
0.87792945
0.87234753
0.89597088
0.88036507
0.70826018
0.81856817
0.71119517
0.75201118
0.88204992
0.87237144
0.88455403
0.81785381
0.89270854
0.88658065
0.88706505
0.89733529
0.8957299
0.88503498
0.90317059
0.88003623
0.8780638
0.90249962
0.8796832
0.84732443
0.87615436
0.78172278
0.84237272
0.88608086
0.86550838
0.84114569
0.8189072
0.81760025
0.85481465
0.85392618
0.807989
0.87044066
0.87044466
0.8893829
0.85535508
0.84859967
0.8691625
0.89265531
0.89688462
0.89575946
0.84424061
0.82425296
0.88593805
0.87007159
0.85606623
0.85057515
0.86584765
0.89740497
0.86706299
0.89273298
0.88012093
0.87133962
0.87845254
0.86463374
0.82958746
0.91011024
0.88391781
0.88531029
0.89607084
0.87207758
0.87241113
0.8674311
0.86055106
0.8686282
0.87805516
0.87137097
0.89007902
0.84765005
0.86786598
0.85916555
0.87170684
0.85225195
0.85270357
0.87062395
0.85596335
0.86747718
0.85121983
0.85487092
0.86877555
0.8512035
0.85605866
0.83603817
0.84083146
0.84725261
0.86370689
0.84674269
0.86461192
0.8476547
0.86466348
0.85843617
0.84709126
0.88349968
0.85335147
0.91183978
0.85254514
0.91944307
0.84449804
0.84629071
0.86819786
0.83839601
0.84012139
0.84929824
0.89280963
0.84934306
0.74720621
0.84720159
0.86229342
0.87938809
0.88725805
0.85106254
0.88056618
0.86323369
0.85003304
0.84876001
0.87426847
0.83586484
0.83552992
0.80865502
0.846636
0.89097321
0.84568781
0.65053397
0.8520003
0.88645929
0.82435679
0.83722669
0.88276207
0.85737127
0.86702681
0.85539532
0.85736829
0.84393507
0.8508094
0.82938796
0.8487488
0.84504753
0.83920574
0.85069156
0.88593763
0.85051447
0.85021371
0.87940723
0.91880327
0.85163361
0.86390179
0.8520276
0.8513183
0.90304637
0.85799044
0.84196389
0.87916416
0.89314234
0.83520788
0.84027088
0.8383761
0.84677267
0.84327531
0.84519535
0.83684033
0.82831973
0.81757081
0.83296067
0.8463974
0.84240091
0.83549494
0.84703821
0.91121811
0.85474664
0.82929701
0.87002552
0.83564049
0.84437579
0.84545964
0.83207083
0.83084458
0.85744733
0.84876209
0.81060326
0.7420516
0.75599396
0.81016624
0.79210383
0.80078375
0.84366781
0.74690866
0.84668559
0.72820216
0.7867322
0.7800169
0.85252863
