kfr_stycz_pooled_pooled_mean
0.44875702
0.4562394
0.37272426
0.43129173
0.47207272
0.31485796
0.38264421
0.40249071
0.36501276
0.40592346
0.45894745
0.44530514
0.43564934
0.44663817
0.47432473
0.43102342
0.44054067
0.36719844
0.36392179
0.43550044
0.44778687
0.46601421
0.4136084
0.32892135
0.43878353
0.44290882
0.40182745
0.40482363
0.43455148
0.45161262
0.43680751
0.29440787
0.36657906
0.40631402
0.41301137
0.44437006
0.42959324
0.46187365
0.44663641
0.46540749
0.42117622
0.45806929
0.33389482
0.28781062
0.45464563
0.4008269
0.41702014
0.42883083
0.41301548
0.40786648
0.36585161
0.45236397
0.31916103
0.40188971
0.39177269
0.40971974
0.33979255
0.47555757
0.54436535
0.29661027
0.38346249
0.38959882
0.42330644
0.42004922
0.48348227
0.3419174
0.41772807
0.35885975
0.40820545
0.43761539
0.22823632
""
0.49233502
0.25633377
0.43240395
0.46001533
0.30025753
0.44389638
0.41745558
0.40830678
0.38245079
0.20253557
0.30127466
0.42029491
0.28911293
0.37058693
0.28121349
0.37574792
0.3030743
0.3765353
""
0.38193119
0.36741412
0.36131617
""
0.31394139
0.35402939
0.43672651
0.4609589
0.4640117
0.46758732
0.51958001
0.38128644
0.48772597
0.42511788
0.40523019
0.42775089
0.43317419
0.41313332
0.44850457
0.42781988
0.38150561
0.42251846
0.43281531
0.50423497
0.4533467
0.4019171
0.48346525
0.4186492
0.33760849
0.40044269
0.44271821
0.4312776
0.47693568
0.43224666
0.48006415
0.44975749
0.42546573
0.36874193
0.40313584
0.39807731
0.37373388
0.41156989
0.49284855
0.43402815
0.39348528
0.39672419
0.51077676
0.45073521
0.37141708
0.41401026
0.40528139
0.43687862
0.4038069
0.38458705
0.35343185
0.4411951
0.35656849
0.43494368
0.34336245
0.42896417
0.42100868
0.41660982
0.45951807
0.48153883
0.39459905
0.42132059
0.37364948
0.3808974
0.41622904
0.38409552
0.43330976
0.3849712
0.46379638
0.30764723
0.45554164
0.40784225
0.40743098
0.43742672
0.41030911
0.4196876
0.45570293
0.34684119
0.47341871
0.42781559
0.39053065
0.42164496
0.43829545
0.39385974
0.41270885
0.41556722
0.43447453
0.48930749
0.45215756
0.35220155
0.40637413
0.54425454
0.35683969
0.52438504
0.44232544
0.49297971
0.46874008
0.56175113
0.38644353
0.54378355
0.4453561
0.45231703
0.41994685
0.43066275
0.51442063
0.48716298
0.44971174
0.45228025
0.48360172
0.4888069
0.45206654
0.59372687
0.4529596
0.42467231
0.44504067
0.46858889
0.46958357
0.47768027
0.54516506
0.48453173
0.54336393
0.54494125
0.4264085
0.47779819
0.48757279
0.50629842
0.48330361
0.50153852
0.56434089
0.47613049
0.50352204
0.5943433
0.48680305
0.56597221
0.50200289
0.44652167
0.48209366
0.44712049
0.52130014
0.51844031
0.46569768
0.46833283
0.42229891
0.35749593
0.44645649
0.48412746
0.52668828
0.5078153
0.44082001
0.49389637
0.40860662
0.55593967
0.47294697
0.43513387
0.38404334
0.53555238
0.56549352
0.46870023
0.54539943
0.58876747
0.47807077
0.33908692
0.4256646
0.47356066
0.48121822
0.44789764
0.39297709
0.59873217
0.50842154
0.55684817
0.46019536
0.44891155
0.51707137
0.52926135
0.44369286
0.47924876
""
0.37127843
0.57404912
0.56465298
0.47561401
0.52672553
0.43156862
0.50321394
0.52112705
0.40891838
0.45549333
0.51966727
0.49300238
""
0.53422791
0.43971059
0.46349591
0.51823586
0.43289438
0.47256902
0.52617544
0.49815455
0.54802471
0.42690703
0.41503406
0.59282446
