kfr_native_black_male_p25
0.29407763
0.26560843
""
0.26666468
0.28069779
0.31966943
0.30263323
0.14967759
""
0.31244349
0.2875419
0.28058717
""
0.28812516
0.32228988
""
""
0.27566525
""
0.3169674
0.32359689
0.29686946
0.29593486
0.29775244
0.30307481
0.2700862
0.32411787
0.30861512
0.31685904
0.30880234
0.30744419
0.30975097
0.29915717
0.32716626
0.31615627
0.318075
0.31912968
0.33622962
0.32311776
0.30906278
0.31156239
0.35352957
0.34121764
0.37732267
0.32767385
0.31479052
0.32508883
0.33577928
0.33364668
0.3245869
0.35136843
0.36689785
0.29861003
0.32441425
0.30251676
0.31691065
0.33789003
0.29807314
0.32725841
0.33045533
0.30104324
0.30308715
0.33640805
0.29373497
""
0.33801338
""
""
""
""
0.30770087
0.28314462
0.2882843
0.30701342
0.29609275
0.4132742
0.31525606
0.32892087
0.35009813
0.2882219
0.31458476
0.33319509
0.28924069
0.32581285
0.29342791
0.3307099
0.30949616
0.3195599
0.29610029
0.28524867
0.36691916
0.33248162
""
0.30028966
""
""
0.28546974
0.28498286
0.26841286
0.27837935
0.26354259
0.27857953
0.2758069
0.28351086
0.2827051
0.27359641
0.24888194
0.29083076
0.29145902
0.28982851
0.27963752
0.31451821
0.31969693
0.30724457
0.33684075
0.30112201
0.31244963
0.29187596
0.29662874
0.31404778
0.3070741
0.27345002
0.31957141
0.31283385
0.29398468
0.29665914
0.30960542
0.30194998
0.29595894
0.30700842
0.29183981
0.29997835
0.30459332
0.34195408
0.29214856
0.30677113
0.30582041
0.2891877
0.28621614
0.31205738
0.28728017
0.30403647
0.32436886
0.28684682
0.28765592
0.32487175
0.30468589
0.31745559
0.3143433
0.30731896
0.31529638
0.31001937
0.31025106
0.37705535
0.29538867
0.30941966
0.35736606
0.30939755
0.32948777
0.33964595
0.35109079
""
0.33257538
0.30529234
0.36394414
0.33245575
""
""
""
0.32021862
0.28722277
0.31125757
""
0.27140412
0.3174381
""
0.2808342
0.28557894
""
""
""
""
0.2826291
0.19582595
0.32521144
0.27684963
0.28478795
""
0.31079265
""
0.22218843
0.29702953
0.29746968
""
0.32841587
0.32048777
0.34023625
0.30019134
0.27765167
0.30756605
0.30158341
0.25398421
""
0.29882893
0.30718613
0.29711986
0.28887543
0.15615772
0.36270016
0.2824904
0.19940366
0.33716246
""
""
0.30047798
0.27951184
0.29780188
0.27604353
0.3999809
0.24743153
0.31619126
0.27925861
0.33418974
0.38813987
0.27951548
0.21920174
0.27313024
0.35739547
0.29207596
0.28176093
0.29876623
0.27188951
""
0.23830654
""
0.30549648
""
0.30667514
""
""
0.31554389
0.3708826
0.33955657
0.31352934
0.3134605
0.28804454
0.31253761
0.29312709
0.30073687
0.33157632
0.28647006
0.32498658
0.46518874
""
0.3548972
""
0.27419198
0.31586394
""
0.3220883
0.31322736
0.33759761
0.3043755
0.27492493
0.30204213
0.3162531
0.31745726
0.30319723
0.30034819
0.3009297
0.30954593
0.33304495
0.3087182
0.36884177
""
""
0.40130952
0.33804652
""
0.4245514
0.29521331
""
""
0.32557258
0.38880351
""
0.34443325
0.29876998
0.25278845
""
""
""
""
""
""
""
""
0.47213835
""
0.24571623
0.32597503
""
""
0.29255074
""
""
""
""
0.29912552
""
0.33625603
0.28270686
""
""
0.36575127
0.29776776
""
0.47368836
0.295504
0.33259419
""
0.28669149
""
""
""
0.30056471
0.28219867
0.29544148
0.37190226
0.30655807
""
0.27315897
0.30107906
0.27625027
0.30803081
0.28212687
0.27536869
0.36122385
""
0.28584746
""
0.31104821
0.27053484
0.27685994
0.28174406
""
""
""
""
""
0.33250242
0.31432664
0.31304064
""
0.2947931
0.29566747
""
0.26856077
0.3366738
0.31727982
0.33059186
""
0.50662041
""
""
0.29588896
0.36097008
""
""
""
""
""
""
""
""
""
""
""
""
0.22154351
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.39948994
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.32994208
""
""
""
0.28670412
""
""
""
""
""
0.26047826
""
""
""
""
""
""
""
0.30561492
""
0.31876418
""
""
0.28309903
""
""
""
""
""
""
0.29754087
""
""
0.27790052
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.41204908
0.33563775
""
""
""
""
