frac_years_xw_black_female
""
0.71837676
0.61624861
""
0.57008439
0.69007546
0.55111003
0.63764566
0.69648737
0.61076117
0.67313671
0.74495268
0.67865354
""
0.62079555
""
0.67759264
0.67699283
0.55920082
0.51391381
0.65452671
0.49979392
0.71180528
0.63565475
""
""
""
""
0.41054553
""
""
0.61187083
""
0.66617465
""
""
""
""
""
""
0.70624167
""
""
0.57025445
0.60146195
0.49565631
0.48308527
0.57154489
0.49155191
0.57321912
0.6622538
0.5935154
""
""
0.62565821
0.53814709
""
""
""
""
""
""
""
""
""
0.62711257
0.63763583
0.60329992
0.61441487
""
0.68421507
0.54784781
0.65018761
0.66475213
""
0.58549547
""
0.499717
0.63288325
0.67726797
0.56557584
0.57970226
0.41508606
0.45648849
0.53550124
0.55029178
0.50978976
0.62243664
0.56462252
""
0.59791189
0.55614156
0.56246859
0.59932691
0.5454061
""
""
0.45810434
0.53914791
""
0.63899297
""
0.63631976
""
""
""
0.63837701
0.68150347
0.67463559
0.71012533
0.64590752
0.65634298
0.56219184
0.44174877
0.61950988
""
""
""
0.54317915
""
""
0.70008332
0.55338365
""
""
""
0.55162919
0.57840073
""
""
0.56296134
0.62578213
0.51902461
0.60384268
0.5352143
""
0.63987887
0.50028712
0.62797034
0.66058403
0.72424263
0.58185714
0.5765813
0.54815114
""
""
0.48478204
""
0.52810025
""
""
""
""
""
""
0.64572257
""
""
""
0.4066447
0.62948513
0.6110779
0.5969013
0.62037653
0.59049326
0.37609351
0.59871566
0.59439123
""
""
0.74624586
0.66493291
0.73383039
0.72652566
0.59770918
""
""
""
0.6785894
0.65067506
0.5521217
0.66876429
0.52284372
0.66100872
0.46210244
""
0.54828405
""
0.53265709
0.7516278
0.67677361
0.58252656
0.33619612
""
""
""
""
0.6453864
""
""
0.60095215
0.60045141
0.5864265
0.55461323
0.57741094
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.70798218
""
""
0.2302136
0.47760621
""
0.50001663
""
0.423493
0.65757501
0.63633847
0.52577049
0.56941414
0.58817279
0.58884895
0.46127665
0.59304792
0.58420622
0.58429474
0.70703793
0.68776619
0.56258893
0.60885978
0.63558149
0.51730031
0.57933909
0.54242796
0.48739067
0.59223723
0.6256001
0.68200618
0.56071109
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.78558528
0.7163859
""
0.70071155
0.68526131
0.67542142
0.5707919
0.63386893
0.66717684
0.60365981
""
0.54064846
0.49320269
0.66274506
0.6191324
0.63762683
0.55807102
0.66870964
0.70500147
""
0.52531594
0.58809882
0.69161713
0.54257619
0.73544556
0.67034996
""
""
""
0.50310576
0.61520308
0.49938676
0.60215575
""
0.46063337
0.39980701
0.71746612
0.73264825
0.76315576
0.59107453
""
""
""
""
""
""
""
0.76909715
""
""
""
""
""
0.59595162
""
""
0.67997658
0.53647542
""
""
""
""
0.57132405
""
""
""
""
""
0.64436054
""
0.6871711
0.56612986
""
""
0.66231483
0.69059348
0.65760446
0.53506523
0.49792105
0.57885003
0.55272418
0.64963537
0.51541901
0.64040786
0.6913535
0.6607911
0.61678368
0.61972451
""
""
0.40894303
0.56452459
0.50081468
0.66689759
0.34591785
0.46756566
0.57017982
0.55070269
0.51831883
0.62537199
0.55192453
0.52536756
0.49618003
0.55635428
0.63409108
0.60270435
""
0.66231734
0.56128222
0.52930337
0.59501451
""
""
""
""
""
0.76581317
""
""
""
""
""
0.51635951
0.52699465
0.60337228
0.51536447
0.53678012
0.61861324
0.67750281
0.59769863
0.57677782
0.52167153
0.59069371
0.49416324
0.52526534
0.48880085
0.58516914
0.54755831
0.50353348
0.56899792
0.43346313
0.37562138
0.55336881
0.59302682
0.50364625
0.43353283
0.41507876
0.53849488
0.55507952
0.63526696
0.54748106
0.46614426
0.60860145
0.60337895
0.54809719
0.54957289
0.58089948
0.33921403
0.28889769
""
""
""
0.34153616
0.34380549
0.43280977
0.64255941
0.34453535
0.68144417
0.63150978
0.54527134
0.39017779
0.61023581
0.62956828
0.35631534
0.54524416
0.53503418
0.56577498
0.29274639
0.67927229
0.65105307
0.75299311
0.65471023
0.54555094
0.50229913
0.55336964
0.64999962
0.65155172
0.60082418
0.60469109
0.62969005
0.72747415
0.39155322
0.51248741
""
0.28400317
0.4083887
0.39186916
""
""
0.69195151
""
0.61762291
0.45502204
0.44312075
0.48712063
0.56277227
0.70893663
""
""
""
0.37533414
""
0.54746562
0.43979269
""
0.48894867
0.41235363
""
""
0.66393048
""
""
0.4341124
""
0.6660378
""
0.39232224
0.50825214
0.46626663
0.45963261
0.71962434
0.69411749
0.72209293
0.66284585
0.60107321
""
0.68182051
""
0.73216015
0.71894765
0.51420385
0.56702483
0.63840199
0.50114399
0.7729727
""
""
""
""
""
0.58958822
0.54309267
0.29546505
""
""
0.28987768
0.26130533
""
0.29017326
0.60069948
0.5741685
0.62664896
0.60782802
0.70479465
0.67851073
0.63676113
0.64761257
""
""
0.60377121
0.80349815
0.51274276
0.50098026
0.51242411
0.53602767
0.55310035
0.68118095
0.5652979
0.17187516
0.63315171
0.20530814
""
0.4660213
""
0.66533393
""
0.59742582
""
0.64499432
0.47321269
0.59406537
0.37549764
0.46878776
0.3386462
0.62796181
0.50257868
0.65934068
0.67518651
0.70771706
0.55507863
""
""
""
""
""
""
""
""
""
""
0.68328464
0.72857678
""
0.698569
""
""
""
""
""
0.57109571
""
0.60668194
0.63654441
0.5504449
""
""
""
""
0.57764393
0.6317113
0.30299649
0.51281852
0.67895609
0.54736143
0.66584885
0.54965639
0.49031064
0.36928022
0.4288812
0.33238438
""
0.19747995
0.40186948
""
0.28518245
0.43117601
""
""
""
""
""
0.61419499
0.64379328
0.59281284
0.54120833
0.20374554
""
""
0.51420152
0.67860842
0.65739346
0.52467275
0.55672741
0.70060605
0.68276441
0.58530951
0.6533227
0.61280346
0.60721898
0.62361467
0.6787625
0.51578265
0.62858897
0.58088642
0.63269395
0.56193662
0.70970064
0.70440876
0.48556414
0.42839101
0.42869788
0.46241391
0.46218011
0.48900613
0.51172143
0.48633379
0.49004605
0.42553607
0.40198451
0.44907716
""
""
""
0.35497582
0.30304775
0.41438988
""
0.28265408
0.37501574
""
""
""
""
""
""
0.32218379
0.27904025
0.32858318
0.35462913
0.2544772
0.27376354
""
""
""
""
""
""
""
""
""
""
0.39443102
0.2826578
0.76458937
0.51773369
0.71376193
""
""
0.68055421
0.66380042
0.64457691
0.44822672
0.47907791
0.37598661
""
0.52576756
0.6958977
0.56389421
0.60999537
""
0.7419492
0.58927649
0.69144088
0.4437145
0.5533632
0.46696141
0.38788849
0.18159594
0.50944489
""
""
0.69315326
0.62265557
0.45717344
0.50818783
0.5470227
0.56577718
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.70538968
""
""
""
""
""
""
""
""
""
""
0.44210905
0.51859802
0.42253146
0.62165421
0.57565641
0.67761612
0.61787957
0.64522666
0.49808201
0.51186323
0.66755849
0.45822218
0.61468405
0.67466122
0.56313002
0.58459038
0.61475813
0.51798528
0.46216014
0.67883921
0.58529693
0.6402812
0.59776974
0.5916397
0.59555751
0.58888626
0.6868723
0.56650817
0.47834942
0.54992288
0.68730706
0.59113491
0.52819008
0.46685433
0.45058554
