marr_29_white_pooled_p1
0.4858343
0.48023051
0.46269861
0.36793211
0.34162426
0.18237762
0.40290028
0.22419499
0.39601764
0.32835856
0.36579055
0.26886415
0.26361892
0.55280226
0.43696597
0.36980826
0.46279168
0.53934366
0.40046081
0.34125856
0.26057982
0.23257919
0.47080329
0.4333078
0.49957627
0.27141473
0.27724069
0.29559529
0.5283255
0.053004831
0.27500463
0.091339082
0.23889031
0.24671963
0.25065196
0.53587651
0.5185039
0.38751364
0.7294535
0.34117451
0.35280064
0.49552742
0.46248856
0.33081016
0.4038313
0.73612863
0.3013922
0.41407388
0.76130182
0.12508835
0.18105905
0.48858389
0.32379353
0.41652578
0.28343323
0.30508053
0.39155847
0.49956563
0.49010655
0.46912536
0.51729786
0.54255587
0.26330331
0.29058963
0.40648758
""
0.36090741
0.49018267
0.41979542
0.54917419
0.76729548
0.43632573
0.3348408
0.45447356
0.53124243
0.34231713
0.037517827
0.022317661
0.31547663
0.21577975
0.54405302
0.54710501
0.41915858
0.61816508
0.39754143
0.55412889
0.40234002
0.25514019
0.36464804
0.29692534
0.32759202
0.32436392
0.38910648
0.28405404
0.34214061
0.33421403
0.24853873
0.27448186
0.41487169
0.21431661
0.44461548
0.24446978
0.36588147
0.38703927
0.44529405
""
0.26557389
0.30444872
0.21714769
0.20811859
0.21290822
0.20863974
0.23427603
0.21662907
0.28471625
0.29705244
0.36147434
0.31267679
0.3322736
0.32008392
0.47957656
0.30681577
0.24938951
0.51321739
0.23120515
0.31126094
0.42096561
0.41141155
0.45885393
0.44813621
0.25728363
0.46304411
0.42237616
0.60329676
0.21328494
0.7692697
0.43169463
0.49446234
0.21498579
0.46366027
0.16642661
0.14904936
0.28116819
0.55184621
0.48640689
0.48079821
0.4195067
0.1677098
0.49789017
0.43304232
0.39172453
0.35365313
0.4559983
0.18094328
0.29083458
0.38343659
0.34564999
0.031411491
0.71900308
0.50111705
0.35181305
0.60635078
0.36403438
0.35184649
0.42797947
0.52087498
0.49351469
0.30687493
0.42976508
0.31171995
0.13083503
0.33811465
0.36116433
0.34222004
0.29320306
0.35262805
0.39017808
0.40791097
