staycz_white_male_p25
0.78581983
0.63550848
0.62990993
0.75420189
0.57900524
0.68849242
0.71025455
0.77962124
0.69689381
0.73477751
0.71680826
0.78195471
0.8385064
0.69377077
0.85182005
0.74159908
0.62393498
0.75362509
0.80064911
0.64072496
0.64695996
0.61000741
0.69096404
0.8177821
0.76579499
0.67186356
0.79850078
0.73856956
0.68337363
0.7915675
0.60223925
0.53436589
0.76336735
0.79976344
0.66808766
0.54465061
0.80897731
0.66940141
0.60100728
0.75610185
0.68984932
0.73082894
0.54669583
0.50535768
0.73172665
0.44184494
0.67423123
0.59203541
0.60167831
0.54213917
0.38301811
0.61498368
0.72157812
0.70541757
0.74089789
0.848867
0.81061566
0.7443679
0.76863825
0.71196216
0.6527009
0.80600524
0.82309884
0.77093095
0.82204843
""
0.39562964
0.45986697
0.54761416
0.73151773
0.53998923
0.71495837
0.7465865
0.63640094
0.71782851
0.79449803
0.72343206
0.63536894
0.76365203
0.80154234
1.6798108
1.737482
0.66168481
0.75310808
0.61067867
0.54346293
0.54168218
0.69851524
0.76636761
0.89439279
0.75874203
0.70264328
0.69478917
0.60544181
0.6008997
0.80148435
0.71130145
0.3764511
0.64517087
0.71864164
0.77753961
0.72258908
0.73479408
0.60938233
0.73889661
""
0.62745541
0.57311338
0.62890226
0.64460987
0.58755463
0.67638308
0.70451099
0.731745
0.58215737
0.84296221
0.76097989
0.6611439
0.68940836
0.62649602
0.7754696
0.86328644
0.73975855
0.84319121
0.71092147
0.77301949
0.7435236
0.79305887
0.85952598
0.86176914
""
0.69821155
0.59190315
0.51310635
0.78051299
0.72086078
0.62599403
0.6665175
0.85098058
0.79477978
0.79307717
0.47942039
0.65268219
0.70893908
0.62956905
0.74411595
0.7887882
0.75661534
0.76433414
0.72020978
0.93447089
0.67627788
0.56245947
0.70721811
0.73061621
0.60352123
0.50958663
0.58831882
0.67575836
0.65925336
0.69625491
0.63694137
0.50308615
0.45993409
0.50920677
0.71970499
0.82882172
0.80011946
0.69386095
0.89766288
0.64430887
0.72153664
0.72185874
0.78442472
0.76972884
0.75528824
0.80659491
0.73387647
0.8453204
0.72314495
0.64498347
0.56537855
0.7048105
0.51772255
0.76328975
0.67391109
0.60738617
0.76186228
0.61237866
0.74200594
0.64067304
0.53523487
0.74269205
0.7166723
0.65551996
0.55743581
0.61668289
0.59504271
0.54783237
0.62615424
0.5602141
0.85584289
0.6181615
0.69375676
0.76983798
0.67599452
0.81511718
0.71707672
0.78174591
0.71677059
0.84720457
0.83732063
0.74816477
0.81401837
0.72032577
0.70861024
0.75750548
0.71546942
0.71532655
0.75637376
0.83159757
0.75212353
0.84557283
0.70803082
0.7066558
0.46253699
0.77569193
0.79532421
0.69279206
0.6177547
0.69798636
0.62910038
0.59396487
0.62032706
0.62717223
0.67838019
0.70174676
0.72259122
0.78724152
0.59620774
0.47641101
0.50082785
0.40887025
""
""
0.67187935
0.39816621
0.3715938
0.59623861
""
0.48393619
0.61696076
""
0.54616034
0.74465179
0.79560214
0.76575541
0.80865473
0.78314346
0.7486394
0.80232817
0.64423084
0.72465211
0.7766403
0.682019
0.52568489
0.72398937
0.64099944
0.73490775
0.69497132
0.66321987
0.70622283
0.68540639
0.67587614
0.6430006
0.61188793
0.5883472
0.59481102
0.80305952
0.64313924
0.63035065
0.83225197
0.77760625
0.67259592
0.68977392
0.57816136
0.55563509
0.74362403
0.57661909
0.58761299
0.70509934
0.58410889
0.65056515
0.56311518
0.70508558
0.80231285
0.81750959
0.56774724
0.63019639
0.81506342
0.65970039
0.60668808
0.64397746
0.78461957
0.78980452
0.74178475
0.74671376
0.75184411
0.7905823
0.57588351
0.6447084
0.62619764
0.72266597
0.75060922
0.66778415
0.76465189
0.79052669
0.84526485
0.83699328
0.81857193
0.69324958
0.72028023
0.88372666
0.74580508
0.6127286
0.67304391
0.66730756
0.82293183
0.69009441
0.71531928
0.83248615
0.78292519
0.59526783
0.54771268
0.67333329
0.78506631
0.72871029
0.89313757
0.66438663
0.72121692
0.74401832
0.71255064
""
0.4336094
0.6263957
0.68022579
0.81451941
0.85715938
""
0.45833236
""
0.76616669
0.67313474
0.55585176
0.78386909
0.76739413
0.66007745
0.82417917
0.58329928
0.4845129
0.44950959
0.63477182
0.45321637
0.59924561
0.17784825
0.53320789
0.6806826
0.61716622
0.61036843
0.60021418
0.76438922
0.66039199
0.66718972
0.72387546
0.69996101
0.76822126
0.78939408
0.80111891
0.7453627
0.69111186
0.79276836
0.74681956
0.69552809
0.70003408
0.78122121
0.76482874
0.60267258
0.64310944
0.77080506
0.84264022
0.711375
3.5310953
0.67702556
""
""
""
0.61871988
""
""
""
0.71230912
0.50176656
0.84894133
0.70542502
0.94797659
""
0.48933426
0.67652798
0.80350685
0.69143343
""
""
""
""
""
""
""
0.75531238
0.89266545
0.82764196
0.57773191
""
""
""
""
0.74515522
0.53419834
0.67284065
0.75338072
0.62140685
0.74497354
0.67055631
""
""
0.86518598
""
0.7094323
0.83741093
0.69304329
""
""
0.5805791
0.78081697
0.75624406
0.8253181
0.79393947
0.67326438
0.74989498
0.75943804
0.77289891
""
0.65160584
0.56255198
""
0.59017831
0.73084837
0.68403459
0.58496857
""
0.62165201
0.61771852
0.7566306
0.54847664
0.54719138
0.75380158
0.70939678
0.53188622
0.70315593
0.62808955
0.66106802
0.78621614
0.84035742
0.7759394
0.75689477
0.76971143
0.67325461
0.79408938
0.76079124
0.75811005
0.80056095
0.78393435
0.77393186
0.77275205
0.7608428
0.77733451
0.88703257
0.77845454
0.83113945
0.70261294
0.84157574
0.81063634
0.83234459
0.80066931
0.88122219
0.74172914
0.77860981
0.69686449
0.78091717
0.7817806
0.79169059
0.80066562
0.71431911
