has_mom_black_male_p50
0.86964554
0.88482374
0.84081972
0.8450492
0.86027819
0.85801959
0.84203136
0.87351912
0.93686283
0.83519924
0.83731794
0.83890176
0.910532
0.92045987
0.84901184
""
""
0.87482655
0.92226768
0.8046509
0.807491
0.84349239
0.83304799
0.78862989
0.85727638
0.78591621
0.82406086
0.83580667
0.87465549
0.79331654
0.84850353
0.88039154
0.86628413
0.87276924
0.76869285
0.81708324
0.78809482
0.78512633
0.78931397
0.6954568
0.78570926
0.77176857
0.81514883
0.67615873
0.75442535
0.73296118
0.77912873
0.74605983
0.78178865
0.771954
0.83157682
0.80207783
0.75877142
0.49782756
0.8177132
0.76944453
0.81017065
0.72672307
0.83190739
0.80565399
0.83566749
0.85563892
0.8242045
0.82680434
0.93635792
0.92232347
""
0.8137812
0.95394909
0.92467982
0.7357195
0.77703148
0.75527996
0.81830382
0.79412901
0.80531645
0.78975576
0.85640132
0.80751115
0.80197155
0.79719359
0.89402229
0.89360833
0.8805725
0.84217358
0.87783474
0.86438203
0.88831091
0.82959521
0.79754269
0.83731854
0.84589058
0.87044895
0.83815783
0.90534502
""
0.88004106
0.86480504
0.85478181
0.80118477
0.86069387
0.8083986
0.78679216
0.82782829
0.84891623
0.83191001
0.86158246
0.85449749
0.79201043
0.85886073
0.84191823
0.80912048
0.84799021
0.78895438
0.84773105
0.83760238
0.83885032
0.77791917
0.79821038
0.76414132
0.82752454
0.81404728
0.85123873
0.86637384
0.83985567
0.86869198
0.82014269
0.83347619
0.78655916
0.79803824
0.85041964
0.83232695
0.81806445
0.80338126
0.84378666
0.778189
0.80099177
0.84115344
0.80688965
0.74815828
0.83294755
0.84509969
0.82123607
0.77843899
0.80301726
0.78010857
0.84629154
0.79693747
0.79222167
0.80706948
0.81858677
0.79767269
0.74512875
0.70936239
0.86895543
0.77544624
0.7620768
0.76239771
0.83589631
0.84399182
0.90373558
0.9276768
0.87008983
0.83618999
0.82429886
0.83013707
0.88644934
0.79764313
""
0.89152026
0.89165586
0.9052465
0.98151457
0.89268976
0.94358718
0.86812991
0.90307117
0.90474492
0.93593693
""
0.98497266
0.95320565
0.87816507
0.89151782
0.88237023
0.87681931
0.91426343
0.87888682
0.91415858
0.90822703
0.91214287
0.90976542
0.87694347
0.98387569
0.93501687
0.91750431
0.87581313
0.87221396
