lpov_nbh_other_pooled_p25_se
0.084916078
0.05574242
0.15133916
""
0.10077309
""
""
0.038449809
0.097518392
0.10185365
0.11268689
""
0.12180463
""
""
0.06397783
0.048553906
""
""
0.098958082
""
0.08141432
0.049024958
0.069639824
0.041630019
0.085259773
0.054016087
0.067139626
""
""
0.066726781
""
""
0.080784984
0.040470619
0.046571437
0.02962609
""
0.07506182
0.0609123
0.074283361
0.084378906
""
0.14202264
0.033182155
""
""
0.060656168
0.030737923
""
0.043204602
0.060965545
""
""
0.092833288
""
0.079512484
0.067056023
0.085781805
""
0.070189908
0.11445325
0.062794849
0.071719334
""
""
""
""
""
0.01751628
0.096524447
""
""
0.089656934
0.035410039
""
""
0.050715242
0.059597377
0.078745253
0.10601844
0.13462698
""
0.054488134
0.12232646
0.1497678
0.12256171
""
0.089012757
0.088427342
""
""
0.17394146
""
""
0.11082008
0.077706881
0.038568493
0.044593681
0.086396083
0.085087441
""
0.066649675
0.010022065
0.041227311
0.051388986
0.018512854
0.045362115
0.11520013
0.041618906
0.050811861
""
0.10854298
0.090073168
0.033581693
0.064823829
""
""
0.11454753
""
""
0.087603137
0.12843713
""
""
0.1161
0.068294592
0.042856142
0.096150935
""
""
""
""
0.069898732
0.080341443
""
0.047685895
""
0.12613443
0.057260156
0.095150545
0.084656976
0.058542985
""
""
0.077082522
0.11793918
""
""
""
""
0.17478342
0.10096795
0.075034566
0.10022597
""
0.077631779
0.057131458
""
""
""
0.10600621
0.083968326
""
0.13934255
""
0.11647382
0.060032409
0.064567305
""
0.027172189
0.081288524
0.08659485
0.07785859
""
""
0.031455912
0.09431646
0.12086258
""
0.072260715
""
0.028101478
0.068515688
""
0.10739705
0.0102928
""
0.095566183
0.028708408
0.089603536
0.13259886
0.014705363
0.068884067
0.044133481
0.015122417
0.065942995
0.026568275
0.055868313
0.12110209
0.017801737
0.038063824
0.06440746
0.079484873
0.0052990755
0.041490048
0.030579196
0.089682244
0.043437634
0.026477739
0.15720084
""
0.020944122
0.049417362
0.052417655
0.0099172797
0.0288487
0.10689327
0.011957571
0.0094105424
0.076678544
0.010486715
0.0082487706
0.015697842
0.015934378
0.032664314
0.014559438
0.025380658
0.012412338
0.034221612
0.029829862
""
0.040033743
0.016094659
0.021891259
0.018349065
0.039931487
0.051939335
0.15319602
0.023910694
0.062063403
0.020068357
0.03285547
0.033886947
0.025136231
0.098628849
0.020501941
""
""
""
0.04317091
0.081243411
0.27010009
""
""
""
""
""
""
0.09988334
0.020736014
""
0.066606857
""
0.18692291
0.016380969
0.069589049
0.10007859
""
""
""
""
""
""
0.027290618
""
""
""
0.090305097
0.044448514
0.086882263
""
0.09362492
0.052798092
""
0.17078841
0.068917945
0.096050456
0.11867639
0.068067908
""
0.12978837
""
""
""
0.046299558
""
0.083599545
""
""
""
""
""
""
0.10146227
""
0.049312096
""
0.024044525
0.023059685
0.067434162
0.06516996
0.023558684
0.030008316
0.077560894
0.063465178
0.044155505
0.029167978
0.049044572
0.024808096
0.037805524
