kir_native_white_male_p50
0.49556229
0.49072438
0.49661788
0.49911797
0.51612836
0.51222509
0.51139408
0.47220874
0.4944047
0.50515431
0.49871629
0.52917713
0.46958333
0.48787183
0.50664061
0.52807665
0.51110893
0.51619709
0.51238841
0.53613776
0.51843184
0.5084064
0.50782812
0.51836127
0.53424132
0.52013183
0.52682
0.52242708
0.53891724
0.53180814
0.5545063
0.54865593
0.54590535
0.55619043
0.53115892
0.55251056
0.59958494
0.55611545
0.58285612
0.61125082
0.55774266
0.60216326
0.60401797
0.63869005
0.59029317
0.53973174
0.57985663
0.64991152
0.59899819
0.58892787
0.6085704
0.6145789
0.57028902
0.59468353
0.58116168
0.58997434
0.60649878
0.64518189
0.54301149
0.54106718
0.56817222
0.51717478
0.54067248
0.53543389
0.49387845
0.49105495
0.49246925
0.49995303
0.49426416
0.48560029
0.55488336
0.52621466
0.57478976
0.51555729
0.5097878
0.522695
0.51719129
0.51134175
0.51919776
0.52191937
0.51632077
0.52122748
0.51513249
0.51435971
0.52615356
0.52998728
0.51974869
0.52350175
0.51372576
0.5183745
0.53068662
0.49009007
0.49707273
0.51604503
0.4999274
0.49018213
0.50513655
0.51014429
0.51878816
0.52840257
0.52383864
0.55243099
0.54111969
0.53273565
0.51347739
0.53379655
0.52351755
0.51695657
0.5295018
0.50114453
0.52789134
0.54314357
0.53796631
0.54113096
0.53366369
0.51188773
0.53498662
0.52737749
0.51323646
0.48973104
0.522668
0.53465325
0.49685311
0.52021599
0.54104376
0.54015642
0.52039623
0.5328781
0.47145921
0.53814459
0.54336357
0.51704383
0.50500369
0.50809997
0.50979054
0.53437555
0.52305073
0.50982571
0.54418457
0.52029026
0.52494562
0.50307083
0.53070855
0.52520633
0.5074845
0.57797694
0.53706455
0.54364854
0.56063533
0.55984712
0.54194361
0.53829259
0.55643344
0.60312539
0.5342623
0.5504427
0.56793648
0.53425288
0.57544285
0.53311211
0.52264583
0.51814777
0.53748029
0.56726247
0.56072843
0.58486021
0.56007761
0.59178734
0.56148666
0.53547436
0.53788841
0.53821093
0.54780054
0.53960812
0.54412973
0.54557347
0.53501666
0.54596919
0.53208607
0.51919055
0.55036575
0.53753293
