staycz_black_female_mean
0.59657717
0.63084203
0.54781789
0.7431047
0.72693855
0.61116904
0.73505372
0.49615112
0.44061509
0.78049922
0.71522599
0.80245084
""
0.52867365
0.70246536
""
""
0.65321547
""
0.59435618
0.65800267
0.6148659
0.5862003
0.66380054
0.75615853
0.61421084
0.56033993
0.61485583
0.7192151
0.48109439
0.55323732
0.69690168
0.79608136
0.65942699
0.54666495
0.67721021
0.66002536
0.67348117
0.53115261
0.5456804
0.7744211
0.58867073
0.62401569
0.51470757
0.50967938
0.60319877
0.66244459
0.65251553
0.81904495
0.6749202
0.65734065
0.77132404
0.64965117
0.412402
0.56016141
0.74656278
0.57308882
0.53910542
0.47219998
0.53955197
0.5521161
0.76910871
0.45238832
0.57683277
0.47027081
0.54768664
""
0.2385902
0.49447811
0.53197742
0.56130344
0.5880354
0.52306604
0.66533792
0.64157593
0.61919606
0.71619952
0.64226204
0.62079531
0.83197969
0.53873539
0.66552871
0.5890491
0.65974671
0.84640366
0.60900885
0.51940483
0.64563066
0.75288218
0.67835552
0.62506503
0.63647038
0.47458509
0.75310159
0.50304002
""
0.60928088
0.7181263
0.79195923
0.7203753
0.69437623
0.72154707
0.7015503
0.69295353
0.64688379
0.72871476
0.6544987
0.79055846
0.57545459
0.6893329
0.68598062
0.60336715
0.73733163
0.52046239
0.70724255
0.78170866
0.70805132
0.54971027
0.59210074
0.60489237
0.66767275
0.5933001
0.66045892
0.49507219
0.61588198
0.69514519
0.73917729
0.56789261
0.63763261
0.66261435
0.8159644
0.70738566
0.73189533
0.63386041
0.69123787
0.63109165
0.7007612
0.66372591
0.54272211
0.61153924
0.72562689
0.58332461
0.59988725
0.61607105
0.65627152
0.54736185
0.63843721
0.66755664
0.60718066
0.61181211
0.54401761
0.81871974
0.69702077
0.46770564
0.68274403
0.74922061
0.57152218
0.75766039
0.5972839
0.56168276
0.34974751
0.49362019
0.61980867
0.84962016
0.56306916
0.78061199
0.33417669
0.4260731
""
0.56866515
0.78763717
0.5896135
0.28188318
0.59399188
0.46659395
""
0.61841476
0.71505553
0.45630735
""
0.48019043
0.43852076
0.69576699
0.73833376
0.4900932
0.81561208
0.51844805
0.55927777
0.76574415
0.67649013
0.59947026
0.47593242
0.85694921
0.57339269
0.62618947
0.66174006
0.50178403
0.61365777
0.71016526
0.47731665
0.59147358
0.60057145
0.29830134
0.62017953
0.60931462
0.70364207
0.84496826
0.53128028
0.53128946
0.53225315
0.46411455
0.69642866
""
0.50156337
0.54604405
0.63996327
0.60319078
0.78394288
0.4903056
0.62850648
0.46707091
0.50548178
0.61220723
0.56463099
0.81750381
0.51862264
0.46124393
0.54078174
0.77654052
0.61575222
0.6637733
0.69629318
""
0.57287097
""
0.5447576
""
0.61493677
""
0.2855567
0.63250351
0.57048208
0.60401559
0.71284419
0.60025316
0.63705099
0.67283535
0.67752069
0.47296536
0.59279603
0.74936879
0.52800888
0.46199948
""
0.46733838
0.45631453
0.67827094
0.7134465
0.57379097
0.57048517
0.57897747
0.66465092
0.66899377
0.75057799
0.62016839
0.7052629
0.61087155
0.70248568
0.81548101
0.74717629
0.72183186
0.64674097
0.53082532
0.35402781
""
""
0.53268546
0.39597508
""
0.43417042
0.63325393
""
""
0.73610628
0.55044246
0.55998868
0.65773517
