coll_hisp_female_n
""
""
""
""
20.0
""
""
20.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
40.0
""
""
""
""
""
""
""
48.0
""
""
""
36.0
""
31.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
101.0
""
""
""
""
31.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
173.0
62.0
37.0
45.0
""
""
2969.0
104.0
39.0
1252.0
187.0
161.0
72.0
362.0
""
""
""
75.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
42.0
""
""
""
""
""
38.0
""
""
""
""
""
54.0
""
""
""
1213.0
""
23.0
142.0
""
32.0
797.0
""
64.0
1690.0
36.0
40.0
635.0
""
1258.0
286.0
""
20.0
18190.0
275.0
79.0
""
58.0
473.0
""
""
888.0
140.0
33.0
3470.0
158.0
""
2963.0
987.0
171.0
3476.0
3352.0
447.0
919.0
175.0
734.0
599.0
1757.0
370.0
69.0
""
26.0
388.0
334.0
810.0
128.0
52.0
""
942.0
26.0
1269.0
227.0
69.0
544.0
35.0
399.0
""
""
""
144.0
38.0
""
""
""
""
""
""
""
25.0
863.0
""
74.0
""
""
383.0
22.0
20.0
""
""
""
""
""
""
372.0
""
""
""
40.0
120.0
46.0
""
""
74.0
""
""
""
22.0
45.0
41.0
""
""
""
""
22.0
324.0
""
30.0
""
""
""
""
""
""
""
""
265.0
""
447.0
398.0
27.0
28.0
327.0
68.0
29.0
31.0
28.0
135.0
36.0
171.0
53.0
""
31.0
""
154.0
1253.0
""
38.0
21.0
48.0
173.0
""
""
""
179.0
56.0
21.0
""
""
""
""
""
""
25.0
43.0
49.0
50.0
817.0
""
42.0
""
""
""
80.0
218.0
43.0
""
""
""
107.0
82.0
39.0
4423.0
73.0
""
49.0
32.0
809.0
275.0
672.0
121.0
208.0
230.0
""
37.0
99.0
28.0
98.0
265.0
""
""
""
""
176.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
35.0
20.0
""
""
""
""
67.0
""
130.0
""
""
24.0
""
""
""
""
""
""
""
161.0
""
""
""
""
""
""
""
""
""
""
""
25.0
""
21.0
""
133.0
""
""
""
""
""
""
176.0
""
75.0
""
""
""
""
""
21.0
32.0
""
""
""
""
""
""
""
""
""
""
""
""
25.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
53.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
38.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
62.0
""
""
""
""
69.0
477.0
23.0
55.0
92.0
""
32.0
""
""
37.0
""
""
""
39.0
""
""
""
106.0
""
32.0
""
""
""
""
""
""
""
""
""
""
""
27.0
""
""
""
""
""
37.0
""
""
""
""
""
""
""
45.0
""
""
""
""
""
27.0
""
""
""
""
""
""
""
""
""
""
""
4316.0
""
""
29.0
""
