working_pooled_male_mean_se
0.0076271971
0.0050205444
0.011600168
0.014430068
0.0087168617
0.0186332
0.011976524
0.0052683069
0.0093839886
0.014299436
0.010200894
0.016327208
0.010799036
0.017255554
0.017076768
0.0082097389
0.0078853788
0.017004794
0.020737104
0.0096398806
0.016336752
0.0071750432
0.0073498106
0.0087702377
0.0084386794
0.0069051934
0.0096551785
0.0063849026
0.014380319
0.011469952
0.012004615
0.019368166
0.016001472
0.013594784
0.0058518513
0.0083754631
0.0023918599
0.01571154
0.0065388549
0.0098374523
0.0061541912
0.0074441195
0.017021449
0.013915733
0.003581211
0.012625227
0.012286083
0.0069552828
0.0030170521
0.012999135
0.0038233749
0.0053559626
0.020262141
0.013799066
0.011116264
0.013557376
0.0081454497
0.0074771233
0.0044853478
0.018499017
0.0066275084
0.009276716
0.0048110755
0.008193437
0.015187198
0.01816396
0.012931123
0.050705791
0.049876805
0.0031546052
0.023883127
0.080745146
0.045083515
0.040670563
0.0053997887
0.065516062
0.05763245
0.0094112558
0.0094873914
0.015462714
0.016618222
0.031852558
0.052270081
0.0079842154
0.028261511
0.034847923
0.03703237
0.06169242
0.030670049
0.018962942
""
0.030300692
0.025721747
0.055847928
""
0.02875945
0.011223014
0.0051276716
0.0054835551
0.0093456423
0.01067817
0.019470835
0.019070296
0.0011200617
0.0047344868
0.0071371174
0.0021247715
0.0049692038
0.0092678666
0.0047762613
0.0048559397
0.013147667
0.012803623
0.0099965753
0.0044688452
0.01000281
0.016862186
0.028874809
0.012424218
0.016216483
0.012569361
0.014263893
0.012458839
0.020625217
0.012089411
0.013189317
0.0069923881
0.0077849412
0.0078585949
0.013424973
0.018478248
0.014083504
0.013722211
0.0064184102
0.014225595
0.018727766
0.0067056729
0.014397763
0.0097015863
0.012597918
0.010488674
0.016361706
0.0091297459
0.022785358
0.015821274
0.0063133435
0.012113879
0.025232246
0.014755696
0.020842638
0.019533014
0.016005106
0.013366659
0.007249454
0.01733377
0.018373126
0.0087746661
0.008175564
0.019301349
0.023268092
0.019327145
0.020006798
0.0109151
0.020645419
0.012876014
0.021421544
0.012348116
0.013869242
0.0077397479
0.023744699
0.0030138199
0.013218082
0.011692873
0.0061048395
0.020449121
0.027003136
0.0052725519
0.015590083
0.015813382
0.020063883
0.0085634869
0.014265199
0.0048509343
0.007338299
0.023502115
0.014374389
0.0016444449
0.06075817
0.010789551
0.0044271988
0.010948185
0.015539321
0.0018985788
0.012085736
0.004492633
0.0021488515
0.011974812
0.0062376214
0.0043808906
0.013942581
0.0021664472
0.0049840868
0.0099747656
0.010593652
0.00069541199
0.00508379
0.004347444
0.014896696
0.0072660754
0.0038848945
0.021351863
0.02542137
0.0030044431
0.0052883043
0.0063463631
0.0012120255
0.0034335146
0.016708463
0.0014876418
0.0017383896
0.0070732385
0.0013656701
0.0011953935
0.0026400506
0.0023735208
0.0039307838
0.002267011
0.0031573342
0.0014968693
0.0039196066
0.0045693899
0.039063018
0.008755804
0.0025907087
0.0029194071
0.0026895152
0.0061276578
0.0074606589
0.027682658
0.0030320359
0.0083476426
0.0020734654
0.004603914
0.0070034964
0.002671985
0.013710908
0.0021087683
0.020829035
0.030368799
0.025581395
0.0035151606
0.0064671342
0.014774111
0.059044823
0.020462062
0.028403725
0.045374293
0.030831084
0.031624615
0.010262247
0.0026254682
0.10814851
0.0035336192
0.016703142
0.010594835
0.0022168227
0.0085377172
0.0082200374
0.027136004
0.031674422
0.018399365
""
0.023925994
0.053742841
0.0021382088
0.05179124
0.019191427
0.0216252
0.0087387348
0.0032827733
0.01408411
0.028805351
0.010253821
0.0046814047
""
0.011215612
0.011519424
0.0091750892
0.0095025711
0.012141196
0.028650098
0.01329394
0.025158774
0.023079077
0.014259375
0.0047527421
0.017663596
0.014727794
0.018947596
0.031302463
""
0.04271289
0.031493254
0.027010055
0.011319453
0.022205582
0.003886851
0.015978012
0.0021587994
0.0020341177
0.0043146792
0.0046187206
0.0021674021
0.0034874016
0.0046557938
0.005524829
0.0049202382
0.0026289939
0.0050390442
0.003009951
0.0043765488
0.011398348
0.0043079327
0.011988493
0.002692482
0.001592464
0.018176295
0.0050068577
0.0058758962
0.0038959021
0.0043657743
0.0084868744
0.013407804
0.019264147
0.0020856285
0.0033334976
0.0076275547
0.023305286
0.0090682944
0.016970502
0.02535492
0.019452456
0.018706752
0.014367932
0.010558221
0.0052831606
0.0070089046
0.0019061397
0.014625778
0.0058323722
0.0089926934
0.017321572
0.024632126
0.0042345957
0.0029269659
0.0040740618
0.011115289
0.024212437
0.015054432
0.0038090083
0.0039365068
0.0054157907
0.0013812931
0.0070045288
0.0071422681
0.0038628033
0.009421654
0.0019337388
0.0037304864
0.0019560775
0.003320327
0.0022347481
0.0027055978
0.00811671
0.0047653215
0.0040592849
0.0046977829
0.0035634444
0.0026250703
0.010306727
0.010319629
0.014053297
0.018105777
0.0028908714
0.01197623
0.0096066501
0.012976541
0.014976086
