grad_pooled_pooled_n
2969.0
1245.0
301.0
3745.0
2532.0
439.0
5325.0
396.0
317.0
1900.0
2147.0
7559.0
335.0
757.0
1980.0
177.0
182.0
1799.0
228.0
451.0
3066.0
3730.0
1752.0
1051.0
6567.0
317.0
1171.0
2856.0
7282.0
550.0
747.0
1286.0
5720.0
3575.0
785.0
2537.0
577.0
798.0
227.0
239.0
2894.0
560.0
269.0
121.0
376.0
531.0
7875.0
1622.0
4027.0
1040.0
2225.0
2847.0
1494.0
120.0
174.0
3033.0
447.0
195.0
140.0
1005.0
555.0
3752.0
302.0
576.0
712.0
652.0
249.0
403.0
515.0
609.0
449.0
683.0
850.0
1243.0
629.0
283.0
1094.0
720.0
325.0
6515.0
812.0
1006.0
598.0
1112.0
7038.0
821.0
930.0
1626.0
2983.0
1872.0
1268.0
519.0
561.0
2682.0
520.0
159.0
1017.0
2152.0
11636.0
3140.0
3634.0
16118.0
6924.0
3287.0
3098.0
8617.0
2753.0
6272.0
678.0
1729.0
1395.0
1322.0
4032.0
332.0
3399.0
4722.0
2979.0
281.0
164.0
234.0
1235.0
563.0
409.0
722.0
505.0
2224.0
2157.0
534.0
383.0
458.0
17248.0
756.0
1065.0
445.0
1413.0
830.0
2689.0
1840.0
295.0
683.0
2067.0
1160.0
204.0
367.0
1055.0
348.0
2170.0
859.0
526.0
525.0
780.0
5543.0
1327.0
300.0
3671.0
3217.0
388.0
2323.0
585.0
896.0
147.0
370.0
1707.0
13512.0
205.0
25101.0
1248.0
1246.0
539.0
2970.0
33379.0
3713.0
1503.0
5340.0
1495.0
668.0
4127.0
10348.0
1349.0
979.0
969.0
1128.0
8588.0
913.0
907.0
12121.0
314.0
1194.0
3110.0
220.0
561.0
1470.0
7346.0
359.0
529.0
1298.0
2290.0
2572.0
6190.0
1000.0
5094.0
3167.0
1199.0
1613.0
2985.0
4440.0
9012.0
1110.0
1811.0
2542.0
1763.0
2891.0
508.0
441.0
4727.0
5165.0
3342.0
16131.0
1393.0
1563.0
859.0
1411.0
1445.0
869.0
9953.0
2527.0
2765.0
4035.0
17181.0
5825.0
5931.0
2179.0
361.0
1573.0
232.0
765.0
351.0
1852.0
153.0
823.0
1860.0
961.0
981.0
2727.0
1012.0
719.0
1386.0
7661.0
1333.0
2224.0
14343.0
3033.0
2140.0
393.0
2041.0
1150.0
838.0
6028.0
1775.0
5983.0
2348.0
4035.0
8277.0
7914.0
4781.0
48860.0
6440.0
27947.0
30836.0
3732.0
2593.0
965.0
187.0
2067.0
314.0
635.0
4250.0
2157.0
832.0
1781.0
7464.0
39.0
22.0
21856.0
6891.0
806.0
3597.0
16701.0
1034.0
712.0
473.0
300.0
683.0
1387.0
900.0
1171.0
578.0
2009.0
1366.0
3238.0
21704.0
740.0
1872.0
2775.0
973.0
888.0
882.0
1164.0
2311.0
368.0
1579.0
2058.0
1357.0
2154.0
5534.0
2882.0
949.0
5055.0
3760.0
2622.0
1932.0
5251.0
1864.0
833.0
1052.0
1771.0
3094.0
1348.0
