frac_below_median_pooled_pooled
0.47398096
0.45043257
0.65880722
0.57917017
0.52045333
0.84884238
0.71129268
0.56830251
0.65270835
0.62104523
0.57145053
0.61328501
0.60943013
0.59496307
0.60270464
0.50310022
0.51378614
0.72857559
0.70782566
0.66383958
0.67557126
0.56634057
0.56254286
0.71708769
0.62295389
0.49874115
0.65540528
0.59344941
0.62826467
0.57488573
0.6639967
0.84912658
0.77200884
0.6071977
0.55049282
0.54991174
0.51654476
0.59392685
0.483758
0.51175344
0.45045146
0.46238157
0.85344946
0.81878191
0.39178914
0.62097406
0.60725933
0.56915087
0.58936536
0.52285832
0.59102744
0.42327884
0.86321706
0.69877326
0.69485003
0.65962541
0.67896289
0.49722534
0.24457762
0.86322814
0.63133472
0.62303579
0.51873034
0.56066388
0.57030302
0.75912648
0.65852308
0.64318419
0.50937903
0.33529642
0.80450046
0.39223242
0.11622608
0.68620777
0.35069001
0.5241859
0.44374609
0.25196117
0.39528972
0.3129932
0.43804172
0.86457336
0.73593557
0.39976475
0.60822237
0.32678372
0.6953004
0.44763616
0.58834797
0.32454404
0.43893614
0.49922618
0.46614549
0.45098448
0.70927519
0.66147596
0.66042387
0.5490045
0.46300566
0.52455711
0.49889511
0.31893799
0.67192149
0.43205777
0.60332334
0.55308795
0.49692559
0.57133335
0.78383821
0.49569795
0.6446473
0.64736652
0.52077925
0.58926064
0.51743853
0.56927079
0.66048306
0.64959174
0.71111339
0.77917671
0.64016759
0.6875084
0.65330058
0.54859096
0.52804589
0.58872324
0.51921278
0.58198828
0.67274612
0.68318832
0.60685241
0.70207882
0.61366296
0.44986764
0.61101002
0.75269073
0.59940183
0.45189524
0.60549188
0.67630279
0.60883558
0.71193862
0.56323928
0.72526205
0.65830934
0.62955797
0.68792546
0.71929562
0.70677638
0.82131505
0.71559489
0.59494668
0.67038929
0.47094703
0.69926697
0.75391454
0.57918674
0.69247824
0.76907861
0.69554514
0.69646394
0.78150856
0.65870017
0.63240528
0.79522294
0.67266369
0.67164642
0.75811702
0.55027837
0.63765687
0.53215343
0.66489166
0.74620301
0.44996047
0.80477911
0.84828699
0.54859322
0.68864048
0.75008631
0.77254063
0.5512588
0.71572059
0.53034168
0.55863398
0.77302879
0.67981941
0.38404313
0.60904133
0.34642068
0.50801867
0.35843965
0.53999096
0.29713413
0.50133789
0.2755242
0.62087435
0.58188051
0.47246343
0.75240642
0.42413089
0.5629549
0.59527659
0.48358181
0.35526738
0.59102136
0.63205206
0.25582305
0.49141356
0.50965828
0.60178018
0.57103276
0.50088167
0.55783683
0.36940184
0.38337058
0.41818374
0.27266625
0.38106769
0.49896058
0.45256543
0.43245748
0.49497959
0.47845563
0.51774675
0.48215768
0.40170985
0.32304356
0.45885378
0.32753313
0.4526329
0.48828554
0.38601202
0.5439353
0.34771809
0.34726468
0.50616539
0.56319708
0.59179395
0.58762687
0.64804459
0.42544067
0.40113384
0.44064724
0.62239659
0.45249009
0.58445507
0.29231259
0.51212645
0.6916877
0.6672219
0.27270746
0.23396142
0.45464104
0.6098755
0.250673
0.75595188
0.85032308
0.73556995
0.43609542
0.56748629
0.57266825
0.70144564
0.13989338
0.30489653
0.21658349
0.37391174
0.50150353
0.40252733
0.32690224
0.37253121
0.46855786
0.71006584
0.70526302
0.57339495
0.24781628
